agebroad,gender,percentagetotalpopulation,country,variant,year
"Region, subregion, country or area *",female,Nicaragua,558,estimates,1950
0_1,female,6.496,558,estimates,1950
0_4,female,15.703,558,estimates,1950
0_14,female,41.595,558,estimates,1950
0_17,female,48.133,558,estimates,1950
0_19,female,52.272,558,estimates,1950
0_24,female,61.916,558,estimates,1950
3_4,female,6.064,558,estimates,1950
3_5,female,8.983,558,estimates,1950
3_6,female,11.826,558,estimates,1950
4_5,female,5.913,558,estimates,1950
4_6,female,8.756,558,estimates,1950
5_14,female,25.892,558,estimates,1950
5_10,female,16.383,558,estimates,1950
5_11,female,18.856,558,estimates,1950
6_9,female,10.919,558,estimates,1950
6_10,female,13.464,558,estimates,1950
6_11,female,15.937,558,estimates,1950
6_12,female,18.342,558,estimates,1950
7_10,female,10.621,558,estimates,1950
7_12,female,15.499,558,estimates,1950
11_16,female,13.919,558,estimates,1950
11_17,female,16.048,558,estimates,1950
11_18,female,18.135,558,estimates,1950
12_14,female,7.037,558,estimates,1950
12_16,female,11.447,558,estimates,1950
12_17,female,13.575,558,estimates,1950
12_18,female,15.662,558,estimates,1950
13_17,female,11.17,558,estimates,1950
13_18,female,13.257,558,estimates,1950
13_19,female,15.308,558,estimates,1950
15_17,female,6.538,558,estimates,1950
18_23,female,11.954,558,estimates,1950
15_24,female,20.321,558,estimates,1950
15_49,female,48.322,558,estimates,1950
15_59,female,53.391,558,estimates,1950
15_64,female,55.342,558,estimates,1950
20_64,female,44.666,558,estimates,1950
20_69,female,46.055,558,estimates,1950
25_49,female,28.001,558,estimates,1950
25_64,female,35.021,558,estimates,1950
25_69,female,36.41,558,estimates,1950
15plus,female,58.405,558,estimates,1950
16plus,female,56.172,558,estimates,1950
17plus,female,53.995,558,estimates,1950
18plus,female,51.867,558,estimates,1950
20plus,female,47.728,558,estimates,1950
21plus,female,45.714,558,estimates,1950
25plus,female,38.084,558,estimates,1950
50plus,female,10.082,558,estimates,1950
60plus,female,5.014,558,estimates,1950
