variant,continent,year,gender,oldagedependencyratio2069
estimates,909,1950,male,6.778
estimates,909,1951,male,6.877
estimates,909,1952,male,6.941
estimates,909,1953,male,6.969
estimates,909,1954,male,6.963
estimates,909,1955,male,6.923
estimates,909,1956,male,7.071
estimates,909,1957,male,7.181
estimates,909,1958,male,7.249
estimates,909,1959,male,7.266
estimates,909,1960,male,7.225
estimates,909,1961,male,7.268
estimates,909,1962,male,7.247
estimates,909,1963,male,7.172
estimates,909,1964,male,7.054
estimates,909,1965,male,6.905
estimates,909,1966,male,6.89
estimates,909,1967,male,6.828
estimates,909,1968,male,6.728
estimates,909,1969,male,6.603
estimates,909,1970,male,6.468
estimates,909,1971,male,6.543
estimates,909,1972,male,6.597
estimates,909,1973,male,6.63
estimates,909,1974,male,6.642
estimates,909,1975,male,6.635
estimates,909,1976,male,6.777
estimates,909,1977,male,6.889
estimates,909,1978,male,6.978
estimates,909,1979,male,7.053
estimates,909,1980,male,7.119
estimates,909,1981,male,7.284
estimates,909,1982,male,7.432
estimates,909,1983,male,7.556
estimates,909,1984,male,7.643
estimates,909,1985,male,7.693
estimates,909,1986,male,7.805
estimates,909,1987,male,7.881
estimates,909,1988,male,7.939
estimates,909,1989,male,8.003
estimates,909,1990,male,8.082
estimates,909,1991,male,8.263
estimates,909,1992,male,8.439
estimates,909,1993,male,8.607
estimates,909,1994,male,8.765
estimates,909,1995,male,8.911
estimates,909,1996,male,9.12
estimates,909,1997,male,9.324
estimates,909,1998,male,9.517
estimates,909,1999,male,9.683
estimates,909,2000,male,9.815
estimates,909,2001,male,9.97
estimates,909,2002,male,10.077
estimates,909,2003,male,10.152
estimates,909,2004,male,10.218
estimates,909,2005,male,10.289
estimates,909,2006,male,10.385
estimates,909,2007,male,10.477
estimates,909,2008,male,10.566
estimates,909,2009,male,10.653
estimates,909,2010,male,10.742
estimates,909,2011,male,10.918
estimates,909,2012,male,11.089
estimates,909,2013,male,11.276
estimates,909,2014,male,11.502
estimates,909,2015,male,11.776
medium_variant,909,2015,male,11.776
medium_variant,909,2016,male,12.104
medium_variant,909,2017,male,12.463
medium_variant,909,2018,male,12.836
medium_variant,909,2019,male,13.2
medium_variant,909,2020,male,13.544
medium_variant,909,2021,male,13.904
medium_variant,909,2022,male,14.236
medium_variant,909,2023,male,14.552
medium_variant,909,2024,male,14.869
medium_variant,909,2025,male,15.197
medium_variant,909,2026,male,15.531
medium_variant,909,2027,male,15.854
medium_variant,909,2028,male,16.175
medium_variant,909,2029,male,16.503
medium_variant,909,2030,male,16.844
medium_variant,909,2031,male,17.179
medium_variant,909,2032,male,17.516
medium_variant,909,2033,male,17.842
medium_variant,909,2034,male,18.143
medium_variant,909,2035,male,18.411
medium_variant,909,2036,male,18.626
medium_variant,909,2037,male,18.793
medium_variant,909,2038,male,18.935
medium_variant,909,2039,male,19.084
medium_variant,909,2040,male,19.258
medium_variant,909,2041,male,19.438
medium_variant,909,2042,male,19.627
medium_variant,909,2043,male,19.81
medium_variant,909,2044,male,19.969
medium_variant,909,2045,male,20.1
medium_variant,909,2046,male,20.187
medium_variant,909,2047,male,20.229
medium_variant,909,2048,male,20.26
medium_variant,909,2049,male,20.322
medium_variant,909,2050,male,20.443
medium_variant,909,2051,male,20.594
medium_variant,909,2052,male,20.776
medium_variant,909,2053,male,20.984
medium_variant,909,2054,male,21.209
medium_variant,909,2055,male,21.449
medium_variant,909,2056,male,21.688
medium_variant,909,2057,male,21.919
medium_variant,909,2058,male,22.15
medium_variant,909,2059,male,22.396
medium_variant,909,2060,male,22.668
medium_variant,909,2061,male,22.928
medium_variant,909,2062,male,23.184
medium_variant,909,2063,male,23.44
medium_variant,909,2064,male,23.692
medium_variant,909,2065,male,23.94
medium_variant,909,2066,male,24.139
medium_variant,909,2067,male,24.309
medium_variant,909,2068,male,24.459
medium_variant,909,2069,male,24.605
medium_variant,909,2070,male,24.769
medium_variant,909,2071,male,24.881
medium_variant,909,2072,male,24.978
medium_variant,909,2073,male,25.087
medium_variant,909,2074,male,25.234
medium_variant,909,2075,male,25.435
medium_variant,909,2076,male,25.611
medium_variant,909,2077,male,25.813
medium_variant,909,2078,male,26.034
medium_variant,909,2079,male,26.272
medium_variant,909,2080,male,26.536
medium_variant,909,2081,male,26.755
medium_variant,909,2082,male,26.962
medium_variant,909,2083,male,27.176
medium_variant,909,2084,male,27.422
medium_variant,909,2085,male,27.717
medium_variant,909,2086,male,27.974
medium_variant,909,2087,male,28.235
medium_variant,909,2088,male,28.509
medium_variant,909,2089,male,28.807
medium_variant,909,2090,male,29.142
medium_variant,909,2091,male,29.404
medium_variant,909,2092,male,29.658
medium_variant,909,2093,male,29.921
medium_variant,909,2094,male,30.212
medium_variant,909,2095,male,30.546
medium_variant,909,2096,male,30.786
medium_variant,909,2097,male,31.025
medium_variant,909,2098,male,31.275
medium_variant,909,2099,male,31.55
medium_variant,909,2100,male,31.868
estimates,909,1950,female,8.344
estimates,909,1951,female,8.536
estimates,909,1952,female,8.715
estimates,909,1953,female,8.883
estimates,909,1954,female,9.042
estimates,909,1955,female,9.194
estimates,909,1956,female,9.42
estimates,909,1957,female,9.618
estimates,909,1958,female,9.791
estimates,909,1959,female,9.94
estimates,909,1960,female,10.064
estimates,909,1961,female,10.235
estimates,909,1962,female,10.37
estimates,909,1963,female,10.475
estimates,909,1964,female,10.549
estimates,909,1965,female,10.596
