variant,continent,year,gender,oldagedependencyratio2069
estimates,935,1950,male,3.663
estimates,935,1951,male,3.706
estimates,935,1952,male,3.707
estimates,935,1953,male,3.666
estimates,935,1954,male,3.586
estimates,935,1955,male,3.469
estimates,935,1956,male,3.524
estimates,935,1957,male,3.541
estimates,935,1958,male,3.516
estimates,935,1959,male,3.448
estimates,935,1960,male,3.337
estimates,935,1961,male,3.419
estimates,935,1962,male,3.463
estimates,935,1963,male,3.47
estimates,935,1964,male,3.44
estimates,935,1965,male,3.376
estimates,935,1966,male,3.493
estimates,935,1967,male,3.586
estimates,935,1968,male,3.655
estimates,935,1969,male,3.697
estimates,935,1970,male,3.713
estimates,935,1971,male,3.814
estimates,935,1972,male,3.887
estimates,935,1973,male,3.934
estimates,935,1974,male,3.962
estimates,935,1975,male,3.974
estimates,935,1976,male,4.07
estimates,935,1977,male,4.146
estimates,935,1978,male,4.204
estimates,935,1979,male,4.246
estimates,935,1980,male,4.274
estimates,935,1981,male,4.378
estimates,935,1982,male,4.459
estimates,935,1983,male,4.518
estimates,935,1984,male,4.555
estimates,935,1985,male,4.572
estimates,935,1986,male,4.659
estimates,935,1987,male,4.723
estimates,935,1988,male,4.767
estimates,935,1989,male,4.79
estimates,935,1990,male,4.797
estimates,935,1991,male,4.873
estimates,935,1992,male,4.924
estimates,935,1993,male,4.961
estimates,935,1994,male,4.992
estimates,935,1995,male,5.024
estimates,935,1996,male,5.137
estimates,935,1997,male,5.238
estimates,935,1998,male,5.328
estimates,935,1999,male,5.404
estimates,935,2000,male,5.468
estimates,935,2001,male,5.608
estimates,935,2002,male,5.73
estimates,935,2003,male,5.833
estimates,935,2004,male,5.919
estimates,935,2005,male,5.986
estimates,935,2006,male,6.108
estimates,935,2007,male,6.206
estimates,935,2008,male,6.282
estimates,935,2009,male,6.338
estimates,935,2010,male,6.375
estimates,935,2011,male,6.467
estimates,935,2012,male,6.54
estimates,935,2013,male,6.603
estimates,935,2014,male,6.664
estimates,935,2015,male,6.729
medium_variant,935,2015,male,6.729
medium_variant,935,2016,male,6.867
medium_variant,935,2017,male,6.997
medium_variant,935,2018,male,7.134
medium_variant,935,2019,male,7.298
medium_variant,935,2020,male,7.5
medium_variant,935,2021,male,7.805
medium_variant,935,2022,male,8.131
medium_variant,935,2023,male,8.46
medium_variant,935,2024,male,8.765
medium_variant,935,2025,male,9.035
medium_variant,935,2026,male,9.34
medium_variant,935,2027,male,9.606
medium_variant,935,2028,male,9.85
medium_variant,935,2029,male,10.099
medium_variant,935,2030,male,10.367
medium_variant,935,2031,male,10.714
medium_variant,935,2032,male,11.059
medium_variant,935,2033,male,11.408
medium_variant,935,2034,male,11.765
