variant,continent,year,gender,oldagedependencyratio2069
estimates,904,1950,male,3.87
estimates,904,1951,male,3.899
estimates,904,1952,male,3.911
estimates,904,1953,male,3.91
estimates,904,1954,male,3.896
estimates,904,1955,male,3.87
estimates,904,1956,male,3.952
estimates,904,1957,male,4.018
estimates,904,1958,male,4.068
estimates,904,1959,male,4.099
estimates,904,1960,male,4.115
estimates,904,1961,male,4.2
estimates,904,1962,male,4.263
estimates,904,1963,male,4.31
estimates,904,1964,male,4.345
estimates,904,1965,male,4.371
estimates,904,1966,male,4.467
estimates,904,1967,male,4.545
estimates,904,1968,male,4.604
estimates,904,1969,male,4.643
estimates,904,1970,male,4.663
estimates,904,1971,male,4.742
estimates,904,1972,male,4.794
estimates,904,1973,male,4.825
estimates,904,1974,male,4.837
estimates,904,1975,male,4.834
estimates,904,1976,male,4.898
estimates,904,1977,male,4.941
estimates,904,1978,male,4.965
estimates,904,1979,male,4.972
estimates,904,1980,male,4.966
estimates,904,1981,male,5.018
estimates,904,1982,male,5.051
estimates,904,1983,male,5.062
estimates,904,1984,male,5.049
estimates,904,1985,male,5.016
estimates,904,1986,male,5.044
estimates,904,1987,male,5.048
estimates,904,1988,male,5.037
estimates,904,1989,male,5.018
estimates,904,1990,male,4.997
estimates,904,1991,male,5.053
estimates,904,1992,male,5.099
estimates,904,1993,male,5.136
estimates,904,1994,male,5.164
estimates,904,1995,male,5.186
estimates,904,1996,male,5.293
estimates,904,1997,male,5.391
estimates,904,1998,male,5.478
estimates,904,1999,male,5.551
estimates,904,2000,male,5.612
estimates,904,2001,male,5.711
estimates,904,2002,male,5.795
estimates,904,2003,male,5.867
estimates,904,2004,male,5.936
estimates,904,2005,male,6.004
estimates,904,2006,male,6.108
estimates,904,2007,male,6.207
estimates,904,2008,male,6.3
estimates,904,2009,male,6.387
estimates,904,2010,male,6.469
estimates,904,2011,male,6.589
estimates,904,2012,male,6.701
estimates,904,2013,male,6.811
estimates,904,2014,male,6.923
estimates,904,2015,male,7.041
medium_variant,904,2015,male,7.041
medium_variant,904,2016,male,7.198
medium_variant,904,2017,male,7.353
medium_variant,904,2018,male,7.515
