variant,continent,year,gender,oldagedependencyratio2069
estimates,905,1950,male,7.223
estimates,905,1951,male,7.483
estimates,905,1952,male,7.718
estimates,905,1953,male,7.913
estimates,905,1954,male,8.066
estimates,905,1955,male,8.186
estimates,905,1956,male,8.43
estimates,905,1957,male,8.631
estimates,905,1958,male,8.779
estimates,905,1959,male,8.872
estimates,905,1960,male,8.917
estimates,905,1961,male,9.114
estimates,905,1962,male,9.269
estimates,905,1963,male,9.367
estimates,905,1964,male,9.398
estimates,905,1965,male,9.363
estimates,905,1966,male,9.432
estimates,905,1967,male,9.43
estimates,905,1968,male,9.376
estimates,905,1969,male,9.297
estimates,905,1970,male,9.21
estimates,905,1971,male,9.307
estimates,905,1972,male,9.366
estimates,905,1973,male,9.377
estimates,905,1974,male,9.338
estimates,905,1975,male,9.257
estimates,905,1976,male,9.428
estimates,905,1977,male,9.555
estimates,905,1978,male,9.635
estimates,905,1979,male,9.683
estimates,905,1980,male,9.73
estimates,905,1981,male,9.85
estimates,905,1982,male,9.952
estimates,905,1983,male,10.025
estimates,905,1984,male,10.063
estimates,905,1985,male,10.073
estimates,905,1986,male,10.222
estimates,905,1987,male,10.338
estimates,905,1988,male,10.426
estimates,905,1989,male,10.497
estimates,905,1990,male,10.562
estimates,905,1991,male,10.732
estimates,905,1992,male,10.884
estimates,905,1993,male,11.012
estimates,905,1994,male,11.107
estimates,905,1995,male,11.167
estimates,905,1996,male,11.302
estimates,905,1997,male,11.398
estimates,905,1998,male,11.452
estimates,905,1999,male,11.46
estimates,905,2000,male,11.425
estimates,905,2001,male,11.477
estimates,905,2002,male,11.488
estimates,905,2003,male,11.472
estimates,905,2004,male,11.446
estimates,905,2005,male,11.425
estimates,905,2006,male,11.53
estimates,905,2007,male,11.635
estimates,905,2008,male,11.74
estimates,905,2009,male,11.846
estimates,905,2010,male,11.958
estimates,905,2011,male,12.142
estimates,905,2012,male,12.317
estimates,905,2013,male,12.507
estimates,905,2014,male,12.744
estimates,905,2015,male,13.05
medium_variant,905,2015,male,13.05
medium_variant,905,2016,male,13.474
medium_variant,905,2017,male,13.95
medium_variant,905,2018,male,14.466
medium_variant,905,2019,male,15.002
medium_variant,905,2020,male,15.548
medium_variant,905,2021,male,16.144
medium_variant,905,2022,male,16.736
medium_variant,905,2023,male,17.334
medium_variant,905,2024,male,17.951
medium_variant,905,2025,male,18.596
medium_variant,905,2026,male,19.268
medium_variant,905,2027,male,19.94
medium_variant,905,2028,male,20.613
medium_variant,905,2029,male,21.286
medium_variant,905,2030,male,21.959
medium_variant,905,2031,male,22.612
medium_variant,905,2032,male,23.247
medium_variant,905,2033,male,23.85
medium_variant,905,2034,male,24.402
medium_variant,905,2035,male,24.894
medium_variant,905,2036,male,25.293
medium_variant,905,2037,male,25.615
medium_variant,905,2038,male,25.875
medium_variant,905,2039,male,26.09
medium_variant,905,2040,male,26.277
medium_variant,905,2041,male,26.403
medium_variant,905,2042,male,26.481
medium_variant,905,2043,male,26.525
medium_variant,905,2044,male,26.555
medium_variant,905,2045,male,26.594
medium_variant,905,2046,male,26.608
medium_variant,905,2047,male,26.606
medium_variant,905,2048,male,26.61
medium_variant,905,2049,male,26.644
medium_variant,905,2050,male,26.726
medium_variant,905,2051,male,26.816
medium_variant,905,2052,male,26.924
medium_variant,905,2053,male,27.062
medium_variant,905,2054,male,27.241
medium_variant,905,2055,male,27.477
medium_variant,905,2056,male,27.72
medium_variant,905,2057,male,27.979
medium_variant,905,2058,male,28.27
medium_variant,905,2059,male,28.613
medium_variant,905,2060,male,29.026
medium_variant,905,2061,male,29.42
medium_variant,905,2062,male,29.842
medium_variant,905,2063,male,30.289
medium_variant,905,2064,male,30.746
medium_variant,905,2065,male,31.207
medium_variant,905,2066,male,31.545
medium_variant,905,2067,male,31.85
medium_variant,905,2068,male,32.142
medium_variant,905,2069,male,32.448
medium_variant,905,2070,male,32.792
medium_variant,905,2071,male,33.002
medium_variant,905,2072,male,33.205
medium_variant,905,2073,male,33.42
medium_variant,905,2074,male,33.673
medium_variant,905,2075,male,33.983
medium_variant,905,2076,male,34.164
medium_variant,905,2077,male,34.364
medium_variant,905,2078,male,34.581
medium_variant,905,2079,male,34.809
medium_variant,905,2080,male,35.056
medium_variant,905,2081,male,35.122
medium_variant,905,2082,male,35.158
medium_variant,905,2083,male,35.201
medium_variant,905,2084,male,35.294
medium_variant,905,2085,male,35.476
medium_variant,905,2086,male,35.531
medium_variant,905,2087,male,35.613
medium_variant,905,2088,male,35.738
medium_variant,905,2089,male,35.925
medium_variant,905,2090,male,36.201
medium_variant,905,2091,male,36.329
medium_variant,905,2092,male,36.48
medium_variant,905,2093,male,36.679
medium_variant,905,2094,male,36.947
medium_variant,905,2095,male,37.303
medium_variant,905,2096,male,37.463
medium_variant,905,2097,male,37.648
medium_variant,905,2098,male,37.872
medium_variant,905,2099,male,38.154
medium_variant,905,2100,male,38.516
estimates,905,1950,female,8.313
estimates,905,1951,female,8.641
estimates,905,1952,female,8.972
estimates,905,1953,female,9.289
estimates,905,1954,female,9.577
estimates,905,1955,female,9.842
estimates,905,1956,female,10.175
estimates,905,1957,female,10.477
estimates,905,1958,female,10.743
estimates,905,1959,female,10.976
estimates,905,1960,female,11.187
estimates,905,1961,female,11.489
estimates,905,1962,female,11.778
estimates,905,1963,female,12.048
estimates,905,1964,female,12.287
estimates,905,1965,female,12.49
estimates,905,1966,female,12.703
estimates,905,1967,female,12.865
estimates,905,1968,female,12.991
estimates,905,1969,female,13.11
estimates,905,1970,female,13.241
estimates,905,1971,female,13.48
estimates,905,1972,female,13.688
estimates,905,1973,female,13.856
estimates,905,1974,female,13.991
estimates,905,1975,female,14.114
estimates,905,1976,female,14.313
estimates,905,1977,female,14.501
estimates,905,1978,female,14.665
estimates,905,1979,female,14.803
estimates,905,1980,female,14.934
estimates,905,1981,female,15.115
estimates,905,1982,female,15.271
estimates,905,1983,female,15.404
estimates,905,1984,female,15.528
estimates,905,1985,female,15.661
estimates,905,1986,female,15.826
estimates,905,1987,female,15.977
estimates,905,1988,female,16.118
estimates,905,1989,female,16.262
estimates,905,1990,female,16.424
estimates,905,1991,female,16.604
estimates,905,1992,female,16.777
estimates,905,1993,female,16.931
estimates,905,1994,female,17.057
estimates,905,1995,female,17.153
estimates,905,1996,female,17.245
estimates,905,1997,female,17.301
estimates,905,1998,female,17.315
estimates,905,1999,female,17.285
estimates,905,2000,female,17.218
estimates,905,2001,female,17.128
estimates,905,2002,female,16.997
estimates,905,2003,female,16.843
estimates,905,2004,female,16.683
estimates,905,2005,female,16.534
estimates,905,2006,female,16.481
estimates,905,2007,female,16.428
estimates,905,2008,female,16.39
estimates,905,2009,female,16.382
estimates,905,2010,female,16.42
estimates,905,2011,female,16.521
estimates,905,2012,female,16.644
estimates,905,2013,female,16.807
estimates,905,2014,female,17.037
estimates,905,2015,female,17.353
medium_variant,905,2015,female,17.353
medium_variant,905,2016,female,17.76
medium_variant,905,2017,female,18.231
medium_variant,905,2018,female,18.759
medium_variant,905,2019,female,19.329
medium_variant,905,2020,female,19.933
medium_variant,905,2021,female,20.554
medium_variant,905,2022,female,21.184
medium_variant,905,2023,female,21.834
medium_variant,905,2024,female,22.518
medium_variant,905,2025,female,23.247
medium_variant,905,2026,female,23.957
medium_variant,905,2027,female,24.676
medium_variant,905,2028,female,25.406
medium_variant,905,2029,female,26.146
medium_variant,905,2030,female,26.895
medium_variant,905,2031,female,27.553
medium_variant,905,2032,female,28.195
medium_variant,905,2033,female,28.811
medium_variant,905,2034,female,29.379
medium_variant,905,2035,female,29.894
medium_variant,905,2036,female,30.24
medium_variant,905,2037,female,30.505
medium_variant,905,2038,female,30.712
medium_variant,905,2039,female,30.892
medium_variant,905,2040,female,31.074
medium_variant,905,2041,female,31.139
medium_variant,905,2042,female,31.172
medium_variant,905,2043,female,31.186
medium_variant,905,2044,female,31.199
medium_variant,905,2045,female,31.238
medium_variant,905,2046,female,31.184
medium_variant,905,2047,female,31.118
medium_variant,905,2048,female,31.066
medium_variant,905,2049,female,31.058
medium_variant,905,2050,female,31.118
medium_variant,905,2051,female,31.133
medium_variant,905,2052,female,31.171
medium_variant,905,2053,female,31.248
medium_variant,905,2054,female,31.378
medium_variant,905,2055,female,31.582
medium_variant,905,2056,female,31.736
medium_variant,905,2057,female,31.909
medium_variant,905,2058,female,32.124
medium_variant,905,2059,female,32.409
medium_variant,905,2060,female,32.788
medium_variant,905,2061,female,33.098
medium_variant,905,2062,female,33.447
medium_variant,905,2063,female,33.839
medium_variant,905,2064,female,34.264
medium_variant,905,2065,female,34.717
medium_variant,905,2066,female,35.004
medium_variant,905,2067,female,35.273
medium_variant,905,2068,female,35.544
medium_variant,905,2069,female,35.845
medium_variant,905,2070,female,36.205
medium_variant,905,2071,female,36.391
medium_variant,905,2072,female,36.579
medium_variant,905,2073,female,36.794
medium_variant,905,2074,female,37.064
medium_variant,905,2075,female,37.415
medium_variant,905,2076,female,37.589
medium_variant,905,2077,female,37.792
medium_variant,905,2078,female,38.025
medium_variant,905,2079,female,38.286
medium_variant,905,2080,female,38.587
medium_variant,905,2081,female,38.65
medium_variant,905,2082,female,38.689
medium_variant,905,2083,female,38.745
medium_variant,905,2084,female,38.872
medium_variant,905,2085,female,39.112
medium_variant,905,2086,female,39.162
medium_variant,905,2087,female,39.247
medium_variant,905,2088,female,39.387
medium_variant,905,2089,female,39.608
medium_variant,905,2090,female,39.942
medium_variant,905,2091,female,40.06
medium_variant,905,2092,female,40.206
medium_variant,905,2093,female,40.416
medium_variant,905,2094,female,40.716
medium_variant,905,2095,female,41.131
medium_variant,905,2096,female,41.287
medium_variant,905,2097,female,41.474
medium_variant,905,2098,female,41.715
medium_variant,905,2099,female,42.034
medium_variant,905,2100,female,42.459
