country,variant,freq,year,under40mortalityper1000livebirth
724,estimates,5yearly,1950,142.45439
724,estimates,5yearly,1955,103.81938
724,estimates,5yearly,1960,82.68898
724,estimates,5yearly,1965,67.8692
724,estimates,5yearly,1970,55.0986100000001
724,estimates,5yearly,1975,43.8212699999999
724,estimates,5yearly,1980,35.99352
724,estimates,5yearly,1985,36.13345
724,estimates,5yearly,1990,36.84084
724,estimates,5yearly,1995,29.2604200000001
724,estimates,5yearly,2000,23.02578
724,estimates,5yearly,2005,17.4595
724,estimates,5yearly,2010,13.06283
724,medium_variant,5yearly,2015,11.17726
724,medium_variant,5yearly,2020,9.86138999999997
724,medium_variant,5yearly,2025,8.73131999999999
724,medium_variant,5yearly,2030,7.78335999999991
724,medium_variant,5yearly,2035,6.96494000000003
724,medium_variant,5yearly,2040,6.24073999999997
724,medium_variant,5yearly,2045,5.58658999999995
724,medium_variant,5yearly,2050,5.00601000000001
724,medium_variant,5yearly,2055,4.49166000000001
724,medium_variant,5yearly,2060,4.03100000000001
724,medium_variant,5yearly,2065,3.59034000000003
724,medium_variant,5yearly,2070,3.20921000000007
724,medium_variant,5yearly,2075,2.85939000000002
724,medium_variant,5yearly,2080,2.54437000000007
724,medium_variant,5yearly,2085,2.24778999999997
724,medium_variant,5yearly,2090,1.98024999999991
724,medium_variant,5yearly,2095,1.72933999999991
724,estimates,5yearly,Regi,Spain
724,medium_variant,5yearly,Regi,Spain
