country,variant,freq,year,under40mortalityper1000livebirth
266,estimates,5yearly,1950,510.94459
266,estimates,5yearly,1955,483.34477
266,estimates,5yearly,1960,462.87732
266,estimates,5yearly,1965,407.5185
266,estimates,5yearly,1970,353.41183
266,estimates,5yearly,1975,299.20116
266,estimates,5yearly,1980,247.2162
266,estimates,5yearly,1985,203.49231
266,estimates,5yearly,1990,201.41836
266,estimates,5yearly,1995,216.33486
266,estimates,5yearly,2000,230.40288
266,estimates,5yearly,2005,202.28486
266,estimates,5yearly,2010,161.2701
266,medium_variant,5yearly,2015,132.68946
266,medium_variant,5yearly,2020,116.19323
266,medium_variant,5yearly,2025,101.53659
266,medium_variant,5yearly,2030,89.45889
266,medium_variant,5yearly,2035,80.0364
266,medium_variant,5yearly,2040,72.93163
266,medium_variant,5yearly,2045,66.7382600000001
266,medium_variant,5yearly,2050,61.1736900000001
266,medium_variant,5yearly,2055,56.3029899999999
266,medium_variant,5yearly,2060,51.98609
266,medium_variant,5yearly,2065,48.9428599999999
266,medium_variant,5yearly,2070,46.45009
266,medium_variant,5yearly,2075,44.12952
266,medium_variant,5yearly,2080,41.90278
266,medium_variant,5yearly,2085,39.7383100000001
266,medium_variant,5yearly,2090,37.63395
266,medium_variant,5yearly,2095,35.5690700000001
266,estimates,5yearly,Regi,Gabon
266,medium_variant,5yearly,Regi,Gabon
