country,variant,freq,year,under40mortalityper1000livebirth
710,estimates,5yearly,1950,343.82154
710,estimates,5yearly,1955,306.32276
710,estimates,5yearly,1960,282.40298
710,estimates,5yearly,1965,257.82625
710,estimates,5yearly,1970,209.48086
710,estimates,5yearly,1975,196.331
710,estimates,5yearly,1980,182.263
710,estimates,5yearly,1985,151.30966
710,estimates,5yearly,1990,141.62037
710,estimates,5yearly,1995,195.93698
710,estimates,5yearly,2000,288.26743
710,estimates,5yearly,2005,305.55026
710,estimates,5yearly,2010,205.55853
710,medium_variant,5yearly,2015,141.10533
710,medium_variant,5yearly,2020,122.10942
710,medium_variant,5yearly,2025,107.74547
710,medium_variant,5yearly,2030,95.9596899999999
710,medium_variant,5yearly,2035,85.2415399999999
710,medium_variant,5yearly,2040,75.86132
710,medium_variant,5yearly,2045,67.52165
710,medium_variant,5yearly,2050,60.1572199999999
710,medium_variant,5yearly,2055,53.9342600000001
710,medium_variant,5yearly,2060,48.32117
710,medium_variant,5yearly,2065,43.46507
710,medium_variant,5yearly,2070,39.67376
710,medium_variant,5yearly,2075,36.4358199999999
710,medium_variant,5yearly,2080,33.46221
710,medium_variant,5yearly,2085,30.72138
710,medium_variant,5yearly,2090,28.17925
710,medium_variant,5yearly,2095,25.82716
710,estimates,5yearly,Regi,South Africa
710,medium_variant,5yearly,Regi,South Africa
