country,variant,freq,year,under40mortalityper1000livebirth
404,estimates,5yearly,1950,438.70384
404,estimates,5yearly,1955,406.28721
404,estimates,5yearly,1960,362.90908
404,estimates,5yearly,1965,326.60034
404,estimates,5yearly,1970,288.45935
404,estimates,5yearly,1975,255.20795
404,estimates,5yearly,1980,225.74006
404,estimates,5yearly,1985,229.5441
404,estimates,5yearly,1990,268.78196
404,estimates,5yearly,1995,321.65606
404,estimates,5yearly,2000,314.31459
404,estimates,5yearly,2005,215.24231
404,estimates,5yearly,2010,146.09103
404,medium_variant,5yearly,2015,125.41188
404,medium_variant,5yearly,2020,113.74706
404,medium_variant,5yearly,2025,100.50327
404,medium_variant,5yearly,2030,88.37731
404,medium_variant,5yearly,2035,79.2313800000001
404,medium_variant,5yearly,2040,72.62387
404,medium_variant,5yearly,2045,66.38312
404,medium_variant,5yearly,2050,60.80448
404,medium_variant,5yearly,2055,56.05083
404,medium_variant,5yearly,2060,51.8763000000001
404,medium_variant,5yearly,2065,48.69863
404,medium_variant,5yearly,2070,46.0785300000001
404,medium_variant,5yearly,2075,43.67866
404,medium_variant,5yearly,2080,41.33309
404,medium_variant,5yearly,2085,39.19007
404,medium_variant,5yearly,2090,37.00087
404,medium_variant,5yearly,2095,34.90597
404,estimates,5yearly,Regi,Kenya
404,medium_variant,5yearly,Regi,Kenya
