country,variant,freq,year,under40mortalityper1000livebirth
90,estimates,5yearly,1950,383.39285
90,estimates,5yearly,1955,349.14111
90,estimates,5yearly,1960,314.8439
90,estimates,5yearly,1965,280.84859
90,estimates,5yearly,1970,247.32781
90,estimates,5yearly,1975,214.61043
90,estimates,5yearly,1980,205.35516
90,estimates,5yearly,1985,243.74985
90,estimates,5yearly,1990,211.46818
90,estimates,5yearly,1995,172.03968
90,estimates,5yearly,2000,132.43174
90,estimates,5yearly,2005,100.96301
90,estimates,5yearly,2010,77.4081799999999
90,medium_variant,5yearly,2015,63.52212
90,medium_variant,5yearly,2020,53.7883
90,medium_variant,5yearly,2025,46.15581
90,medium_variant,5yearly,2030,40.3219500000001
90,medium_variant,5yearly,2035,35.7734299999999
90,medium_variant,5yearly,2040,32.0158
90,medium_variant,5yearly,2045,28.89894
90,medium_variant,5yearly,2050,26.3167200000001
90,medium_variant,5yearly,2055,23.98495
90,medium_variant,5yearly,2060,21.9135499999999
90,medium_variant,5yearly,2065,20.20053
90,medium_variant,5yearly,2070,18.5559
90,medium_variant,5yearly,2075,17.0348699999999
90,medium_variant,5yearly,2080,15.6994
90,medium_variant,5yearly,2085,14.44833
90,medium_variant,5yearly,2090,13.31412
90,medium_variant,5yearly,2095,12.3052800000001
90,estimates,5yearly,Regi,Solomon Islands
90,medium_variant,5yearly,Regi,Solomon Islands
