country,variant,freq,year,under40mortalityper1000livebirth
626,estimates,5yearly,1950,607.57989
626,estimates,5yearly,1955,570.50932
626,estimates,5yearly,1960,534.07504
626,estimates,5yearly,1965,497.80031
626,estimates,5yearly,1970,462.68869
626,estimates,5yearly,1975,589.40382
626,estimates,5yearly,1980,463.27053
626,estimates,5yearly,1985,372.06423
626,estimates,5yearly,1990,317.42152
626,estimates,5yearly,1995,229.62276
626,estimates,5yearly,2000,172.35556
626,estimates,5yearly,2005,113.71468
626,estimates,5yearly,2010,98.5180800000001
626,medium_variant,5yearly,2015,80.8063400000001
626,medium_variant,5yearly,2020,67.92707
626,medium_variant,5yearly,2025,58.0024099999999
626,medium_variant,5yearly,2030,52.5594500000001
626,medium_variant,5yearly,2035,48.0662200000001
626,medium_variant,5yearly,2040,44.20156
626,medium_variant,5yearly,2045,40.7761900000001
626,medium_variant,5yearly,2050,37.7773299999999
626,medium_variant,5yearly,2055,35.0058400000001
626,medium_variant,5yearly,2060,32.58638
626,medium_variant,5yearly,2065,30.38803
626,medium_variant,5yearly,2070,28.41436
626,medium_variant,5yearly,2075,26.52849
626,medium_variant,5yearly,2080,24.80406
626,medium_variant,5yearly,2085,23.13054
626,medium_variant,5yearly,2090,21.65289
626,medium_variant,5yearly,2095,20.2600599999999
626,estimates,5yearly,Regi,Timor-Leste
626,medium_variant,5yearly,Regi,Timor-Leste
