country,variant,freq,year,under40mortalityper1000livebirth
499,estimates,5yearly,1950,183.37404
499,estimates,5yearly,1955,163.10447
499,estimates,5yearly,1960,124.6673
499,estimates,5yearly,1965,94.5307700000001
499,estimates,5yearly,1970,69.4013800000001
499,estimates,5yearly,1975,62.5781299999999
499,estimates,5yearly,1980,56.55154
499,estimates,5yearly,1985,51.08513
499,estimates,5yearly,1990,46.29189
499,estimates,5yearly,1995,37.23314
499,estimates,5yearly,2000,37.1339900000001
499,estimates,5yearly,2005,32.18663
499,estimates,5yearly,2010,24.60406
499,medium_variant,5yearly,2015,21.91064
499,medium_variant,5yearly,2020,19.7902499999999
499,medium_variant,5yearly,2025,17.92141
499,medium_variant,5yearly,2030,16.27938
499,medium_variant,5yearly,2035,14.85057
499,medium_variant,5yearly,2040,13.5853500000001
499,medium_variant,5yearly,2045,12.4957099999999
499,medium_variant,5yearly,2050,11.5305999999999
499,medium_variant,5yearly,2055,10.7532300000001
499,medium_variant,5yearly,2060,10.12501
499,medium_variant,5yearly,2065,9.65461999999995
499,medium_variant,5yearly,2070,9.21645000000004
499,medium_variant,5yearly,2075,8.89176999999997
499,medium_variant,5yearly,2080,8.61232000000001
499,medium_variant,5yearly,2085,8.37990999999993
499,medium_variant,5yearly,2090,8.17214000000011
499,medium_variant,5yearly,2095,8.50077999999998
499,estimates,5yearly,Regi,Montenegro
499,medium_variant,5yearly,Regi,Montenegro
