variant,continent,year,gender,oldagedependencyratio2564
estimates,908,1950,male,8.43
estimates,908,1951,male,8.548
estimates,908,1952,male,8.597
estimates,908,1953,male,8.593
estimates,908,1954,male,8.554
estimates,908,1955,male,8.49
estimates,908,1956,male,8.592
estimates,908,1957,male,8.664
estimates,908,1958,male,8.697
estimates,908,1959,male,8.679
estimates,908,1960,male,8.607
estimates,908,1961,male,8.675
estimates,908,1962,male,8.685
estimates,908,1963,male,8.66
estimates,908,1964,male,8.629
estimates,908,1965,male,8.607
estimates,908,1966,male,8.763
estimates,908,1967,male,8.905
estimates,908,1968,male,9.032
estimates,908,1969,male,9.14
estimates,908,1970,male,9.229
estimates,908,1971,male,9.491
estimates,908,1972,male,9.708
estimates,908,1973,male,9.879
estimates,908,1974,male,10.01
estimates,908,1975,male,10.108
estimates,908,1976,male,10.392
estimates,908,1977,male,10.614
estimates,908,1978,male,10.78
estimates,908,1979,male,10.899
estimates,908,1980,male,10.976
estimates,908,1981,male,11.218
estimates,908,1982,male,11.422
estimates,908,1983,male,11.541
estimates,908,1984,male,11.506
estimates,908,1985,male,11.294
estimates,908,1986,male,11.172
estimates,908,1987,male,10.909
estimates,908,1988,male,10.588
estimates,908,1989,male,10.316
estimates,908,1990,male,10.141
estimates,908,1991,male,10.252
estimates,908,1992,male,10.408
estimates,908,1993,male,10.595
estimates,908,1994,male,10.796
estimates,908,1995,male,11.002
estimates,908,1996,male,11.411
estimates,908,1997,male,11.815
estimates,908,1998,male,12.183
estimates,908,1999,male,12.479
estimates,908,2000,male,12.689
estimates,908,2001,male,13.024
estimates,908,2002,male,13.267
estimates,908,2003,male,13.456
estimates,908,2004,male,13.637
estimates,908,2005,male,13.831
estimates,908,2006,male,14.253
estimates,908,2007,male,14.681
estimates,908,2008,male,15.069
estimates,908,2009,male,15.354
estimates,908,2010,male,15.513
estimates,908,2011,male,15.727
estimates,908,2012,male,15.834
estimates,908,2013,male,15.898
estimates,908,2014,male,15.994
estimates,908,2015,male,16.159
medium_variant,908,2015,male,16.159
medium_variant,908,2016,male,16.504
medium_variant,908,2017,male,16.891
medium_variant,908,2018,male,17.307
medium_variant,908,2019,male,17.735
medium_variant,908,2020,male,18.164
medium_variant,908,2021,male,18.734
medium_variant,908,2022,male,19.295
medium_variant,908,2023,male,19.85
medium_variant,908,2024,male,20.402
medium_variant,908,2025,male,20.956
medium_variant,908,2026,male,21.627
medium_variant,908,2027,male,22.276
medium_variant,908,2028,male,22.912
medium_variant,908,2029,male,23.542
medium_variant,908,2030,male,24.172
medium_variant,908,2031,male,24.901
medium_variant,908,2032,male,25.609
medium_variant,908,2033,male,26.283
medium_variant,908,2034,male,26.907
medium_variant,908,2035,male,27.476
medium_variant,908,2036,male,28.078
medium_variant,908,2037,male,28.609
medium_variant,908,2038,male,29.093
medium_variant,908,2039,male,29.553
medium_variant,908,2040,male,30.002
medium_variant,908,2041,male,30.521
medium_variant,908,2042,male,30.999
medium_variant,908,2043,male,31.44
medium_variant,908,2044,male,31.849
medium_variant,908,2045,male,32.24
medium_variant,908,2046,male,32.687
medium_variant,908,2047,male,33.087
medium_variant,908,2048,male,33.462
medium_variant,908,2049,male,33.834
medium_variant,908,2050,male,34.221
medium_variant,908,2051,male,34.662
medium_variant,908,2052,male,35.075
medium_variant,908,2053,male,35.474
medium_variant,908,2054,male,35.884
medium_variant,908,2055,male,36.322
medium_variant,908,2056,male,36.814
medium_variant,908,2057,male,37.286
medium_variant,908,2058,male,37.725
medium_variant,908,2059,male,38.106
medium_variant,908,2060,male,38.425
medium_variant,908,2061,male,38.697
medium_variant,908,2062,male,38.869
medium_variant,908,2063,male,38.961
medium_variant,908,2064,male,38.99
medium_variant,908,2065,male,38.979
medium_variant,908,2066,male,38.914
medium_variant,908,2067,male,38.765
medium_variant,908,2068,male,38.575
medium_variant,908,2069,male,38.39
medium_variant,908,2070,male,38.25
medium_variant,908,2071,male,38.117
medium_variant,908,2072,male,37.979
medium_variant,908,2073,male,37.866
medium_variant,908,2074,male,37.817
medium_variant,908,2075,male,37.861
medium_variant,908,2076,male,37.949
medium_variant,908,2077,male,38.078
medium_variant,908,2078,male,38.256
medium_variant,908,2079,male,38.488
medium_variant,908,2080,male,38.786
medium_variant,908,2081,male,39.073
medium_variant,908,2082,male,39.366
medium_variant,908,2083,male,39.676
medium_variant,908,2084,male,40.019
medium_variant,908,2085,male,40.416
medium_variant,908,2086,male,40.732
medium_variant,908,2087,male,41.033
medium_variant,908,2088,male,41.343
medium_variant,908,2089,male,41.684
medium_variant,908,2090,male,42.08
medium_variant,908,2091,male,42.331
medium_variant,908,2092,male,42.569
medium_variant,908,2093,male,42.814
medium_variant,908,2094,male,43.086
medium_variant,908,2095,male,43.406
medium_variant,908,2096,male,43.531
medium_variant,908,2097,male,43.641
medium_variant,908,2098,male,43.76
medium_variant,908,2099,male,43.915
medium_variant,908,2100,male,44.133
estimates,908,1950,female,10.161
estimates,908,1951,female,10.347
estimates,908,1952,female,10.497
estimates,908,1953,female,10.625
estimates,908,1954,female,10.746
estimates,908,1955,female,10.868
estimates,908,1956,female,11.102
estimates,908,1957,female,11.327
estimates,908,1958,female,11.54
estimates,908,1959,female,11.725
estimates,908,1960,female,11.877
estimates,908,1961,female,12.134
estimates,908,1962,female,12.343
estimates,908,1963,female,12.526
estimates,908,1964,female,12.719
estimates,908,1965,female,12.945
estimates,908,1966,female,13.28
estimates,908,1967,female,13.628
estimates,908,1968,female,13.985
estimates,908,1969,female,14.342
estimates,908,1970,female,14.692
estimates,908,1971,female,15.128
estimates,908,1972,female,15.529
estimates,908,1973,female,15.903
estimates,908,1974,female,16.261
estimates,908,1975,female,16.613
estimates,908,1976,female,17.071
estimates,908,1977,female,17.481
estimates,908,1978,female,17.863
estimates,908,1979,female,18.24
estimates,908,1980,female,18.623
estimates,908,1981,female,19.093
estimates,908,1982,female,19.562
estimates,908,1983,female,19.956
estimates,908,1984,female,20.164
estimates,908,1985,female,20.136
estimates,908,1986,female,20.022
estimates,908,1987,female,19.684
estimates,908,1988,female,19.262
estimates,908,1989,female,18.94
estimates,908,1990,female,18.816
