variant,continent,year,gender,oldagedependencyratio2564
estimates,904,1950,male,4.768
estimates,904,1951,male,4.798
estimates,904,1952,male,4.804
estimates,904,1953,male,4.793
estimates,904,1954,male,4.768
estimates,904,1955,male,4.731
estimates,904,1956,male,4.829
estimates,904,1957,male,4.91
estimates,904,1958,male,4.972
estimates,904,1959,male,5.013
estimates,904,1960,male,5.032
estimates,904,1961,male,5.135
estimates,904,1962,male,5.211
estimates,904,1963,male,5.266
estimates,904,1964,male,5.309
estimates,904,1965,male,5.344
estimates,904,1966,male,5.467
estimates,904,1967,male,5.57
estimates,904,1968,male,5.652
estimates,904,1969,male,5.713
estimates,904,1970,male,5.754
estimates,904,1971,male,5.869
estimates,904,1972,male,5.955
estimates,904,1973,male,6.013
estimates,904,1974,male,6.044
estimates,904,1975,male,6.05
estimates,904,1976,male,6.136
estimates,904,1977,male,6.188
estimates,904,1978,male,6.212
estimates,904,1979,male,6.216
estimates,904,1980,male,6.205
estimates,904,1981,male,6.273
estimates,904,1982,male,6.316
estimates,904,1983,male,6.332
estimates,904,1984,male,6.315
estimates,904,1985,male,6.267
estimates,904,1986,male,6.292
estimates,904,1987,male,6.284
estimates,904,1988,male,6.253
estimates,904,1989,male,6.212
estimates,904,1990,male,6.171
estimates,904,1991,male,6.228
estimates,904,1992,male,6.272
estimates,904,1993,male,6.306
estimates,904,1994,male,6.33
estimates,904,1995,male,6.346
estimates,904,1996,male,6.466
estimates,904,1997,male,6.575
estimates,904,1998,male,6.671
estimates,904,1999,male,6.749
estimates,904,2000,male,6.811
estimates,904,2001,male,6.919
estimates,904,2002,male,7.007
estimates,904,2003,male,7.081
estimates,904,2004,male,7.149
estimates,904,2005,male,7.216
estimates,904,2006,male,7.325
estimates,904,2007,male,7.425
estimates,904,2008,male,7.517
estimates,904,2009,male,7.602
estimates,904,2010,male,7.68
estimates,904,2011,male,7.802
estimates,904,2012,male,7.915
estimates,904,2013,male,8.024
estimates,904,2014,male,8.136
estimates,904,2015,male,8.254
medium_variant,904,2015,male,8.254
medium_variant,904,2016,male,8.419
medium_variant,904,2017,male,8.582
medium_variant,904,2018,male,8.751
medium_variant,904,2019,male,8.937
medium_variant,904,2020,male,9.146
medium_variant,904,2021,male,9.406
medium_variant,904,2022,male,9.678
medium_variant,904,2023,male,9.959
medium_variant,904,2024,male,10.245
medium_variant,904,2025,male,10.536
medium_variant,904,2026,male,10.852
medium_variant,904,2027,male,11.163
medium_variant,904,2028,male,11.478
medium_variant,904,2029,male,11.81
medium_variant,904,2030,male,12.166
medium_variant,904,2031,male,12.557
medium_variant,904,2032,male,12.96
medium_variant,904,2033,male,13.37
medium_variant,904,2034,male,13.784
medium_variant,904,2035,male,14.199
medium_variant,904,2036,male,14.624
medium_variant,904,2037,male,15.04
medium_variant,904,2038,male,15.455
medium_variant,904,2039,male,15.877
medium_variant,904,2040,male,16.315
medium_variant,904,2041,male,16.766
medium_variant,904,2042,male,17.218
medium_variant,904,2043,male,17.678
medium_variant,904,2044,male,18.152
medium_variant,904,2045,male,18.649
medium_variant,904,2046,male,19.166
medium_variant,904,2047,male,19.687
medium_variant,904,2048,male,20.218
medium_variant,904,2049,male,20.767
medium_variant,904,2050,male,21.343
