variant,continent,year,gender,oldagedependencyratio2564
estimates,935,1950,male,4.432
estimates,935,1951,male,4.488
estimates,935,1952,male,4.493
estimates,935,1953,male,4.444
estimates,935,1954,male,4.346
estimates,935,1955,male,4.203
estimates,935,1956,male,4.27
estimates,935,1957,male,4.289
estimates,935,1958,male,4.257
estimates,935,1959,male,4.17
estimates,935,1960,male,4.029
estimates,935,1961,male,4.12
estimates,935,1962,male,4.163
estimates,935,1963,male,4.161
estimates,935,1964,male,4.118
estimates,935,1965,male,4.038
estimates,935,1966,male,4.179
estimates,935,1967,male,4.295
estimates,935,1968,male,4.385
estimates,935,1969,male,4.45
estimates,935,1970,male,4.487
estimates,935,1971,male,4.636
estimates,935,1972,male,4.756
estimates,935,1973,male,4.845
estimates,935,1974,male,4.901
estimates,935,1975,male,4.925
estimates,935,1976,male,5.041
estimates,935,1977,male,5.119
estimates,935,1978,male,5.169
estimates,935,1979,male,5.202
estimates,935,1980,male,5.227
estimates,935,1981,male,5.352
estimates,935,1982,male,5.457
estimates,935,1983,male,5.539
estimates,935,1984,male,5.593
estimates,935,1985,male,5.62
estimates,935,1986,male,5.732
estimates,935,1987,male,5.814
estimates,935,1988,male,5.867
estimates,935,1989,male,5.891
estimates,935,1990,male,5.89
estimates,935,1991,male,5.969
estimates,935,1992,male,6.014
estimates,935,1993,male,6.037
estimates,935,1994,male,6.048
estimates,935,1995,male,6.059
estimates,935,1996,male,6.166
estimates,935,1997,male,6.256
estimates,935,1998,male,6.33
estimates,935,1999,male,6.393
estimates,935,2000,male,6.449
estimates,935,2001,male,6.603
estimates,935,2002,male,6.741
estimates,935,2003,male,6.862
estimates,935,2004,male,6.965
estimates,935,2005,male,7.048
estimates,935,2006,male,7.201
estimates,935,2007,male,7.329
estimates,935,2008,male,7.428
estimates,935,2009,male,7.492
estimates,935,2010,male,7.523
estimates,935,2011,male,7.612
estimates,935,2012,male,7.667
estimates,935,2013,male,7.702
estimates,935,2014,male,7.734
estimates,935,2015,male,7.775
medium_variant,935,2015,male,7.775
medium_variant,935,2016,male,7.905
medium_variant,935,2017,male,8.028
medium_variant,935,2018,male,8.16
medium_variant,935,2019,male,8.325
medium_variant,935,2020,male,8.536
medium_variant,935,2021,male,8.87
medium_variant,935,2022,male,9.23
medium_variant,935,2023,male,9.595
medium_variant,935,2024,male,9.934
medium_variant,935,2025,male,10.233
medium_variant,935,2026,male,10.575
medium_variant,935,2027,male,10.872
medium_variant,935,2028,male,11.145
medium_variant,935,2029,male,11.422
medium_variant,935,2030,male,11.72
medium_variant,935,2031,male,12.109
medium_variant,935,2032,male,12.494
medium_variant,935,2033,male,12.881
medium_variant,935,2034,male,13.277
medium_variant,935,2035,male,13.686
medium_variant,935,2036,male,14.184
medium_variant,935,2037,male,14.675
medium_variant,935,2038,male,15.155
medium_variant,935,2039,male,15.616
medium_variant,935,2040,male,16.054
medium_variant,935,2041,male,16.554
medium_variant,935,2042,male,17.019
medium_variant,935,2043,male,17.443
medium_variant,935,2044,male,17.811
medium_variant,935,2045,male,18.117
medium_variant,935,2046,male,18.461
medium_variant,935,2047,male,18.732
medium_variant,935,2048,male,18.958
medium_variant,935,2049,male,19.173
medium_variant,935,2050,male,19.402
medium_variant,935,2051,male,19.744
medium_variant,935,2052,male,20.067
medium_variant,935,2053,male,20.396
medium_variant,935,2054,male,20.763
medium_variant,935,2055,male,21.186
medium_variant,935,2056,male,21.769
medium_variant,935,2057,male,22.383
medium_variant,935,2058,male,22.998
medium_variant,935,2059,male,23.569
medium_variant,935,2060,male,24.073
medium_variant,935,2061,male,24.622
medium_variant,935,2062,male,25.082
medium_variant,935,2063,male,25.465
medium_variant,935,2064,male,25.792
medium_variant,935,2065,male,26.079
medium_variant,935,2066,male,26.422
medium_variant,935,2067,male,26.692
medium_variant,935,2068,male,26.909
medium_variant,935,2069,male,27.101
medium_variant,935,2070,male,27.29
medium_variant,935,2071,male,27.559
medium_variant,935,2072,male,27.794
medium_variant,935,2073,male,28.013
medium_variant,935,2074,male,28.232
