global,year,variant,freq,age5yearinterval,noofbirthbymother
900,2080,instant_replacement,5yearly,30_34,191295.595
900,2080,low_variant,5yearly,30_34,98849.913
900,2080,medium_variant,5yearly,30_34,192524.453
900,2080,momentum,5yearly,30_34,196647.139
900,2080,no_change,5yearly,30_34,352897.401
900,2080,zero_migration,5yearly,30_34,191738.305
900,2080,constant_fertility,5yearly,35_39,239940.294
900,2080,constant_mortality,5yearly,35_39,87150.429
900,2080,high_variant,5yearly,35_39,160379.149
900,2080,instant_replacement,5yearly,35_39,91617.0
900,2080,low_variant,5yearly,35_39,54604.218
900,2080,medium_variant,5yearly,35_39,98619.066
900,2080,momentum,5yearly,35_39,92949.256
900,2080,no_change,5yearly,35_39,200165.018
900,2080,zero_migration,5yearly,35_39,97771.535
900,2080,constant_fertility,5yearly,40_44,91591.1160000001
900,2080,constant_mortality,5yearly,40_44,19172.897
900,2080,high_variant,5yearly,40_44,33924.937
900,2080,instant_replacement,5yearly,40_44,19248.81
900,2080,low_variant,5yearly,40_44,12901.201
900,2080,medium_variant,5yearly,40_44,21949.625
900,2080,momentum,5yearly,40_44,19350.645
900,2080,no_change,5yearly,40_44,75578.377
900,2080,zero_migration,5yearly,40_44,21755.128
900,2080,constant_fertility,5yearly,45_49,25348.538
900,2080,constant_mortality,5yearly,45_49,2590.873
900,2080,high_variant,5yearly,45_49,4522.498
900,2080,instant_replacement,5yearly,45_49,2188.658
900,2080,low_variant,5yearly,45_49,1975.707
900,2080,medium_variant,5yearly,45_49,3110.643
900,2080,momentum,5yearly,45_49,2242.714
900,2080,no_change,5yearly,45_49,20604.948
900,2080,zero_migration,5yearly,45_49,3137.899
900,2085,constant_fertility,5yearly,"Region, subregion, country or area *",WORLD
900,2085,constant_mortality,5yearly,"Region, subregion, country or area *",WORLD
900,2085,high_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2085,instant_replacement,5yearly,"Region, subregion, country or area *",WORLD
900,2085,low_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2085,medium_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2085,momentum,5yearly,"Region, subregion, country or area *",WORLD
900,2085,no_change,5yearly,"Region, subregion, country or area *",WORLD
900,2085,zero_migration,5yearly,"Region, subregion, country or area *",WORLD
900,2085,constant_fertility,5yearly,15_19,377756.078
900,2085,constant_mortality,5yearly,15_19,23712.305
900,2085,high_variant,5yearly,15_19,53838.935
900,2085,instant_replacement,5yearly,15_19,19513.35
900,2085,low_variant,5yearly,15_19,13895.348
900,2085,medium_variant,5yearly,15_19,29072.25
900,2085,momentum,5yearly,15_19,21339.074
900,2085,no_change,5yearly,15_19,292082.569
900,2085,zero_migration,5yearly,15_19,29371.654
900,2085,constant_fertility,5yearly,20_24,761318.66
900,2085,constant_mortality,5yearly,20_24,103167.847
900,2085,high_variant,5yearly,20_24,227696.18
900,2085,instant_replacement,5yearly,20_24,102723.569
900,2085,low_variant,5yearly,20_24,58024.981
900,2085,medium_variant,5yearly,20_24,122646.656
900,2085,momentum,5yearly,20_24,110600.056
900,2085,no_change,5yearly,20_24,612883.022
900,2085,zero_migration,5yearly,20_24,123878.877
900,2085,constant_fertility,5yearly,25_29,694029.191
900,2085,constant_mortality,5yearly,25_29,177117.627
900,2085,high_variant,5yearly,25_29,377344.095
900,2085,instant_replacement,5yearly,25_29,192636.112
900,2085,low_variant,5yearly,25_29,97571.819
900,2085,medium_variant,5yearly,25_29,205143.023
900,2085,momentum,5yearly,25_29,202640.115
900,2085,no_change,5yearly,25_29,565498.32
900,2085,zero_migration,5yearly,25_29,205924.305
900,2085,constant_fertility,5yearly,30_34,479897.965
900,2085,constant_mortality,5yearly,30_34,170752.339
900,2085,high_variant,5yearly,30_34,349805.148
900,2085,instant_replacement,5yearly,30_34,195068.978
900,2085,low_variant,5yearly,30_34,94269.112
900,2085,medium_variant,5yearly,30_34,194026.175
900,2085,momentum,5yearly,30_34,200843.872
900,2085,no_change,5yearly,30_34,392217.945
900,2085,zero_migration,5yearly,30_34,193261.153
900,2085,constant_fertility,5yearly,35_39,275916.001
900,2085,constant_mortality,5yearly,35_39,86470.127
900,2085,high_variant,5yearly,35_39,169555.445
900,2085,instant_replacement,5yearly,35_39,93565.803
900,2085,low_variant,5yearly,35_39,51978.183
900,2085,medium_variant,5yearly,35_39,99388.514
900,2085,momentum,5yearly,35_39,94972.9900000001
900,2085,no_change,5yearly,35_39,224034.426
900,2085,zero_migration,5yearly,35_39,98549.2199999999
900,2085,constant_fertility,5yearly,40_44,105995.188
900,2085,constant_mortality,5yearly,40_44,18632.37
900,2085,high_variant,5yearly,40_44,34930.158
900,2085,instant_replacement,5yearly,40_44,19072.726
900,2085,low_variant,5yearly,40_44,12146.844
900,2085,medium_variant,5yearly,40_44,21673.603
900,2085,momentum,5yearly,40_44,19145.035
900,2085,no_change,5yearly,40_44,85104.025
900,2085,zero_migration,5yearly,40_44,21471.963
900,2085,constant_fertility,5yearly,45_49,29379.76
900,2085,constant_mortality,5yearly,45_49,2353.895
900,2085,high_variant,5yearly,45_49,4321.242
900,2085,instant_replacement,5yearly,45_49,2001.728
900,2085,low_variant,5yearly,45_49,1767.406
900,2085,medium_variant,5yearly,45_49,2883.385
900,2085,momentum,5yearly,45_49,2042.576
900,2085,no_change,5yearly,45_49,23227.346
900,2085,zero_migration,5yearly,45_49,2905.457
900,2090,constant_fertility,5yearly,"Region, subregion, country or area *",WORLD
900,2090,constant_mortality,5yearly,"Region, subregion, country or area *",WORLD
900,2090,high_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2090,instant_replacement,5yearly,"Region, subregion, country or area *",WORLD
900,2090,low_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2090,medium_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2090,momentum,5yearly,"Region, subregion, country or area *",WORLD
900,2090,no_change,5yearly,"Region, subregion, country or area *",WORLD
900,2090,zero_migration,5yearly,"Region, subregion, country or area *",WORLD
900,2090,constant_fertility,5yearly,15_19,442408.906
900,2090,constant_mortality,5yearly,15_19,21532.99
900,2090,high_variant,5yearly,15_19,51910.185
900,2090,instant_replacement,5yearly,15_19,18488.158
900,2090,low_variant,5yearly,15_19,12184.129
900,2090,medium_variant,5yearly,15_19,26864.965
900,2090,momentum,5yearly,15_19,20206.321
900,2090,no_change,5yearly,15_19,332145.436
900,2090,zero_migration,5yearly,15_19,27132.707
900,2090,constant_fertility,5yearly,20_24,874493.893
900,2090,constant_mortality,5yearly,20_24,96622.078
900,2090,high_variant,5yearly,20_24,224935.26
900,2090,instant_replacement,5yearly,20_24,98708.857
900,2090,low_variant,5yearly,20_24,52893.434
900,2090,medium_variant,5yearly,20_24,116855.36
900,2090,momentum,5yearly,20_24,106286.247
900,2090,no_change,5yearly,20_24,684662.176
900,2090,zero_migration,5yearly,20_24,117974.165
900,2090,constant_fertility,5yearly,25_29,794319.836
900,2090,constant_mortality,5yearly,25_29,172178.655
900,2090,high_variant,5yearly,25_29,384553.657
900,2090,instant_replacement,5yearly,25_29,191879.933
900,2090,low_variant,5yearly,25_29,92512.656
900,2090,medium_variant,5yearly,25_29,202584.832
900,2090,momentum,5yearly,25_29,202063.13
900,2090,no_change,5yearly,25_29,629759.331
900,2090,zero_migration,5yearly,25_29,203319.798
900,2090,constant_fertility,5yearly,30_34,550192.64
900,2090,constant_mortality,5yearly,30_34,169291.119
900,2090,high_variant,5yearly,30_34,364280.331
900,2090,instant_replacement,5yearly,30_34,198018.298
900,2090,low_variant,5yearly,30_34,90626.309
900,2090,medium_variant,5yearly,30_34,195298.339
900,2090,momentum,5yearly,30_34,204233.916
900,2090,no_change,5yearly,30_34,437525.821
900,2090,zero_migration,5yearly,30_34,194552.639
900,2090,constant_fertility,5yearly,35_39,318290.834
900,2090,constant_mortality,5yearly,35_39,85297.564
900,2090,high_variant,5yearly,35_39,177435.337
900,2090,instant_replacement,5yearly,35_39,95069.5109999999
900,2090,low_variant,5yearly,35_39,49268.206
900,2090,medium_variant,5yearly,35_39,99601.197
900,2090,momentum,5yearly,35_39,96591.272
900,2090,no_change,5yearly,35_39,251313.425
900,2090,zero_migration,5yearly,35_39,98756.284
900,2090,constant_fertility,5yearly,40_44,123101.89
900,2090,constant_mortality,5yearly,40_44,18006.067
900,2090,high_variant,5yearly,40_44,35959.624
900,2090,instant_replacement,5yearly,40_44,18976.102
900,2090,low_variant,5yearly,40_44,11278.946
900,2090,medium_variant,5yearly,40_44,21286.284
900,2090,momentum,5yearly,40_44,19030.453
900,2090,no_change,5yearly,40_44,96063.962
900,2090,zero_migration,5yearly,40_44,21074.837
900,2090,constant_fertility,5yearly,45_49,34268.399
900,2090,constant_mortality,5yearly,45_49,2119.047
900,2090,high_variant,5yearly,45_49,4130.148
900,2090,instant_replacement,5yearly,45_49,1816.701
900,2090,low_variant,5yearly,45_49,1549.484
900,2090,medium_variant,5yearly,45_49,2647.833
900,2090,momentum,5yearly,45_49,1846.936
900,2090,no_change,5yearly,45_49,26312.112
900,2090,zero_migration,5yearly,45_49,2665.083
900,2095,constant_fertility,5yearly,"Region, subregion, country or area *",WORLD
900,2095,constant_mortality,5yearly,"Region, subregion, country or area *",WORLD
900,2095,high_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2095,instant_replacement,5yearly,"Region, subregion, country or area *",WORLD
900,2095,low_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2095,medium_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2095,momentum,5yearly,"Region, subregion, country or area *",WORLD
900,2095,no_change,5yearly,"Region, subregion, country or area *",WORLD
900,2095,zero_migration,5yearly,"Region, subregion, country or area *",WORLD
900,2095,constant_fertility,5yearly,15_19,519783.111
900,2095,constant_mortality,5yearly,15_19,19505.375
900,2095,high_variant,5yearly,15_19,50007.627
900,2095,instant_replacement,5yearly,15_19,17598.141
900,2095,low_variant,5yearly,15_19,10609.92
900,2095,medium_variant,5yearly,15_19,24747.653
900,2095,momentum,5yearly,15_19,19221.02
900,2095,no_change,5yearly,15_19,378653.314
900,2095,zero_migration,5yearly,15_19,24984.375
900,2095,constant_fertility,5yearly,20_24,1009264.054
900,2095,constant_mortality,5yearly,20_24,90293.7989999999
900,2095,high_variant,5yearly,20_24,222677.254
900,2095,instant_replacement,5yearly,20_24,94926.509
900,2095,low_variant,5yearly,20_24,47841.209
900,2095,medium_variant,5yearly,20_24,111068.911
900,2095,momentum,5yearly,20_24,102192.709
900,2095,no_change,5yearly,20_24,767663.981
900,2095,zero_migration,5yearly,20_24,112079.291
900,2095,constant_fertility,5yearly,25_29,914014.306
900,2095,constant_mortality,5yearly,25_29,167390.266
900,2095,high_variant,5yearly,25_29,393362.42
900,2095,instant_replacement,5yearly,25_29,191182.674
900,2095,low_variant,5yearly,25_29,87496.3930000001
900,2095,medium_variant,5yearly,25_29,200054.196
900,2095,momentum,5yearly,25_29,201445.261
900,2095,no_change,5yearly,25_29,704297.234
900,2095,zero_migration,5yearly,25_29,200761.687
900,2095,constant_fertility,5yearly,30_34,633983.881
900,2095,constant_mortality,5yearly,30_34,168037.864
900,2095,high_variant,5yearly,30_34,378542.971
900,2095,instant_replacement,5yearly,30_34,200864.941
900,2095,low_variant,5yearly,30_34,87758.145
900,2095,medium_variant,5yearly,30_34,196817.938
900,2095,momentum,5yearly,30_34,207486.094
900,2095,no_change,5yearly,30_34,490071.496
900,2095,zero_migration,5yearly,30_34,196122.271
900,2095,constant_fertility,5yearly,35_39,368478.55
900,2095,constant_mortality,5yearly,35_39,84030.758
900,2095,high_variant,5yearly,35_39,183906.752
900,2095,instant_replacement,5yearly,35_39,96284.2540000001
900,2095,low_variant,5yearly,35_39,47002.224
900,2095,medium_variant,5yearly,35_39,99658.148
900,2095,momentum,5yearly,35_39,97936.386
900,2095,no_change,5yearly,35_39,282712.971
900,2095,zero_migration,5yearly,35_39,98811.885
900,2095,constant_fertility,5yearly,40_44,143299.296
900,2095,constant_mortality,5yearly,40_44,17340.577
900,2095,high_variant,5yearly,40_44,36743.646
900,2095,instant_replacement,5yearly,40_44,18878.561
900,2095,low_variant,5yearly,40_44,10440.875
900,2095,medium_variant,5yearly,40_44,20828.152
900,2095,momentum,5yearly,40_44,18921.414
900,2095,no_change,5yearly,40_44,108610.225
900,2095,zero_migration,5yearly,40_44,20603.761
900,2095,constant_fertility,5yearly,45_49,40100.852
900,2095,constant_mortality,5yearly,45_49,1896.851
900,2095,high_variant,5yearly,45_49,3937.723
900,2095,instant_replacement,5yearly,45_49,1667.849
900,2095,low_variant,5yearly,45_49,1341.196
900,2095,medium_variant,5yearly,45_49,2415.973
900,2095,momentum,5yearly,45_49,1690.535
900,2095,no_change,5yearly,45_49,29876.628
900,2095,zero_migration,5yearly,45_49,2428.506
