global,year,variant,freq,age5yearinterval,noofbirthbymother
900,2045,instant_replacement,5yearly,"Region, subregion, country or area *",WORLD
900,2045,low_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2045,medium_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2045,momentum,5yearly,"Region, subregion, country or area *",WORLD
900,2045,no_change,5yearly,"Region, subregion, country or area *",WORLD
900,2045,zero_migration,5yearly,"Region, subregion, country or area *",WORLD
900,2045,constant_fertility,5yearly,15_19,125555.744
900,2045,constant_mortality,5yearly,15_19,45703.279
900,2045,high_variant,5yearly,15_19,67580.805
900,2045,instant_replacement,5yearly,15_19,31508.514
900,2045,low_variant,5yearly,15_19,32794.283
900,2045,medium_variant,5yearly,15_19,48516.86
900,2045,momentum,5yearly,15_19,33773.529
900,2045,no_change,5yearly,15_19,117945.527
900,2045,zero_migration,5yearly,15_19,48965.828
900,2045,constant_fertility,5yearly,20_24,312798.387
900,2045,constant_mortality,5yearly,20_24,161945.964
900,2045,high_variant,5yearly,20_24,240716.527
900,2045,instant_replacement,5yearly,20_24,138280.588
900,2045,low_variant,5yearly,20_24,110932.6
900,2045,medium_variant,5yearly,20_24,169244.75
900,2045,momentum,5yearly,20_24,146080.413
900,2045,no_change,5yearly,20_24,298863.172
900,2045,zero_migration,5yearly,20_24,170857.887
900,2045,constant_fertility,5yearly,25_29,294524.055
900,2045,constant_mortality,5yearly,25_29,205801.855
900,2045,high_variant,5yearly,25_29,294637.645
900,2045,instant_replacement,5yearly,25_29,187704.115
900,2045,low_variant,5yearly,25_29,144736.561
900,2045,medium_variant,5yearly,25_29,212988.016
900,2045,momentum,5yearly,25_29,194154.536
900,2045,no_change,5yearly,25_29,283337.681
900,2045,zero_migration,5yearly,25_29,213607.381
900,2045,constant_fertility,5yearly,30_34,196263.621
900,2045,constant_mortality,5yearly,30_34,165673.574
900,2045,high_variant,5yearly,30_34,220602.695
900,2045,instant_replacement,5yearly,30_34,163651.663
900,2045,low_variant,5yearly,30_34,124005.963
900,2045,medium_variant,5yearly,30_34,170074.312
900,2045,momentum,5yearly,30_34,166628.875
900,2045,no_change,5yearly,30_34,189624.018
900,2045,zero_migration,5yearly,30_34,169224.672
900,2045,constant_fertility,5yearly,35_39,105743.913
900,2045,constant_mortality,5yearly,35_39,83971.827
900,2045,high_variant,5yearly,35_39,106213.154
900,2045,instant_replacement,5yearly,35_39,83308.434
900,2045,low_variant,5yearly,35_39,66799.045
900,2045,medium_variant,5yearly,35_39,86439.709
900,2045,momentum,5yearly,35_39,84626.895
900,2045,no_change,5yearly,35_39,101948.696
900,2045,zero_migration,5yearly,35_39,85812.129
900,2045,constant_fertility,5yearly,40_44,38556.551
900,2045,constant_mortality,5yearly,40_44,22472.312
900,2045,high_variant,5yearly,40_44,28485.393
900,2045,instant_replacement,5yearly,40_44,22036.161
900,2045,low_variant,5yearly,40_44,18085.055
900,2045,medium_variant,5yearly,40_44,23273.977
900,2045,momentum,5yearly,40_44,22470.516
900,2045,no_change,5yearly,40_44,36834.046
900,2045,zero_migration,5yearly,40_44,23221.225
900,2045,constant_fertility,5yearly,45_49,10242.574
900,2045,constant_mortality,5yearly,45_49,3976.77
900,2045,high_variant,5yearly,45_49,5027.999
900,2045,instant_replacement,5yearly,45_49,3576.525
900,2045,low_variant,5yearly,45_49,3355.75
900,2045,medium_variant,5yearly,45_49,4196.028
900,2045,momentum,5yearly,45_49,3736.036
900,2045,no_change,5yearly,45_49,9680.025
900,2045,zero_migration,5yearly,45_49,4248.151
900,2050,constant_fertility,5yearly,"Region, subregion, country or area *",WORLD
900,2050,constant_mortality,5yearly,"Region, subregion, country or area *",WORLD
900,2050,high_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2050,instant_replacement,5yearly,"Region, subregion, country or area *",WORLD
900,2050,low_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2050,medium_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2050,momentum,5yearly,"Region, subregion, country or area *",WORLD
900,2050,no_change,5yearly,"Region, subregion, country or area *",WORLD
900,2050,zero_migration,5yearly,"Region, subregion, country or area *",WORLD
900,2050,constant_fertility,5yearly,15_19,140889.516
900,2050,constant_mortality,5yearly,15_19,42833.578
900,2050,high_variant,5yearly,15_19,65563.33
900,2050,instant_replacement,5yearly,15_19,30105.624
900,2050,low_variant,5yearly,15_19,30503.281
900,2050,medium_variant,5yearly,15_19,46183.663
900,2050,momentum,5yearly,15_19,32437.706
900,2050,no_change,5yearly,15_19,129976.121
900,2050,zero_migration,5yearly,15_19,46625.493
900,2050,constant_fertility,5yearly,20_24,340284.358
900,2050,constant_mortality,5yearly,20_24,154160.866
900,2050,high_variant,5yearly,20_24,237748.086
900,2050,instant_replacement,5yearly,20_24,135589.828
900,2050,low_variant,5yearly,20_24,103530.973
900,2050,medium_variant,5yearly,20_24,163233.395
900,2050,momentum,5yearly,20_24,144048.375
900,2050,no_change,5yearly,20_24,320363.682
900,2050,zero_migration,5yearly,20_24,164887.011
900,2050,constant_fertility,5yearly,25_29,319423.555
900,2050,constant_mortality,5yearly,25_29,202070.672
900,2050,high_variant,5yearly,25_29,307120.741
900,2050,instant_replacement,5yearly,25_29,189674.809
900,2050,low_variant,5yearly,25_29,135077.939
900,2050,medium_variant,5yearly,25_29,211687.705
900,2050,momentum,5yearly,25_29,197216.151
900,2050,no_change,5yearly,25_29,302689.12
900,2050,zero_migration,5yearly,25_29,212441.396
900,2050,constant_fertility,5yearly,30_34,216053.44
900,2050,constant_mortality,5yearly,30_34,166647.554
900,2050,high_variant,5yearly,30_34,242486.082
900,2050,instant_replacement,5yearly,30_34,163606.72
900,2050,low_variant,5yearly,30_34,115315.405
900,2050,medium_variant,5yearly,30_34,173058.425
900,2050,momentum,5yearly,30_34,166414.447
900,2050,no_change,5yearly,30_34,205348.294
900,2050,zero_migration,5yearly,30_34,172128.021
900,2050,constant_fertility,5yearly,35_39,116693.518
900,2050,constant_mortality,5yearly,35_39,86076.008
900,2050,high_variant,5yearly,35_39,115701.252
900,2050,instant_replacement,5yearly,35_39,83527.661
900,2050,low_variant,5yearly,35_39,65704.305
900,2050,medium_variant,5yearly,35_39,89556.185
900,2050,momentum,5yearly,35_39,84529.963
900,2050,no_change,5yearly,35_39,110834.27
900,2050,zero_migration,5yearly,35_39,88832.6710000001
900,2050,constant_fertility,5yearly,40_44,42456.448
900,2050,constant_mortality,5yearly,40_44,22863.114
900,2050,high_variant,5yearly,40_44,29309.879
900,2050,instant_replacement,5yearly,40_44,22904.764
900,2050,low_variant,5yearly,40_44,18459.407
900,2050,medium_variant,5yearly,40_44,23872.964
900,2050,momentum,5yearly,40_44,23293.5
900,2050,no_change,5yearly,40_44,40090.96
900,2050,zero_migration,5yearly,40_44,23792.595
900,2050,constant_fertility,5yearly,45_49,11447.22
900,2050,constant_mortality,5yearly,45_49,3885.429
900,2050,high_variant,5yearly,45_49,4991.385
900,2050,instant_replacement,5yearly,45_49,3602.119
900,2050,low_variant,5yearly,45_49,3299.94
900,2050,medium_variant,5yearly,45_49,4149.42
900,2050,momentum,5yearly,45_49,3752.181
900,2050,no_change,5yearly,45_49,10677.456
900,2050,zero_migration,5yearly,45_49,4199.195
900,2055,constant_fertility,5yearly,"Region, subregion, country or area *",WORLD
900,2055,constant_mortality,5yearly,"Region, subregion, country or area *",WORLD
900,2055,high_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2055,instant_replacement,5yearly,"Region, subregion, country or area *",WORLD
900,2055,low_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2055,medium_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2055,momentum,5yearly,"Region, subregion, country or area *",WORLD
900,2055,no_change,5yearly,"Region, subregion, country or area *",WORLD
900,2055,zero_migration,5yearly,"Region, subregion, country or area *",WORLD
900,2055,constant_fertility,5yearly,15_19,159592.276
900,2055,constant_mortality,5yearly,15_19,39934.96
900,2055,high_variant,5yearly,15_19,64168.413
900,2055,instant_replacement,5yearly,15_19,28087.423
900,2055,low_variant,5yearly,15_19,27902.591
900,2055,medium_variant,5yearly,15_19,43796.072
900,2055,momentum,5yearly,15_19,30355.465
900,2055,no_change,5yearly,15_19,144215.186
900,2055,zero_migration,5yearly,15_19,44228.342
900,2055,constant_fertility,5yearly,20_24,373436.234
900,2055,constant_mortality,5yearly,20_24,146929.912
900,2055,high_variant,5yearly,20_24,233646.081
900,2055,instant_replacement,5yearly,20_24,131514.653
900,2055,low_variant,5yearly,20_24,98031.348
900,2055,medium_variant,5yearly,20_24,157749.209
900,2055,momentum,5yearly,20_24,140192.814
900,2055,no_change,5yearly,20_24,345840.727
900,2055,zero_migration,5yearly,20_24,159364.689
900,2055,constant_fertility,5yearly,25_29,348483.141
900,2055,constant_mortality,5yearly,25_29,198977.945
900,2055,high_variant,5yearly,25_29,313513.079
900,2055,instant_replacement,5yearly,25_29,191804.237
900,2055,low_variant,5yearly,25_29,130092.566
900,2055,medium_variant,5yearly,25_29,210994.729
900,2055,momentum,5yearly,25_29,200183.334
900,2055,no_change,5yearly,25_29,325044.713
900,2055,zero_migration,5yearly,25_29,211761.065
900,2055,constant_fertility,5yearly,30_34,237282.507
900,2055,constant_mortality,5yearly,30_34,166801.134
900,2055,high_variant,5yearly,30_34,257715.426
900,2055,instant_replacement,5yearly,30_34,167745.814
900,2055,low_variant,5yearly,30_34,109342.297
900,2055,medium_variant,5yearly,30_34,175206.753
900,2055,momentum,5yearly,30_34,171192.207
900,2055,no_change,5yearly,30_34,221738.099
900,2055,zero_migration,5yearly,30_34,174267.348
900,2055,constant_fertility,5yearly,35_39,130691.846
900,2055,constant_mortality,5yearly,35_39,86196.311
900,2055,high_variant,5yearly,35_39,126522.665
900,2055,instant_replacement,5yearly,35_39,81959.734
900,2055,low_variant,5yearly,35_39,61226.886
900,2055,medium_variant,5yearly,35_39,90926.593
900,2055,momentum,5yearly,35_39,82701.256
900,2055,no_change,5yearly,35_39,121763.953
900,2055,zero_migration,5yearly,35_39,90130.875
900,2055,constant_fertility,5yearly,40_44,47545.731
900,2055,constant_mortality,5yearly,40_44,22573.621
900,2055,high_variant,5yearly,40_44,30777.95
900,2055,instant_replacement,5yearly,40_44,21873.109
900,2055,low_variant,5yearly,40_44,17547.507
900,2055,medium_variant,5yearly,40_44,23871.025
900,2055,momentum,5yearly,40_44,22131.198
900,2055,no_change,5yearly,40_44,44089.537
900,2055,zero_migration,5yearly,40_44,23762.4
900,2055,constant_fertility,5yearly,45_49,12701.222
900,2055,constant_mortality,5yearly,45_49,3768.133
900,2055,high_variant,5yearly,45_49,4925.696
900,2055,instant_replacement,5yearly,45_49,3612.795
900,2055,low_variant,5yearly,45_49,3223.078
900,2055,medium_variant,5yearly,45_49,4078.002
900,2055,momentum,5yearly,45_49,3737.032
900,2055,no_change,5yearly,45_49,11674.772
900,2055,zero_migration,5yearly,45_49,4121.072
900,2060,constant_fertility,5yearly,"Region, subregion, country or area *",WORLD
900,2060,constant_mortality,5yearly,"Region, subregion, country or area *",WORLD
900,2060,high_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2060,instant_replacement,5yearly,"Region, subregion, country or area *",WORLD
900,2060,low_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2060,medium_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2060,momentum,5yearly,"Region, subregion, country or area *",WORLD
900,2060,no_change,5yearly,"Region, subregion, country or area *",WORLD
900,2060,zero_migration,5yearly,"Region, subregion, country or area *",WORLD
900,2060,constant_fertility,5yearly,15_19,182219.168
900,2060,constant_mortality,5yearly,15_19,37011.136
900,2060,high_variant,5yearly,15_19,63089.12
900,2060,instant_replacement,5yearly,15_19,26005.693
900,2060,low_variant,5yearly,15_19,25138.419
900,2060,medium_variant,5yearly,15_19,41335.991
900,2060,momentum,5yearly,15_19,28175.53
900,2060,no_change,5yearly,15_19,160929.461
900,2060,zero_migration,5yearly,15_19,41762.462
900,2060,constant_fertility,5yearly,20_24,414033.615
900,2060,constant_mortality,5yearly,20_24,139972.285
900,2060,high_variant,5yearly,20_24,233281.724
900,2060,instant_replacement,5yearly,20_24,125872.61
900,2060,low_variant,5yearly,20_24,91554.28
900,2060,medium_variant,5yearly,20_24,152592.693
900,2060,momentum,5yearly,20_24,134429.638
900,2060,no_change,5yearly,20_24,376217.168
900,2060,zero_migration,5yearly,20_24,154177.121
900,2060,constant_fertility,5yearly,25_29,383712.902
900,2060,constant_mortality,5yearly,25_29,196793.341
900,2060,high_variant,5yearly,25_29,318945.433
900,2060,instant_replacement,5yearly,25_29,193208.034
900,2060,low_variant,5yearly,25_29,127775.075
900,2060,medium_variant,5yearly,25_29,211327.616
900,2060,momentum,5yearly,25_29,202083.746
900,2060,no_change,5yearly,25_29,351724.702
900,2060,zero_migration,5yearly,25_29,212089.013
900,2060,constant_fertility,5yearly,30_34,261719.948
900,2060,constant_mortality,5yearly,30_34,167643.074
900,2060,high_variant,5yearly,30_34,268224.813
900,2060,instant_replacement,5yearly,30_34,172412.441
900,2060,low_variant,5yearly,30_34,107373.003
900,2060,medium_variant,5yearly,30_34,178110.092
900,2060,momentum,5yearly,30_34,176418.295
900,2060,no_change,5yearly,30_34,240298.753
900,2060,zero_migration,5yearly,30_34,177123.304
900,2060,constant_fertility,5yearly,35_39,145960.935
900,2060,constant_mortality,5yearly,35_39,86057.773
900,2060,high_variant,5yearly,35_39,134156.02
900,2060,instant_replacement,5yearly,35_39,83803.13
900,2060,low_variant,5yearly,35_39,58263.988
900,2060,medium_variant,5yearly,35_39,92038.189
900,2060,momentum,5yearly,35_39,84756.441
900,2060,no_change,5yearly,35_39,133354.811
900,2060,zero_migration,5yearly,35_39,91208.244
900,2060,constant_fertility,5yearly,40_44,54179.837
900,2060,constant_mortality,5yearly,40_44,21753.239
900,2060,high_variant,5yearly,40_44,32374.536
900,2060,instant_replacement,5yearly,40_44,20307.705
900,2060,low_variant,5yearly,40_44,15836.729
900,2060,medium_variant,5yearly,40_44,23380.08
900,2060,momentum,5yearly,40_44,20471.719
900,2060,no_change,5yearly,40_44,49129.586
900,2060,zero_migration,5yearly,40_44,23252.358
900,2060,constant_fertility,5yearly,45_49,14397.485
900,2060,constant_mortality,5yearly,45_49,3573.477
900,2060,high_variant,5yearly,45_49,4957.70600000001
900,2060,instant_replacement,5yearly,45_49,2997.132
900,2060,low_variant,5yearly,45_49,2984.722
900,2060,medium_variant,5yearly,45_49,3940.769
900,2060,momentum,5yearly,45_49,3090.056
900,2060,no_change,5yearly,45_49,12953.569
900,2060,zero_migration,5yearly,45_49,3980.402
900,2065,constant_fertility,5yearly,"Region, subregion, country or area *",WORLD
900,2065,constant_mortality,5yearly,"Region, subregion, country or area *",WORLD
900,2065,high_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2065,instant_replacement,5yearly,"Region, subregion, country or area *",WORLD
900,2065,low_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2065,medium_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2065,momentum,5yearly,"Region, subregion, country or area *",WORLD
900,2065,no_change,5yearly,"Region, subregion, country or area *",WORLD
900,2065,zero_migration,5yearly,"Region, subregion, country or area *",WORLD
900,2065,constant_fertility,5yearly,15_19,209112.82
900,2065,constant_mortality,5yearly,15_19,34067.02
900,2065,high_variant,5yearly,15_19,61804.798
900,2065,instant_replacement,5yearly,15_19,24240.28
900,2065,low_variant,5yearly,15_19,22400.515
900,2065,medium_variant,5yearly,15_19,38775.511
900,2065,momentum,5yearly,15_19,26340.721
900,2065,no_change,5yearly,15_19,180208.02
900,2065,zero_migration,5yearly,15_19,39192.207
900,2065,constant_fertility,5yearly,20_24,462723.874
900,2065,constant_mortality,5yearly,20_24,132701.673
900,2065,high_variant,5yearly,20_24,234854.283
900,2065,instant_replacement,5yearly,20_24,120081.983
900,2065,low_variant,5yearly,20_24,84068.36
900,2065,medium_variant,5yearly,20_24,147090.782
900,2065,momentum,5yearly,20_24,128445.38
900,2065,no_change,5yearly,20_24,411539.759
900,2065,zero_migration,5yearly,20_24,148658.993
900,2065,constant_fertility,5yearly,25_29,426820.871
900,2065,constant_mortality,5yearly,25_29,194659.614
900,2065,high_variant,5yearly,25_29,329917.087
900,2065,instant_replacement,5yearly,25_29,193333.339
900,2065,low_variant,5yearly,25_29,123722.405
900,2065,medium_variant,5yearly,25_29,211909.278
900,2065,momentum,5yearly,25_29,202402.841
900,2065,no_change,5yearly,25_29,383526.727
900,2065,zero_migration,5yearly,25_29,212704.481
900,2065,constant_fertility,5yearly,30_34,291089.131
900,2065,constant_mortality,5yearly,30_34,169298.828
900,2065,high_variant,5yearly,30_34,278099.764
900,2065,instant_replacement,5yearly,30_34,177133.282
900,2065,low_variant,5yearly,30_34,107694.808
900,2065,medium_variant,5yearly,30_34,181989.104
900,2065,momentum,5yearly,30_34,181572.281
900,2065,no_change,5yearly,30_34,262186.273
900,2065,zero_migration,5yearly,30_34,181001.768
900,2065,constant_fertility,5yearly,35_39,163415.549
900,2065,constant_mortality,5yearly,35_39,86192.04
900,2065,high_variant,5yearly,35_39,139364.426
900,2065,instant_replacement,5yearly,35_39,85898.692
900,2065,low_variant,5yearly,35_39,57228.065
900,2065,medium_variant,5yearly,35_39,93450.462
900,2065,momentum,5yearly,35_39,87034.53
900,2065,no_change,5yearly,35_39,146328.526
900,2065,zero_migration,5yearly,35_39,92575.331
900,2065,constant_fertility,5yearly,40_44,61494.672
900,2065,constant_mortality,5yearly,40_44,20912.598
900,2065,high_variant,5yearly,40_44,33064.812
900,2065,instant_replacement,5yearly,40_44,19921.823
900,2065,low_variant,5yearly,40_44,14597.464
900,2065,medium_variant,5yearly,40_44,22843.73
900,2065,momentum,5yearly,40_44,20092.647
900,2065,no_change,5yearly,40_44,54531.485
900,2065,zero_migration,5yearly,40_44,22699.218
900,2065,constant_fertility,5yearly,45_49,16669.738
900,2065,constant_mortality,5yearly,45_49,3324.781
900,2065,high_variant,5yearly,45_49,5011.08900000001
900,2065,instant_replacement,5yearly,45_49,2425.092
900,2065,low_variant,5yearly,45_49,2654.291
900,2065,medium_variant,5yearly,45_49,3750.264
900,2065,momentum,5yearly,45_49,2501.391
900,2065,no_change,5yearly,45_49,14621.837
900,2065,zero_migration,5yearly,45_49,3789.728
900,2070,constant_fertility,5yearly,"Region, subregion, country or area *",WORLD
900,2070,constant_mortality,5yearly,"Region, subregion, country or area *",WORLD
900,2070,high_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2070,instant_replacement,5yearly,"Region, subregion, country or area *",WORLD
900,2070,low_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2070,medium_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2070,momentum,5yearly,"Region, subregion, country or area *",WORLD
900,2070,no_change,5yearly,"Region, subregion, country or area *",WORLD
900,2070,zero_migration,5yearly,"Region, subregion, country or area *",WORLD
900,2070,constant_fertility,5yearly,15_19,240907.954
900,2070,constant_mortality,5yearly,15_19,31208.327
900,2070,high_variant,5yearly,15_19,60079.158
900,2070,instant_replacement,5yearly,15_19,22837.895
900,2070,low_variant,5yearly,15_19,19891.519
900,2070,medium_variant,5yearly,15_19,36205.506
900,2070,momentum,5yearly,15_19,24892.725
900,2070,no_change,5yearly,15_19,202353.432
900,2070,zero_migration,5yearly,15_19,36601.906
900,2070,constant_fertility,5yearly,20_24,519891.984
900,2070,constant_mortality,5yearly,20_24,125065.587
900,2070,high_variant,5yearly,20_24,235672.724
900,2070,instant_replacement,5yearly,20_24,115090.28
900,2070,low_variant,5yearly,20_24,76407.165
900,2070,medium_variant,5yearly,20_24,141061.991
900,2070,momentum,5yearly,20_24,123337.814
900,2070,no_change,5yearly,20_24,451784.191
900,2070,zero_migration,5yearly,20_24,142594.937
900,2070,constant_fertility,5yearly,25_29,478401.752
900,2070,constant_mortality,5yearly,25_29,191654.594
900,2070,high_variant,5yearly,25_29,344570.905
900,2070,instant_replacement,5yearly,25_29,193276.52
900,2070,low_variant,5yearly,25_29,117595.173
900,2070,medium_variant,5yearly,25_29,211735.476
900,2070,momentum,5yearly,25_29,202451.481
900,2070,no_change,5yearly,25_29,420390.127
900,2070,zero_migration,5yearly,25_29,212578.237
900,2070,constant_fertility,5yearly,30_34,326939.542
900,2070,constant_mortality,5yearly,30_34,171164.609
900,2070,high_variant,5yearly,30_34,293376.41
900,2070,instant_replacement,5yearly,30_34,181671.54
900,2070,low_variant,5yearly,30_34,106567.247
900,2070,medium_variant,5yearly,30_34,186309.74
900,2070,momentum,5yearly,30_34,186401.169
900,2070,no_change,5yearly,30_34,288206.752
900,2070,zero_migration,5yearly,30_34,185389.914
900,2070,constant_fertility,5yearly,35_39,184208.921
900,2070,constant_mortality,5yearly,35_39,86663.403
900,2070,high_variant,5yearly,35_39,144152.055
900,2070,instant_replacement,5yearly,35_39,87915.689
900,2070,low_variant,5yearly,35_39,57249.558
900,2070,medium_variant,5yearly,35_39,95258.3349999999
900,2070,momentum,5yearly,35_39,89163.189
900,2070,no_change,5yearly,35_39,161437.099
900,2070,zero_migration,5yearly,35_39,94367.802
900,2070,constant_fertility,5yearly,40_44,69817.554
900,2070,constant_mortality,5yearly,40_44,20220.959
900,2070,high_variant,5yearly,40_44,33204.141
900,2070,instant_replacement,5yearly,40_44,19702.554
900,2070,low_variant,5yearly,40_44,13893.968
900,2070,medium_variant,5yearly,40_44,22439.924
900,2070,momentum,5yearly,40_44,19864.488
900,2070,no_change,5yearly,40_44,60530.539
900,2070,zero_migration,5yearly,40_44,22272.824
900,2070,constant_fertility,5yearly,45_49,19187.536
900,2070,constant_mortality,5yearly,45_49,3070.777
900,2070,high_variant,5yearly,45_49,4929.848
900,2070,instant_replacement,5yearly,45_49,2386.551
900,2070,low_variant,5yearly,45_49,2377.818
900,2070,medium_variant,5yearly,45_49,3539.479
900,2070,momentum,5yearly,45_49,2460.444
900,2070,no_change,5yearly,45_49,16414.725
900,2070,zero_migration,5yearly,45_49,3577.127
900,2075,constant_fertility,5yearly,"Region, subregion, country or area *",WORLD
900,2075,constant_mortality,5yearly,"Region, subregion, country or area *",WORLD
900,2075,high_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2075,instant_replacement,5yearly,"Region, subregion, country or area *",WORLD
900,2075,low_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2075,medium_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2075,momentum,5yearly,"Region, subregion, country or area *",WORLD
900,2075,no_change,5yearly,"Region, subregion, country or area *",WORLD
900,2075,zero_migration,5yearly,"Region, subregion, country or area *",WORLD
900,2075,constant_fertility,5yearly,15_19,278658.125
900,2075,constant_mortality,5yearly,15_19,28523.803
900,2075,high_variant,5yearly,15_19,58012.126
900,2075,instant_replacement,5yearly,15_19,21688.275
900,2075,low_variant,5yearly,15_19,17683.012
900,2075,medium_variant,5yearly,15_19,33719.531
900,2075,momentum,5yearly,15_19,23694.371
900,2075,no_change,5yearly,15_19,227918.604
900,2075,zero_migration,5yearly,15_19,34085.972
900,2075,constant_fertility,5yearly,20_24,587000.667
900,2075,constant_mortality,5yearly,20_24,117381.599
900,2075,high_variant,5yearly,20_24,234243.115
900,2075,instant_replacement,5yearly,20_24,110744.498
900,2075,low_variant,5yearly,20_24,69407.143
900,2075,medium_variant,5yearly,20_24,134752.299
900,2075,momentum,5yearly,20_24,118934.042
900,2075,no_change,5yearly,20_24,497808.967
900,2075,zero_migration,5yearly,20_24,136209.814
900,2075,constant_fertility,5yearly,25_29,538913.718
900,2075,constant_mortality,5yearly,25_29,187400.96
900,2075,high_variant,5yearly,25_29,358805.803
900,2075,instant_replacement,5yearly,25_29,193418.408
900,2075,low_variant,5yearly,25_29,110350.263
900,2075,medium_variant,5yearly,25_29,210278.036
900,2075,momentum,5yearly,25_29,202817.657
900,2075,no_change,5yearly,25_29,462304.163
900,2075,zero_migration,5yearly,25_29,211135.384
900,2075,constant_fertility,5yearly,30_34,369923.987
900,2075,constant_mortality,5yearly,30_34,172228.724
900,2075,high_variant,5yearly,30_34,312725.106
900,2075,instant_replacement,5yearly,30_34,186515.84
900,2075,low_variant,5yearly,30_34,103404.748
900,2075,medium_variant,5yearly,30_34,190024.022
900,2075,momentum,5yearly,30_34,191518.035
900,2075,no_change,5yearly,30_34,318440.153
900,2075,zero_migration,5yearly,30_34,189185.546
900,2075,constant_fertility,5yearly,35_39,209511.798
900,2075,constant_mortality,5yearly,35_39,87138.789
900,2075,high_variant,5yearly,35_39,151367.383
900,2075,instant_replacement,5yearly,35_39,89689.3
900,2075,low_variant,5yearly,35_39,56465.041
900,2075,medium_variant,5yearly,35_39,97148.673
900,2075,momentum,5yearly,35_39,90985.177
900,2075,no_change,5yearly,35_39,179320.106
900,2075,zero_migration,5yearly,35_39,96275.8840000001
900,2075,constant_fertility,5yearly,40_44,79652.792
900,2075,constant_mortality,5yearly,40_44,19672.16
900,2075,high_variant,5yearly,40_44,33293.937
900,2075,instant_replacement,5yearly,40_44,19498.545
900,2075,low_variant,5yearly,40_44,13472.728
900,2075,medium_variant,5yearly,40_44,22172.621
900,2075,momentum,5yearly,40_44,19634.805
900,2075,no_change,5yearly,40_44,67436.264
900,2075,zero_migration,5yearly,40_44,21987.856
900,2075,constant_fertility,5yearly,45_49,22025.527
900,2075,constant_mortality,5yearly,45_49,2824.995
900,2075,high_variant,5yearly,45_49,4742.634
900,2075,instant_replacement,5yearly,45_49,2317.15
900,2075,low_variant,5yearly,45_49,2162.25
900,2075,medium_variant,5yearly,45_49,3324.297
900,2075,momentum,5yearly,45_49,2383.038
900,2075,no_change,5yearly,45_49,18376.854
900,2075,zero_migration,5yearly,45_49,3357.117
900,2080,constant_fertility,5yearly,"Region, subregion, country or area *",WORLD
900,2080,constant_mortality,5yearly,"Region, subregion, country or area *",WORLD
900,2080,high_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2080,instant_replacement,5yearly,"Region, subregion, country or area *",WORLD
900,2080,low_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2080,medium_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2080,momentum,5yearly,"Region, subregion, country or area *",WORLD
900,2080,no_change,5yearly,"Region, subregion, country or area *",WORLD
900,2080,zero_migration,5yearly,"Region, subregion, country or area *",WORLD
900,2080,constant_fertility,5yearly,15_19,323752.823
900,2080,constant_mortality,5yearly,15_19,26033.261
900,2080,high_variant,5yearly,15_19,55868.337
900,2080,instant_replacement,5yearly,15_19,20599.897
900,2080,low_variant,5yearly,15_19,15714.284
900,2080,medium_variant,5yearly,15_19,31347.204
900,2080,momentum,5yearly,15_19,22529.283
900,2080,no_change,5yearly,15_19,257590.548
900,2080,zero_migration,5yearly,15_19,31679.739
900,2080,constant_fertility,5yearly,20_24,666493.272
900,2080,constant_mortality,5yearly,20_24,110046.684
900,2080,high_variant,5yearly,20_24,231093.687
900,2080,instant_replacement,5yearly,20_24,106728.955
900,2080,low_variant,5yearly,20_24,63376.893
900,2080,medium_variant,5yearly,20_24,128564.619
900,2080,momentum,5yearly,20_24,114816.499
900,2080,no_change,5yearly,20_24,551022.759
900,2080,zero_migration,5yearly,20_24,129915.043
900,2080,constant_fertility,5yearly,25_29,609931.123
900,2080,constant_mortality,5yearly,25_29,182330.404
900,2080,high_variant,5yearly,25_29,369659.847
900,2080,instant_replacement,5yearly,25_29,193224.111
900,2080,low_variant,5yearly,25_29,103419.336
900,2080,medium_variant,5yearly,25_29,207855.445
900,2080,momentum,5yearly,25_29,202938.31
900,2080,no_change,5yearly,25_29,510183.525
900,2080,zero_migration,5yearly,25_29,208687.213
900,2080,constant_fertility,5yearly,30_34,420499.141
900,2080,constant_mortality,5yearly,30_34,171991.008
900,2080,high_variant,5yearly,30_34,332591.579
