variant,region,year,populationgrowthrate
estimates,1517,1950,2.162
estimates,1517,1951,2.1
estimates,1517,1952,2
estimates,1517,1953,1.943
estimates,1517,1954,1.919
estimates,1517,1955,1.919
estimates,1517,1956,1.935
estimates,1517,1957,1.96
estimates,1517,1958,1.989
estimates,1517,1959,2.018
estimates,1517,1960,2.047
estimates,1517,1961,2.08
estimates,1517,1962,2.121
estimates,1517,1963,2.173
estimates,1517,1964,2.232
estimates,1517,1965,2.294
estimates,1517,1966,2.349
estimates,1517,1967,2.383
estimates,1517,1968,2.387
estimates,1517,1969,2.361
estimates,1517,1970,2.323
estimates,1517,1971,2.283
estimates,1517,1972,2.242
estimates,1517,1973,2.196
estimates,1517,1974,2.145
estimates,1517,1975,2.093
estimates,1517,1976,2.042
estimates,1517,1977,2.004
estimates,1517,1978,1.987
estimates,1517,1979,1.989
estimates,1517,1980,1.998
estimates,1517,1981,2.004
estimates,1517,1982,2.01
estimates,1517,1983,2.023
estimates,1517,1984,2.038
estimates,1517,1985,2.055
estimates,1517,1986,2.068
estimates,1517,1987,2.057
estimates,1517,1988,2.007
estimates,1517,1989,1.923
estimates,1517,1990,1.822
estimates,1517,1991,1.723
estimates,1517,1992,1.635
estimates,1517,1993,1.563
estimates,1517,1994,1.507
estimates,1517,1995,1.46
estimates,1517,1996,1.414
estimates,1517,1997,1.371
estimates,1517,1998,1.336
estimates,1517,1999,1.307
estimates,1517,2000,1.283
estimates,1517,2001,1.262
estimates,1517,2002,1.244
estimates,1517,2003,1.229
estimates,1517,2004,1.217
estimates,1517,2005,1.206
estimates,1517,2006,1.196
estimates,1517,2007,1.188
estimates,1517,2008,1.183
estimates,1517,2009,1.18
estimates,1517,2010,1.177
estimates,1517,2011,1.174
estimates,1517,2012,1.166
estimates,1517,2013,1.151
estimates,1517,2014,1.128
estimates,1517,2015,1.101
medium_variant,1517,2015,1.101
medium_variant,1517,2016,1.073
medium_variant,1517,2017,1.045
medium_variant,1517,2018,1.018
medium_variant,1517,2019,0.992
medium_variant,1517,2020,0.966
medium_variant,1517,2021,0.939
medium_variant,1517,2022,0.912
medium_variant,1517,2023,0.886
medium_variant,1517,2024,0.859
medium_variant,1517,2025,0.833
medium_variant,1517,2026,0.807
medium_variant,1517,2027,0.781
medium_variant,1517,2028,0.757
medium_variant,1517,2029,0.735
medium_variant,1517,2030,0.713
medium_variant,1517,2031,0.692
medium_variant,1517,2032,0.671
medium_variant,1517,2033,0.651
medium_variant,1517,2034,0.631
medium_variant,1517,2035,0.612
medium_variant,1517,2036,0.593
medium_variant,1517,2037,0.575
medium_variant,1517,2038,0.557
medium_variant,1517,2039,0.539
medium_variant,1517,2040,0.522
medium_variant,1517,2041,0.506
medium_variant,1517,2042,0.489
medium_variant,1517,2043,0.472
medium_variant,1517,2044,0.454
medium_variant,1517,2045,0.437
medium_variant,1517,2046,0.42
medium_variant,1517,2047,0.403
medium_variant,1517,2048,0.386
medium_variant,1517,2049,0.368
medium_variant,1517,2050,0.351
medium_variant,1517,2051,0.335
medium_variant,1517,2052,0.318
medium_variant,1517,2053,0.302
medium_variant,1517,2054,0.285
medium_variant,1517,2055,0.269
medium_variant,1517,2056,0.254
medium_variant,1517,2057,0.239
medium_variant,1517,2058,0.225
medium_variant,1517,2059,0.212
medium_variant,1517,2060,0.199
medium_variant,1517,2061,0.187
medium_variant,1517,2062,0.175
medium_variant,1517,2063,0.164
medium_variant,1517,2064,0.153
medium_variant,1517,2065,0.143
medium_variant,1517,2066,0.133
medium_variant,1517,2067,0.124
medium_variant,1517,2068,0.115
medium_variant,1517,2069,0.106
medium_variant,1517,2070,0.098
medium_variant,1517,2071,0.089
medium_variant,1517,2072,0.081
medium_variant,1517,2073,0.074
medium_variant,1517,2074,0.066
medium_variant,1517,2075,0.058
medium_variant,1517,2076,0.051
medium_variant,1517,2077,0.044
medium_variant,1517,2078,0.037
medium_variant,1517,2079,0.031
medium_variant,1517,2080,0.025
medium_variant,1517,2081,0.019
medium_variant,1517,2082,0.013
medium_variant,1517,2083,0.008
medium_variant,1517,2084,0.003
medium_variant,1517,2085,-0.001
medium_variant,1517,2086,-0.006
medium_variant,1517,2087,-0.01
medium_variant,1517,2088,-0.015
medium_variant,1517,2089,-0.019
medium_variant,1517,2090,-0.024
medium_variant,1517,2091,-0.028
medium_variant,1517,2092,-0.033
medium_variant,1517,2093,-0.037
medium_variant,1517,2094,-0.042
medium_variant,1517,2095,-0.047
medium_variant,1517,2096,-0.051
medium_variant,1517,2097,-0.056
medium_variant,1517,2098,-0.061
medium_variant,1517,2099,-0.066
