variant,region,year,populationgrowthrate
estimates,926,1950,0.523
estimates,926,1951,0.56
estimates,926,1952,0.618
estimates,926,1953,0.649
estimates,926,1954,0.664
estimates,926,1955,0.674
estimates,926,1956,0.69
estimates,926,1957,0.72
estimates,926,1958,0.77
estimates,926,1959,0.84
estimates,926,1960,0.921
estimates,926,1961,0.994
estimates,926,1962,1.036
estimates,926,1963,1.028
estimates,926,1964,0.972
estimates,926,1965,0.888
estimates,926,1966,0.801
estimates,926,1967,0.722
estimates,926,1968,0.657
estimates,926,1969,0.607
estimates,926,1970,0.566
estimates,926,1971,0.523
estimates,926,1972,0.472
estimates,926,1973,0.407
estimates,926,1974,0.329
estimates,926,1975,0.248
estimates,926,1976,0.172
estimates,926,1977,0.114
estimates,926,1978,0.081
estimates,926,1979,0.074
estimates,926,1980,0.081
estimates,926,1981,0.094
estimates,926,1982,0.118
estimates,926,1983,0.162
estimates,926,1984,0.224
estimates,926,1985,0.295
estimates,926,1986,0.366
estimates,926,1987,0.429
estimates,926,1988,0.478
estimates,926,1989,0.512
estimates,926,1990,0.539
estimates,926,1991,0.564
estimates,926,1992,0.57
estimates,926,1993,0.541
estimates,926,1994,0.479
estimates,926,1995,0.397
estimates,926,1996,0.313
estimates,926,1997,0.25
estimates,926,1998,0.226
estimates,926,1999,0.241
estimates,926,2000,0.278
estimates,926,2001,0.316
estimates,926,2002,0.339
estimates,926,2003,0.339
estimates,926,2004,0.316
estimates,926,2005,0.28
estimates,926,2006,0.246
estimates,926,2007,0.229
estimates,926,2008,0.237
estimates,926,2009,0.271
estimates,926,2010,0.317
estimates,926,2011,0.362
estimates,926,2012,0.394
estimates,926,2013,0.406
estimates,926,2014,0.399
estimates,926,2015,0.381
medium_variant,926,2015,0.381
medium_variant,926,2016,0.363
medium_variant,926,2017,0.343
medium_variant,926,2018,0.318
medium_variant,926,2019,0.289
medium_variant,926,2020,0.257
medium_variant,926,2021,0.223
medium_variant,926,2022,0.194
medium_variant,926,2023,0.176
medium_variant,926,2024,0.167
medium_variant,926,2025,0.164
medium_variant,926,2026,0.161
medium_variant,926,2027,0.157
medium_variant,926,2028,0.15
medium_variant,926,2029,0.14
medium_variant,926,2030,0.129
medium_variant,926,2031,0.119
medium_variant,926,2032,0.109
medium_variant,926,2033,0.099
medium_variant,926,2034,0.089
medium_variant,926,2035,0.078
medium_variant,926,2036,0.067
medium_variant,926,2037,0.056
medium_variant,926,2038,0.044
medium_variant,926,2039,0.032
medium_variant,926,2040,0.021
medium_variant,926,2041,0.009
medium_variant,926,2042,-0.002
medium_variant,926,2043,-0.013
medium_variant,926,2044,-0.023
medium_variant,926,2045,-0.033
medium_variant,926,2046,-0.042
medium_variant,926,2047,-0.051
medium_variant,926,2048,-0.059
medium_variant,926,2049,-0.067
medium_variant,926,2050,-0.074
medium_variant,926,2051,-0.081
medium_variant,926,2052,-0.086
medium_variant,926,2053,-0.09
medium_variant,926,2054,-0.093
medium_variant,926,2055,-0.094
medium_variant,926,2056,-0.095
medium_variant,926,2057,-0.095
medium_variant,926,2058,-0.093
medium_variant,926,2059,-0.089
medium_variant,926,2060,-0.084
medium_variant,926,2061,-0.079
medium_variant,926,2062,-0.073
medium_variant,926,2063,-0.067
medium_variant,926,2064,-0.061
medium_variant,926,2065,-0.055
medium_variant,926,2066,-0.049
medium_variant,926,2067,-0.043
medium_variant,926,2068,-0.039
medium_variant,926,2069,-0.036
medium_variant,926,2070,-0.035
medium_variant,926,2071,-0.033
medium_variant,926,2072,-0.033
medium_variant,926,2073,-0.033
medium_variant,926,2074,-0.034
medium_variant,926,2075,-0.037
medium_variant,926,2076,-0.039
medium_variant,926,2077,-0.041
medium_variant,926,2078,-0.043
medium_variant,926,2079,-0.045
medium_variant,926,2080,-0.046
medium_variant,926,2081,-0.048
medium_variant,926,2082,-0.049
medium_variant,926,2083,-0.048
medium_variant,926,2084,-0.046
medium_variant,926,2085,-0.043
medium_variant,926,2086,-0.041
medium_variant,926,2087,-0.038
medium_variant,926,2088,-0.035
medium_variant,926,2089,-0.032
medium_variant,926,2090,-0.03
medium_variant,926,2091,-0.028
medium_variant,926,2092,-0.026
medium_variant,926,2093,-0.024
medium_variant,926,2094,-0.023
medium_variant,926,2095,-0.022
medium_variant,926,2096,-0.022
medium_variant,926,2097,-0.023
medium_variant,926,2098,-0.025
medium_variant,926,2099,-0.028
