variant,region,year,populationgrowthrate
estimates,906,1950,2.482
estimates,906,1951,2.261
estimates,906,1952,1.896
estimates,906,1953,1.667
estimates,906,1954,1.542
estimates,906,1955,1.491
estimates,906,1956,1.488
estimates,906,1957,1.51
estimates,906,1958,1.538
estimates,906,1959,1.565
estimates,906,1960,1.593
estimates,906,1961,1.639
estimates,906,1962,1.724
estimates,906,1963,1.862
estimates,906,1964,2.044
estimates,906,1965,2.243
estimates,906,1966,2.423
estimates,906,1967,2.54
estimates,906,1968,2.566
estimates,906,1969,2.505
estimates,906,1970,2.404
estimates,906,1971,2.301
estimates,906,1972,2.19
estimates,906,1973,2.056
estimates,906,1974,1.907
estimates,906,1975,1.749
estimates,906,1976,1.598
estimates,906,1977,1.475
estimates,906,1978,1.399
estimates,906,1979,1.371
estimates,906,1980,1.363
estimates,906,1981,1.354
estimates,906,1982,1.363
estimates,906,1983,1.412
estimates,906,1984,1.494
estimates,906,1985,1.594
estimates,906,1986,1.688
estimates,906,1987,1.73
estimates,906,1988,1.685
estimates,906,1989,1.559
estimates,906,1990,1.393
estimates,906,1991,1.23
estimates,906,1992,1.087
estimates,906,1993,0.969
estimates,906,1994,0.881
estimates,906,1995,0.806
estimates,906,1996,0.731
estimates,906,1997,0.665
estimates,906,1998,0.619
estimates,906,1999,0.592
estimates,906,2000,0.578
estimates,906,2001,0.569
estimates,906,2002,0.561
estimates,906,2003,0.552
estimates,906,2004,0.542
estimates,906,2005,0.532
estimates,906,2006,0.524
estimates,906,2007,0.518
estimates,906,2008,0.515
estimates,906,2009,0.513
estimates,906,2010,0.512
estimates,906,2011,0.51
estimates,906,2012,0.502
estimates,906,2013,0.485
estimates,906,2014,0.459
estimates,906,2015,0.429
medium_variant,906,2015,0.429
medium_variant,906,2016,0.396
medium_variant,906,2017,0.363
medium_variant,906,2018,0.329
medium_variant,906,2019,0.293
medium_variant,906,2020,0.257
medium_variant,906,2021,0.22
medium_variant,906,2022,0.183
medium_variant,906,2023,0.149
medium_variant,906,2024,0.117
medium_variant,906,2025,0.086
medium_variant,906,2026,0.056
medium_variant,906,2027,0.026
medium_variant,906,2028,-0.003
medium_variant,906,2029,-0.031
medium_variant,906,2030,-0.058
medium_variant,906,2031,-0.084
medium_variant,906,2032,-0.109
medium_variant,906,2033,-0.134
medium_variant,906,2034,-0.159
medium_variant,906,2035,-0.182
medium_variant,906,2036,-0.205
medium_variant,906,2037,-0.228
medium_variant,906,2038,-0.249
medium_variant,906,2039,-0.269
medium_variant,906,2040,-0.289
medium_variant,906,2041,-0.308
medium_variant,906,2042,-0.327
medium_variant,906,2043,-0.347
medium_variant,906,2044,-0.366
medium_variant,906,2045,-0.386
medium_variant,906,2046,-0.405
medium_variant,906,2047,-0.424
medium_variant,906,2048,-0.443
medium_variant,906,2049,-0.462
medium_variant,906,2050,-0.48
medium_variant,906,2051,-0.499
medium_variant,906,2052,-0.516
medium_variant,906,2053,-0.533
medium_variant,906,2054,-0.548
medium_variant,906,2055,-0.563
medium_variant,906,2056,-0.576
medium_variant,906,2057,-0.588
medium_variant,906,2058,-0.599
medium_variant,906,2059,-0.607
medium_variant,906,2060,-0.614
medium_variant,906,2061,-0.62
medium_variant,906,2062,-0.624
medium_variant,906,2063,-0.627
medium_variant,906,2064,-0.628
medium_variant,906,2065,-0.628
medium_variant,906,2066,-0.627
medium_variant,906,2067,-0.626
medium_variant,906,2068,-0.624
medium_variant,906,2069,-0.623
medium_variant,906,2070,-0.621
medium_variant,906,2071,-0.619
medium_variant,906,2072,-0.616
medium_variant,906,2073,-0.613
medium_variant,906,2074,-0.611
medium_variant,906,2075,-0.609
medium_variant,906,2076,-0.606
medium_variant,906,2077,-0.603
medium_variant,906,2078,-0.599
medium_variant,906,2079,-0.594
medium_variant,906,2080,-0.588
medium_variant,906,2081,-0.582
medium_variant,906,2082,-0.575
medium_variant,906,2083,-0.567
medium_variant,906,2084,-0.559
medium_variant,906,2085,-0.549
medium_variant,906,2086,-0.54
medium_variant,906,2087,-0.53
medium_variant,906,2088,-0.52
medium_variant,906,2089,-0.51
medium_variant,906,2090,-0.5
medium_variant,906,2091,-0.491
medium_variant,906,2092,-0.482
medium_variant,906,2093,-0.474
medium_variant,906,2094,-0.468
medium_variant,906,2095,-0.463
medium_variant,906,2096,-0.459
medium_variant,906,2097,-0.457
medium_variant,906,2098,-0.457
medium_variant,906,2099,-0.459
