variant,region,year,populationgrowthrate
estimates,925,1950,0.888
estimates,925,1951,0.891
estimates,925,1952,0.885
estimates,925,1953,0.86
estimates,925,1954,0.825
estimates,925,1955,0.789
estimates,925,1956,0.76
estimates,925,1957,0.745
estimates,925,1958,0.75
estimates,925,1959,0.775
estimates,925,1960,0.814
estimates,925,1961,0.853
estimates,925,1962,0.877
estimates,925,1963,0.871
estimates,925,1964,0.836
estimates,925,1965,0.785
estimates,925,1966,0.736
estimates,925,1967,0.707
estimates,925,1968,0.713
estimates,925,1969,0.752
estimates,925,1970,0.807
estimates,925,1971,0.858
estimates,925,1972,0.892
estimates,925,1973,0.905
estimates,925,1974,0.896
estimates,925,1975,0.876
estimates,925,1976,0.852
estimates,925,1977,0.821
estimates,925,1978,0.773
estimates,925,1979,0.712
estimates,925,1980,0.642
estimates,925,1981,0.57
estimates,925,1982,0.501
estimates,925,1983,0.439
estimates,925,1984,0.385
estimates,925,1985,0.335
estimates,925,1986,0.286
estimates,925,1987,0.242
estimates,925,1988,0.205
estimates,925,1989,0.176
estimates,925,1990,0.156
estimates,925,1991,0.143
estimates,925,1992,0.131
estimates,925,1993,0.115
estimates,925,1994,0.096
estimates,925,1995,0.073
estimates,925,1996,0.053
estimates,925,1997,0.065
estimates,925,1998,0.135
estimates,925,1999,0.258
estimates,925,2000,0.408
estimates,925,2001,0.552
estimates,925,2002,0.658
estimates,925,2003,0.708
estimates,925,2004,0.698
estimates,925,2005,0.66
estimates,925,2006,0.62
estimates,925,2007,0.556
estimates,925,2008,0.444
estimates,925,2009,0.29
estimates,925,2010,0.108
estimates,925,2011,-0.078
estimates,925,2012,-0.222
estimates,925,2013,-0.288
estimates,925,2014,-0.273
estimates,925,2015,-0.213
medium_variant,925,2015,-0.213
medium_variant,925,2016,-0.148
medium_variant,925,2017,-0.103
medium_variant,925,2018,-0.086
medium_variant,925,2019,-0.101
medium_variant,925,2020,-0.131
medium_variant,925,2021,-0.156
medium_variant,925,2022,-0.173
medium_variant,925,2023,-0.183
medium_variant,925,2024,-0.186
medium_variant,925,2025,-0.185
medium_variant,925,2026,-0.185
medium_variant,925,2027,-0.187
medium_variant,925,2028,-0.191
medium_variant,925,2029,-0.197
medium_variant,925,2030,-0.205
medium_variant,925,2031,-0.212
medium_variant,925,2032,-0.22
medium_variant,925,2033,-0.227
medium_variant,925,2034,-0.234
medium_variant,925,2035,-0.241
medium_variant,925,2036,-0.249
medium_variant,925,2037,-0.257
medium_variant,925,2038,-0.267
medium_variant,925,2039,-0.277
medium_variant,925,2040,-0.289
medium_variant,925,2041,-0.301
medium_variant,925,2042,-0.313
medium_variant,925,2043,-0.327
medium_variant,925,2044,-0.342
medium_variant,925,2045,-0.357
medium_variant,925,2046,-0.373
medium_variant,925,2047,-0.389
medium_variant,925,2048,-0.406
medium_variant,925,2049,-0.424
medium_variant,925,2050,-0.442
medium_variant,925,2051,-0.46
medium_variant,925,2052,-0.477
medium_variant,925,2053,-0.493
medium_variant,925,2054,-0.508
medium_variant,925,2055,-0.521
medium_variant,925,2056,-0.534
medium_variant,925,2057,-0.545
medium_variant,925,2058,-0.554
medium_variant,925,2059,-0.56
medium_variant,925,2060,-0.565
medium_variant,925,2061,-0.568
medium_variant,925,2062,-0.569
medium_variant,925,2063,-0.568
medium_variant,925,2064,-0.564
medium_variant,925,2065,-0.558
medium_variant,925,2066,-0.55
medium_variant,925,2067,-0.541
medium_variant,925,2068,-0.53
medium_variant,925,2069,-0.517
medium_variant,925,2070,-0.502
medium_variant,925,2071,-0.486
medium_variant,925,2072,-0.47
medium_variant,925,2073,-0.452
medium_variant,925,2074,-0.434
medium_variant,925,2075,-0.415
medium_variant,925,2076,-0.397
medium_variant,925,2077,-0.379
medium_variant,925,2078,-0.362
medium_variant,925,2079,-0.347
medium_variant,925,2080,-0.333
medium_variant,925,2081,-0.32
medium_variant,925,2082,-0.308
medium_variant,925,2083,-0.298
medium_variant,925,2084,-0.29
medium_variant,925,2085,-0.284
medium_variant,925,2086,-0.28
medium_variant,925,2087,-0.276
medium_variant,925,2088,-0.273
medium_variant,925,2089,-0.272
medium_variant,925,2090,-0.272
medium_variant,925,2091,-0.272
medium_variant,925,2092,-0.273
medium_variant,925,2093,-0.275
medium_variant,925,2094,-0.276
medium_variant,925,2095,-0.278
medium_variant,925,2096,-0.28
medium_variant,925,2097,-0.282
medium_variant,925,2098,-0.283
medium_variant,925,2099,-0.285
