variant,region,year,populationgrowthrate
estimates,901,1950,1.141
estimates,901,1951,1.165
estimates,901,1952,1.202
estimates,901,1953,1.217
estimates,901,1954,1.217
estimates,901,1955,1.207
estimates,901,1956,1.19
estimates,901,1957,1.173
estimates,901,1958,1.158
estimates,901,1959,1.146
estimates,901,1960,1.135
estimates,901,1961,1.121
estimates,901,1962,1.097
estimates,901,1963,1.059
estimates,901,1964,1.008
estimates,901,1965,0.95
estimates,901,1966,0.892
estimates,901,1967,0.844
estimates,901,1968,0.816
estimates,901,1969,0.806
estimates,901,1970,0.807
estimates,901,1971,0.808
estimates,901,1972,0.801
estimates,901,1973,0.783
estimates,901,1974,0.754
estimates,901,1975,0.721
estimates,901,1976,0.688
estimates,901,1977,0.661
estimates,901,1978,0.638
estimates,901,1979,0.62
estimates,901,1980,0.604
estimates,901,1981,0.589
estimates,901,1982,0.575
estimates,901,1983,0.568
estimates,901,1984,0.567
estimates,901,1985,0.568
estimates,901,1986,0.57
estimates,901,1987,0.565
estimates,901,1988,0.549
estimates,901,1989,0.523
estimates,901,1990,0.491
estimates,901,1991,0.46
estimates,901,1992,0.431
estimates,901,1993,0.404
estimates,901,1994,0.381
estimates,901,1995,0.36
estimates,901,1996,0.34
estimates,901,1997,0.324
estimates,901,1998,0.315
estimates,901,1999,0.313
estimates,901,2000,0.314
estimates,901,2001,0.316
estimates,901,2002,0.322
estimates,901,2003,0.335
estimates,901,2004,0.356
estimates,901,2005,0.38
estimates,901,2006,0.405
estimates,901,2007,0.419
estimates,901,2008,0.414
estimates,901,2009,0.39
estimates,901,2010,0.355
estimates,901,2011,0.319
estimates,901,2012,0.291
estimates,901,2013,0.273
estimates,901,2014,0.267
estimates,901,2015,0.268
medium_variant,901,2015,0.268
medium_variant,901,2016,0.267
medium_variant,901,2017,0.263
medium_variant,901,2018,0.254
medium_variant,901,2019,0.24
medium_variant,901,2020,0.224
medium_variant,901,2021,0.208
medium_variant,901,2022,0.193
medium_variant,901,2023,0.181
medium_variant,901,2024,0.17
medium_variant,901,2025,0.16
medium_variant,901,2026,0.151
medium_variant,901,2027,0.141
medium_variant,901,2028,0.129
medium_variant,901,2029,0.118
medium_variant,901,2030,0.105
medium_variant,901,2031,0.093
medium_variant,901,2032,0.082
medium_variant,901,2033,0.073
medium_variant,901,2034,0.064
medium_variant,901,2035,0.056
medium_variant,901,2036,0.048
medium_variant,901,2037,0.041
medium_variant,901,2038,0.035
medium_variant,901,2039,0.029
medium_variant,901,2040,0.024
medium_variant,901,2041,0.019
medium_variant,901,2042,0.015
medium_variant,901,2043,0.011
medium_variant,901,2044,0.007
medium_variant,901,2045,0.004
medium_variant,901,2046,0.001
medium_variant,901,2047,-0.002
medium_variant,901,2048,-0.006
medium_variant,901,2049,-0.01
medium_variant,901,2050,-0.014
medium_variant,901,2051,-0.019
medium_variant,901,2052,-0.023
medium_variant,901,2053,-0.026
medium_variant,901,2054,-0.03
medium_variant,901,2055,-0.033
medium_variant,901,2056,-0.036
medium_variant,901,2057,-0.039
medium_variant,901,2058,-0.042
medium_variant,901,2059,-0.044
medium_variant,901,2060,-0.045
medium_variant,901,2061,-0.047
medium_variant,901,2062,-0.047
medium_variant,901,2063,-0.047
medium_variant,901,2064,-0.047
medium_variant,901,2065,-0.046
medium_variant,901,2066,-0.044
medium_variant,901,2067,-0.042
medium_variant,901,2068,-0.04
medium_variant,901,2069,-0.038
medium_variant,901,2070,-0.036
medium_variant,901,2071,-0.034
medium_variant,901,2072,-0.032
medium_variant,901,2073,-0.029
medium_variant,901,2074,-0.026
medium_variant,901,2075,-0.023
medium_variant,901,2076,-0.02
medium_variant,901,2077,-0.017
medium_variant,901,2078,-0.014
medium_variant,901,2079,-0.012
medium_variant,901,2080,-0.01
medium_variant,901,2081,-0.008
medium_variant,901,2082,-0.006
medium_variant,901,2083,-0.004
medium_variant,901,2084,-0.002
medium_variant,901,2085,-0.001
medium_variant,901,2086,0.001
medium_variant,901,2087,0.002
medium_variant,901,2088,0.003
medium_variant,901,2089,0.004
medium_variant,901,2090,0.004
medium_variant,901,2091,0.004
medium_variant,901,2092,0.004
medium_variant,901,2093,0.003
medium_variant,901,2094,0.002
medium_variant,901,2095,0.001
medium_variant,901,2096,-0.001
medium_variant,901,2097,-0.004
medium_variant,901,2098,-0.006
medium_variant,901,2099,-0.01
