variant,region,year,populationgrowthrate
estimates,5501,1950,1.602
estimates,5501,1951,1.634
estimates,5501,1952,1.696
estimates,5501,1953,1.755
estimates,5501,1954,1.811
estimates,5501,1955,1.864
estimates,5501,1956,1.914
estimates,5501,1957,1.962
estimates,5501,1958,2.006
estimates,5501,1959,2.048
estimates,5501,1960,2.087
estimates,5501,1961,2.122
estimates,5501,1962,2.154
estimates,5501,1963,2.183
estimates,5501,1964,2.208
estimates,5501,1965,2.231
estimates,5501,1966,2.252
estimates,5501,1967,2.27
estimates,5501,1968,2.282
estimates,5501,1969,2.289
estimates,5501,1970,2.293
estimates,5501,1971,2.296
estimates,5501,1972,2.304
estimates,5501,1973,2.319
estimates,5501,1974,2.341
estimates,5501,1975,2.365
estimates,5501,1976,2.385
estimates,5501,1977,2.402
estimates,5501,1978,2.417
estimates,5501,1979,2.428
estimates,5501,1980,2.435
estimates,5501,1981,2.439
estimates,5501,1982,2.436
estimates,5501,1983,2.426
estimates,5501,1984,2.408
estimates,5501,1985,2.386
estimates,5501,1986,2.362
estimates,5501,1987,2.331
estimates,5501,1988,2.293
estimates,5501,1989,2.248
estimates,5501,1990,2.198
estimates,5501,1991,2.148
estimates,5501,1992,2.101
estimates,5501,1993,2.062
estimates,5501,1994,2.029
estimates,5501,1995,1.999
estimates,5501,1996,1.968
estimates,5501,1997,1.934
estimates,5501,1998,1.899
estimates,5501,1999,1.861
estimates,5501,2000,1.823
estimates,5501,2001,1.785
estimates,5501,2002,1.744
estimates,5501,2003,1.699
estimates,5501,2004,1.649
estimates,5501,2005,1.598
estimates,5501,2006,1.547
estimates,5501,2007,1.502
estimates,5501,2008,1.464
estimates,5501,2009,1.433
estimates,5501,2010,1.406
estimates,5501,2011,1.379
estimates,5501,2012,1.352
estimates,5501,2013,1.324
estimates,5501,2014,1.295
estimates,5501,2015,1.266
medium_variant,5501,2015,1.266
medium_variant,5501,2016,1.237
medium_variant,5501,2017,1.209
medium_variant,5501,2018,1.181
medium_variant,5501,2019,1.154
medium_variant,5501,2020,1.127
medium_variant,5501,2021,1.1
medium_variant,5501,2022,1.071
medium_variant,5501,2023,1.042
medium_variant,5501,2024,1.011
medium_variant,5501,2025,0.979
medium_variant,5501,2026,0.947
medium_variant,5501,2027,0.915
medium_variant,5501,2028,0.884
medium_variant,5501,2029,0.854
medium_variant,5501,2030,0.823
medium_variant,5501,2031,0.793
medium_variant,5501,2032,0.763
medium_variant,5501,2033,0.734
medium_variant,5501,2034,0.704
medium_variant,5501,2035,0.675
medium_variant,5501,2036,0.646
medium_variant,5501,2037,0.618
medium_variant,5501,2038,0.591
medium_variant,5501,2039,0.565
medium_variant,5501,2040,0.54
medium_variant,5501,2041,0.515
medium_variant,5501,2042,0.491
medium_variant,5501,2043,0.467
medium_variant,5501,2044,0.443
medium_variant,5501,2045,0.419
medium_variant,5501,2046,0.395
medium_variant,5501,2047,0.372
medium_variant,5501,2048,0.348
medium_variant,5501,2049,0.325
medium_variant,5501,2050,0.302
medium_variant,5501,2051,0.279
medium_variant,5501,2052,0.256
medium_variant,5501,2053,0.233
medium_variant,5501,2054,0.21
medium_variant,5501,2055,0.187
medium_variant,5501,2056,0.164
medium_variant,5501,2057,0.142
medium_variant,5501,2058,0.12
medium_variant,5501,2059,0.099
medium_variant,5501,2060,0.078
medium_variant,5501,2061,0.057
medium_variant,5501,2062,0.036
medium_variant,5501,2063,0.016
medium_variant,5501,2064,-0.004
medium_variant,5501,2065,-0.023
medium_variant,5501,2066,-0.042
medium_variant,5501,2067,-0.06
medium_variant,5501,2068,-0.078
medium_variant,5501,2069,-0.095
medium_variant,5501,2070,-0.111
medium_variant,5501,2071,-0.126
medium_variant,5501,2072,-0.141
medium_variant,5501,2073,-0.156
medium_variant,5501,2074,-0.17
medium_variant,5501,2075,-0.184
medium_variant,5501,2076,-0.197
medium_variant,5501,2077,-0.209
medium_variant,5501,2078,-0.221
medium_variant,5501,2079,-0.233
medium_variant,5501,2080,-0.243
medium_variant,5501,2081,-0.254
medium_variant,5501,2082,-0.263
medium_variant,5501,2083,-0.273
medium_variant,5501,2084,-0.281
medium_variant,5501,2085,-0.29
medium_variant,5501,2086,-0.297
medium_variant,5501,2087,-0.305
medium_variant,5501,2088,-0.313
medium_variant,5501,2089,-0.32
medium_variant,5501,2090,-0.327
medium_variant,5501,2091,-0.334
medium_variant,5501,2092,-0.34
medium_variant,5501,2093,-0.345
medium_variant,5501,2094,-0.35
medium_variant,5501,2095,-0.355
medium_variant,5501,2096,-0.359
medium_variant,5501,2097,-0.362
medium_variant,5501,2098,-0.365
medium_variant,5501,2099,-0.368
