variant,region,year,populationgrowthrate
estimates,1500,1950,1.451
estimates,1500,1951,1.498
estimates,1500,1952,1.599
estimates,1500,1953,1.713
estimates,1500,1954,1.83
estimates,1500,1955,1.939
estimates,1500,1956,2.033
estimates,1500,1957,2.105
estimates,1500,1958,2.15
estimates,1500,1959,2.171
estimates,1500,1960,2.175
estimates,1500,1961,2.176
estimates,1500,1962,2.191
estimates,1500,1963,2.234
estimates,1500,1964,2.301
estimates,1500,1965,2.378
estimates,1500,1966,2.446
estimates,1500,1967,2.497
estimates,1500,1968,2.526
estimates,1500,1969,2.533
estimates,1500,1970,2.529
estimates,1500,1971,2.524
estimates,1500,1972,2.517
estimates,1500,1973,2.507
estimates,1500,1974,2.494
estimates,1500,1975,2.482
estimates,1500,1976,2.471
estimates,1500,1977,2.457
estimates,1500,1978,2.438
estimates,1500,1979,2.414
estimates,1500,1980,2.39
estimates,1500,1981,2.371
estimates,1500,1982,2.369
estimates,1500,1983,2.393
estimates,1500,1984,2.439
estimates,1500,1985,2.495
estimates,1500,1986,2.548
estimates,1500,1987,2.599
estimates,1500,1988,2.654
estimates,1500,1989,2.709
estimates,1500,1990,2.765
estimates,1500,1991,2.817
estimates,1500,1992,2.847
estimates,1500,1993,2.842
estimates,1500,1994,2.806
estimates,1500,1995,2.755
estimates,1500,1996,2.705
estimates,1500,1997,2.675
estimates,1500,1998,2.673
estimates,1500,1999,2.697
estimates,1500,2000,2.733
estimates,1500,2001,2.766
estimates,1500,2002,2.786
estimates,1500,2003,2.79
estimates,1500,2004,2.779
estimates,1500,2005,2.76
estimates,1500,2006,2.742
estimates,1500,2007,2.73
estimates,1500,2008,2.727
estimates,1500,2009,2.731
estimates,1500,2010,2.738
estimates,1500,2011,2.742
estimates,1500,2012,2.739
estimates,1500,2013,2.729
estimates,1500,2014,2.711
estimates,1500,2015,2.688
medium_variant,1500,2015,2.688
medium_variant,1500,2016,2.666
medium_variant,1500,2017,2.643
medium_variant,1500,2018,2.62
medium_variant,1500,2019,2.598
medium_variant,1500,2020,2.576
medium_variant,1500,2021,2.552
medium_variant,1500,2022,2.528
medium_variant,1500,2023,2.504
medium_variant,1500,2024,2.48
medium_variant,1500,2025,2.456
medium_variant,1500,2026,2.432
medium_variant,1500,2027,2.407
medium_variant,1500,2028,2.383
medium_variant,1500,2029,2.358
medium_variant,1500,2030,2.332
medium_variant,1500,2031,2.307
medium_variant,1500,2032,2.281
medium_variant,1500,2033,2.255
medium_variant,1500,2034,2.228
medium_variant,1500,2035,2.201
medium_variant,1500,2036,2.173
medium_variant,1500,2037,2.146
medium_variant,1500,2038,2.118
medium_variant,1500,2039,2.09
medium_variant,1500,2040,2.062
medium_variant,1500,2041,2.034
medium_variant,1500,2042,2.006
medium_variant,1500,2043,1.977
medium_variant,1500,2044,1.949
medium_variant,1500,2045,1.92
medium_variant,1500,2046,1.891
medium_variant,1500,2047,1.863
medium_variant,1500,2048,1.835
medium_variant,1500,2049,1.807
medium_variant,1500,2050,1.78
medium_variant,1500,2051,1.753
medium_variant,1500,2052,1.726
medium_variant,1500,2053,1.698
medium_variant,1500,2054,1.671
medium_variant,1500,2055,1.644
medium_variant,1500,2056,1.617
medium_variant,1500,2057,1.591
medium_variant,1500,2058,1.564
medium_variant,1500,2059,1.538
medium_variant,1500,2060,1.512
medium_variant,1500,2061,1.486
medium_variant,1500,2062,1.461
medium_variant,1500,2063,1.435
medium_variant,1500,2064,1.409
medium_variant,1500,2065,1.384
medium_variant,1500,2066,1.359
medium_variant,1500,2067,1.333
medium_variant,1500,2068,1.308
medium_variant,1500,2069,1.283
medium_variant,1500,2070,1.258
medium_variant,1500,2071,1.233
medium_variant,1500,2072,1.209
medium_variant,1500,2073,1.184
medium_variant,1500,2074,1.16
medium_variant,1500,2075,1.135
medium_variant,1500,2076,1.111
medium_variant,1500,2077,1.087
medium_variant,1500,2078,1.064
medium_variant,1500,2079,1.04
medium_variant,1500,2080,1.017
medium_variant,1500,2081,0.994
medium_variant,1500,2082,0.971
medium_variant,1500,2083,0.948
medium_variant,1500,2084,0.926
medium_variant,1500,2085,0.904
medium_variant,1500,2086,0.882
medium_variant,1500,2087,0.86
medium_variant,1500,2088,0.839
medium_variant,1500,2089,0.818
medium_variant,1500,2090,0.798
medium_variant,1500,2091,0.777
medium_variant,1500,2092,0.757
medium_variant,1500,2093,0.737
medium_variant,1500,2094,0.718
medium_variant,1500,2095,0.698
medium_variant,1500,2096,0.679
medium_variant,1500,2097,0.66
medium_variant,1500,2098,0.642
medium_variant,1500,2099,0.624
