variant,region,year,populationgrowthrate
estimates,941,1950,1.924
estimates,941,1951,1.921
estimates,941,1952,1.93
estimates,941,1953,1.967
estimates,941,1954,2.022
estimates,941,1955,2.085
estimates,941,1956,2.15
estimates,941,1957,2.208
estimates,941,1958,2.255
estimates,941,1959,2.29
estimates,941,1960,2.315
estimates,941,1961,2.338
estimates,941,1962,2.367
estimates,941,1963,2.41
estimates,941,1964,2.463
estimates,941,1965,2.523
estimates,941,1966,2.576
estimates,941,1967,2.602
estimates,941,1968,2.583
estimates,941,1969,2.525
estimates,941,1970,2.449
estimates,941,1971,2.377
estimates,941,1972,2.332
estimates,941,1973,2.327
estimates,941,1974,2.359
estimates,941,1975,2.41
estimates,941,1976,2.458
estimates,941,1977,2.495
estimates,941,1978,2.52
estimates,941,1979,2.533
estimates,941,1980,2.54
estimates,941,1981,2.549
estimates,941,1982,2.562
estimates,941,1983,2.577
estimates,941,1984,2.596
estimates,941,1985,2.613
estimates,941,1986,2.627
estimates,941,1987,2.643
estimates,941,1988,2.666
estimates,941,1989,2.694
estimates,941,1990,2.725
estimates,941,1991,2.751
estimates,941,1992,2.759
estimates,941,1993,2.738
estimates,941,1994,2.692
estimates,941,1995,2.633
estimates,941,1996,2.575
estimates,941,1997,2.532
estimates,941,1998,2.514
estimates,941,1999,2.519
estimates,941,2000,2.534
estimates,941,2001,2.548
estimates,941,2002,2.547
estimates,941,2003,2.525
estimates,941,2004,2.484
estimates,941,2005,2.433
estimates,941,2006,2.386
estimates,941,2007,2.354
estimates,941,2008,2.345
estimates,941,2009,2.356
estimates,941,2010,2.376
estimates,941,2011,2.394
estimates,941,2012,2.403
estimates,941,2013,2.399
estimates,941,2014,2.384
estimates,941,2015,2.362
medium_variant,941,2015,2.362
medium_variant,941,2016,2.341
medium_variant,941,2017,2.322
medium_variant,941,2018,2.304
medium_variant,941,2019,2.288
medium_variant,941,2020,2.273
medium_variant,941,2021,2.256
medium_variant,941,2022,2.238
medium_variant,941,2023,2.217
medium_variant,941,2024,2.195
medium_variant,941,2025,2.172
medium_variant,941,2026,2.148
medium_variant,941,2027,2.124
medium_variant,941,2028,2.101
medium_variant,941,2029,2.078
medium_variant,941,2030,2.055
medium_variant,941,2031,2.031
medium_variant,941,2032,2.008
medium_variant,941,2033,1.984
medium_variant,941,2034,1.96
medium_variant,941,2035,1.935
medium_variant,941,2036,1.911
medium_variant,941,2037,1.886
medium_variant,941,2038,1.862
medium_variant,941,2039,1.837
medium_variant,941,2040,1.812
medium_variant,941,2041,1.788
medium_variant,941,2042,1.763
medium_variant,941,2043,1.738
medium_variant,941,2044,1.713
medium_variant,941,2045,1.688
medium_variant,941,2046,1.663
medium_variant,941,2047,1.638
medium_variant,941,2048,1.614
medium_variant,941,2049,1.59
medium_variant,941,2050,1.566
medium_variant,941,2051,1.543
medium_variant,941,2052,1.519
medium_variant,941,2053,1.496
medium_variant,941,2054,1.472
medium_variant,941,2055,1.449
medium_variant,941,2056,1.426
medium_variant,941,2057,1.403
medium_variant,941,2058,1.38
medium_variant,941,2059,1.357
medium_variant,941,2060,1.335
medium_variant,941,2061,1.313
medium_variant,941,2062,1.291
medium_variant,941,2063,1.268
medium_variant,941,2064,1.246
medium_variant,941,2065,1.224
medium_variant,941,2066,1.202
medium_variant,941,2067,1.18
medium_variant,941,2068,1.158
medium_variant,941,2069,1.136
medium_variant,941,2070,1.115
medium_variant,941,2071,1.093
medium_variant,941,2072,1.072
medium_variant,941,2073,1.05
medium_variant,941,2074,1.029
medium_variant,941,2075,1.008
medium_variant,941,2076,0.987
medium_variant,941,2077,0.966
medium_variant,941,2078,0.946
medium_variant,941,2079,0.925
medium_variant,941,2080,0.905
medium_variant,941,2081,0.885
medium_variant,941,2082,0.865
medium_variant,941,2083,0.846
medium_variant,941,2084,0.826
medium_variant,941,2085,0.807
medium_variant,941,2086,0.789
medium_variant,941,2087,0.77
medium_variant,941,2088,0.752
medium_variant,941,2089,0.734
medium_variant,941,2090,0.716
medium_variant,941,2091,0.698
medium_variant,941,2092,0.681
medium_variant,941,2093,0.664
medium_variant,941,2094,0.647
medium_variant,941,2095,0.63
medium_variant,941,2096,0.614
medium_variant,941,2097,0.598
medium_variant,941,2098,0.581
medium_variant,941,2099,0.566
