variant,region,year,populationgrowthrate
estimates,913,1950,2.315
estimates,913,1951,2.328
estimates,913,1952,2.351
estimates,913,1953,2.372
estimates,913,1954,2.393
estimates,913,1955,2.414
estimates,913,1956,2.437
estimates,913,1957,2.462
estimates,913,1958,2.49
estimates,913,1959,2.52
estimates,913,1960,2.551
estimates,913,1961,2.581
estimates,913,1962,2.608
estimates,913,1963,2.628
estimates,913,1964,2.644
estimates,913,1965,2.655
estimates,913,1966,2.663
estimates,913,1967,2.674
estimates,913,1968,2.695
estimates,913,1969,2.723
estimates,913,1970,2.754
estimates,913,1971,2.78
estimates,913,1972,2.788
estimates,913,1973,2.769
estimates,913,1974,2.726
estimates,913,1975,2.67
estimates,913,1976,2.613
estimates,913,1977,2.571
estimates,913,1978,2.554
estimates,913,1979,2.559
estimates,913,1980,2.576
estimates,913,1981,2.59
estimates,913,1982,2.583
estimates,913,1983,2.54
estimates,913,1984,2.468
estimates,913,1985,2.376
estimates,913,1986,2.284
estimates,913,1987,2.225
estimates,913,1988,2.219
estimates,913,1989,2.26
estimates,913,1990,2.324
estimates,913,1991,2.377
estimates,913,1992,2.382
estimates,913,1993,2.317
estimates,913,1994,2.187
estimates,913,1995,2.027
estimates,913,1996,1.873
estimates,913,1997,1.737
estimates,913,1998,1.622
estimates,913,1999,1.531
estimates,913,2000,1.454
estimates,913,2001,1.382
estimates,913,2002,1.314
estimates,913,2003,1.252
estimates,913,2004,1.197
estimates,913,2005,1.144
estimates,913,2006,1.098
estimates,913,2007,1.081
estimates,913,2008,1.115
estimates,913,2009,1.194
estimates,913,2010,1.297
estimates,913,2011,1.398
estimates,913,2012,1.467
estimates,913,2013,1.486
estimates,913,2014,1.455
estimates,913,2015,1.398
medium_variant,913,2015,1.398
medium_variant,913,2016,1.341
medium_variant,913,2017,1.291
medium_variant,913,2018,1.248
medium_variant,913,2019,1.214
medium_variant,913,2020,1.182
medium_variant,913,2021,1.148
medium_variant,913,2022,1.112
medium_variant,913,2023,1.076
medium_variant,913,2024,1.04
medium_variant,913,2025,1.005
medium_variant,913,2026,0.97
medium_variant,913,2027,0.939
medium_variant,913,2028,0.911
medium_variant,913,2029,0.887
medium_variant,913,2030,0.866
medium_variant,913,2031,0.845
medium_variant,913,2032,0.826
medium_variant,913,2033,0.807
medium_variant,913,2034,0.788
medium_variant,913,2035,0.771
medium_variant,913,2036,0.754
medium_variant,913,2037,0.737
medium_variant,913,2038,0.72
medium_variant,913,2039,0.704
medium_variant,913,2040,0.687
medium_variant,913,2041,0.671
medium_variant,913,2042,0.655
medium_variant,913,2043,0.637
medium_variant,913,2044,0.62
medium_variant,913,2045,0.602
medium_variant,913,2046,0.584
medium_variant,913,2047,0.566
medium_variant,913,2048,0.548
medium_variant,913,2049,0.53
medium_variant,913,2050,0.513
medium_variant,913,2051,0.495
medium_variant,913,2052,0.478
medium_variant,913,2053,0.46
medium_variant,913,2054,0.442
medium_variant,913,2055,0.425
medium_variant,913,2056,0.408
medium_variant,913,2057,0.391
medium_variant,913,2058,0.374
medium_variant,913,2059,0.358
medium_variant,913,2060,0.343
medium_variant,913,2061,0.327
medium_variant,913,2062,0.312
medium_variant,913,2063,0.297
medium_variant,913,2064,0.282
medium_variant,913,2065,0.267
medium_variant,913,2066,0.252
medium_variant,913,2067,0.238
medium_variant,913,2068,0.223
medium_variant,913,2069,0.209
medium_variant,913,2070,0.195
medium_variant,913,2071,0.181
medium_variant,913,2072,0.167
medium_variant,913,2073,0.153
medium_variant,913,2074,0.14
medium_variant,913,2075,0.128
medium_variant,913,2076,0.115
medium_variant,913,2077,0.103
medium_variant,913,2078,0.091
medium_variant,913,2079,0.079
medium_variant,913,2080,0.067
medium_variant,913,2081,0.055
medium_variant,913,2082,0.043
medium_variant,913,2083,0.032
medium_variant,913,2084,0.021
medium_variant,913,2085,0.01
medium_variant,913,2086,0
medium_variant,913,2087,-0.011
medium_variant,913,2088,-0.021
medium_variant,913,2089,-0.031
medium_variant,913,2090,-0.04
medium_variant,913,2091,-0.05
medium_variant,913,2092,-0.059
medium_variant,913,2093,-0.069
medium_variant,913,2094,-0.078
medium_variant,913,2095,-0.086
medium_variant,913,2096,-0.095
medium_variant,913,2097,-0.104
medium_variant,913,2098,-0.112
medium_variant,913,2099,-0.12
