variant,region,year,populationgrowthrate
estimates,934,1950,2.229
estimates,934,1951,2.163
estimates,934,1952,2.057
estimates,934,1953,2
estimates,934,1954,1.98
estimates,934,1955,1.986
estimates,934,1956,2.01
estimates,934,1957,2.043
estimates,934,1958,2.078
estimates,934,1959,2.112
estimates,934,1960,2.146
estimates,934,1961,2.184
estimates,934,1962,2.231
estimates,934,1963,2.292
estimates,934,1964,2.363
estimates,934,1965,2.436
estimates,934,1966,2.5
estimates,934,1967,2.541
estimates,934,1968,2.549
estimates,934,1969,2.525
estimates,934,1970,2.487
estimates,934,1971,2.447
estimates,934,1972,2.403
estimates,934,1973,2.348
estimates,934,1974,2.285
estimates,934,1975,2.218
estimates,934,1976,2.154
estimates,934,1977,2.104
estimates,934,1978,2.078
estimates,934,1979,2.076
estimates,934,1980,2.083
estimates,934,1981,2.085
estimates,934,1982,2.089
estimates,934,1983,2.099
estimates,934,1984,2.114
estimates,934,1985,2.13
estimates,934,1986,2.142
estimates,934,1987,2.131
estimates,934,1988,2.08
estimates,934,1989,1.995
estimates,934,1990,1.892
estimates,934,1991,1.791
estimates,934,1992,1.702
estimates,934,1993,1.63
estimates,934,1994,1.574
estimates,934,1995,1.527
estimates,934,1996,1.482
estimates,934,1997,1.439
estimates,934,1998,1.402
estimates,934,1999,1.372
estimates,934,2000,1.345
estimates,934,2001,1.321
estimates,934,2002,1.302
estimates,934,2003,1.288
estimates,934,2004,1.279
estimates,934,2005,1.273
estimates,934,2006,1.268
estimates,934,2007,1.261
estimates,934,2008,1.254
estimates,934,2009,1.244
estimates,934,2010,1.233
estimates,934,2011,1.221
estimates,934,2012,1.205
estimates,934,2013,1.184
estimates,934,2014,1.157
estimates,934,2015,1.127
medium_variant,934,2015,1.127
medium_variant,934,2016,1.096
medium_variant,934,2017,1.066
medium_variant,934,2018,1.035
medium_variant,934,2019,1.005
medium_variant,934,2020,0.976
medium_variant,934,2021,0.946
medium_variant,934,2022,0.916
medium_variant,934,2023,0.887
medium_variant,934,2024,0.86
medium_variant,934,2025,0.832
medium_variant,934,2026,0.805
medium_variant,934,2027,0.779
medium_variant,934,2028,0.754
medium_variant,934,2029,0.73
medium_variant,934,2030,0.707
medium_variant,934,2031,0.685
medium_variant,934,2032,0.663
medium_variant,934,2033,0.641
medium_variant,934,2034,0.62
medium_variant,934,2035,0.599
medium_variant,934,2036,0.578
medium_variant,934,2037,0.558
medium_variant,934,2038,0.539
medium_variant,934,2039,0.52
medium_variant,934,2040,0.501
medium_variant,934,2041,0.483
medium_variant,934,2042,0.465
medium_variant,934,2043,0.446
medium_variant,934,2044,0.428
medium_variant,934,2045,0.409
medium_variant,934,2046,0.391
medium_variant,934,2047,0.373
medium_variant,934,2048,0.355
medium_variant,934,2049,0.337
medium_variant,934,2050,0.319
medium_variant,934,2051,0.301
medium_variant,934,2052,0.284
medium_variant,934,2053,0.266
medium_variant,934,2054,0.25
medium_variant,934,2055,0.233
medium_variant,934,2056,0.217
medium_variant,934,2057,0.202
medium_variant,934,2058,0.187
medium_variant,934,2059,0.173
medium_variant,934,2060,0.16
medium_variant,934,2061,0.148
medium_variant,934,2062,0.136
medium_variant,934,2063,0.124
medium_variant,934,2064,0.113
medium_variant,934,2065,0.103
medium_variant,934,2066,0.093
medium_variant,934,2067,0.083
medium_variant,934,2068,0.073
medium_variant,934,2069,0.064
medium_variant,934,2070,0.055
medium_variant,934,2071,0.047
medium_variant,934,2072,0.038
medium_variant,934,2073,0.03
medium_variant,934,2074,0.022
medium_variant,934,2075,0.014
medium_variant,934,2076,0.006
medium_variant,934,2077,-0.001
medium_variant,934,2078,-0.008
medium_variant,934,2079,-0.015
medium_variant,934,2080,-0.021
medium_variant,934,2081,-0.027
medium_variant,934,2082,-0.033
medium_variant,934,2083,-0.038
medium_variant,934,2084,-0.043
medium_variant,934,2085,-0.048
medium_variant,934,2086,-0.052
medium_variant,934,2087,-0.056
medium_variant,934,2088,-0.061
medium_variant,934,2089,-0.065
medium_variant,934,2090,-0.069
medium_variant,934,2091,-0.074
medium_variant,934,2092,-0.078
medium_variant,934,2093,-0.082
medium_variant,934,2094,-0.086
medium_variant,934,2095,-0.09
medium_variant,934,2096,-0.095
medium_variant,934,2097,-0.099
medium_variant,934,2098,-0.104
medium_variant,934,2099,-0.109
