variant,region,year,populationgrowthrate
estimates,916,1950,2.816
estimates,916,1951,2.861
estimates,916,1952,2.941
estimates,916,1953,3
estimates,916,1954,3.042
estimates,916,1955,3.072
estimates,916,1956,3.091
estimates,916,1957,3.102
estimates,916,1958,3.107
estimates,916,1959,3.109
estimates,916,1960,3.107
estimates,916,1961,3.102
estimates,916,1962,3.093
estimates,916,1963,3.08
estimates,916,1964,3.065
estimates,916,1965,3.045
estimates,916,1966,3.02
estimates,916,1967,3.005
estimates,916,1968,3.014
estimates,916,1969,3.042
estimates,916,1970,3.075
estimates,916,1971,3.098
estimates,916,1972,3.091
estimates,916,1973,3.039
estimates,916,1974,2.948
estimates,916,1975,2.839
estimates,916,1976,2.732
estimates,916,1977,2.635
estimates,916,1978,2.546
estimates,916,1979,2.467
estimates,916,1980,2.395
estimates,916,1981,2.325
estimates,916,1982,2.26
estimates,916,1983,2.202
estimates,916,1984,2.152
estimates,916,1985,2.105
estimates,916,1986,2.059
estimates,916,1987,2.026
estimates,916,1988,2.015
estimates,916,1989,2.023
estimates,916,1990,2.04
estimates,916,1991,2.055
estimates,916,1992,2.049
estimates,916,1993,2.011
estimates,916,1994,1.944
estimates,916,1995,1.865
estimates,916,1996,1.791
estimates,916,1997,1.721
estimates,916,1998,1.649
estimates,916,1999,1.578
estimates,916,2000,1.506
estimates,916,2001,1.437
estimates,916,2002,1.394
estimates,916,2003,1.398
estimates,916,2004,1.444
estimates,916,2005,1.514
estimates,916,2006,1.581
estimates,916,2007,1.624
estimates,916,2008,1.63
estimates,916,2009,1.601
estimates,916,2010,1.553
estimates,916,2011,1.506
estimates,916,2012,1.465
estimates,916,2013,1.429
estimates,916,2014,1.398
estimates,916,2015,1.369
medium_variant,916,2015,1.369
medium_variant,916,2016,1.338
medium_variant,916,2017,1.305
medium_variant,916,2018,1.273
medium_variant,916,2019,1.24
medium_variant,916,2020,1.208
medium_variant,916,2021,1.176
medium_variant,916,2022,1.144
medium_variant,916,2023,1.112
medium_variant,916,2024,1.08
medium_variant,916,2025,1.049
medium_variant,916,2026,1.017
medium_variant,916,2027,0.986
medium_variant,916,2028,0.955
medium_variant,916,2029,0.923
medium_variant,916,2030,0.892
medium_variant,916,2031,0.861
medium_variant,916,2032,0.831
medium_variant,916,2033,0.802
medium_variant,916,2034,0.774
medium_variant,916,2035,0.747
medium_variant,916,2036,0.72
medium_variant,916,2037,0.693
medium_variant,916,2038,0.667
medium_variant,916,2039,0.641
medium_variant,916,2040,0.616
medium_variant,916,2041,0.591
medium_variant,916,2042,0.566
medium_variant,916,2043,0.542
medium_variant,916,2044,0.517
medium_variant,916,2045,0.493
medium_variant,916,2046,0.469
medium_variant,916,2047,0.446
medium_variant,916,2048,0.422
medium_variant,916,2049,0.399
medium_variant,916,2050,0.377
medium_variant,916,2051,0.354
medium_variant,916,2052,0.331
medium_variant,916,2053,0.308
medium_variant,916,2054,0.285
medium_variant,916,2055,0.262
medium_variant,916,2056,0.24
medium_variant,916,2057,0.217
medium_variant,916,2058,0.195
medium_variant,916,2059,0.172
medium_variant,916,2060,0.151
medium_variant,916,2061,0.129
medium_variant,916,2062,0.108
medium_variant,916,2063,0.087
medium_variant,916,2064,0.066
medium_variant,916,2065,0.045
medium_variant,916,2066,0.025
medium_variant,916,2067,0.006
medium_variant,916,2068,-0.013
medium_variant,916,2069,-0.032
medium_variant,916,2070,-0.05
medium_variant,916,2071,-0.067
medium_variant,916,2072,-0.085
medium_variant,916,2073,-0.101
medium_variant,916,2074,-0.116
medium_variant,916,2075,-0.131
medium_variant,916,2076,-0.145
medium_variant,916,2077,-0.159
medium_variant,916,2078,-0.173
medium_variant,916,2079,-0.188
medium_variant,916,2080,-0.202
medium_variant,916,2081,-0.216
medium_variant,916,2082,-0.229
medium_variant,916,2083,-0.242
medium_variant,916,2084,-0.254
medium_variant,916,2085,-0.266
medium_variant,916,2086,-0.278
medium_variant,916,2087,-0.289
medium_variant,916,2088,-0.3
medium_variant,916,2089,-0.309
medium_variant,916,2090,-0.318
medium_variant,916,2091,-0.327
medium_variant,916,2092,-0.335
medium_variant,916,2093,-0.342
medium_variant,916,2094,-0.349
medium_variant,916,2095,-0.356
medium_variant,916,2096,-0.362
medium_variant,916,2097,-0.367
medium_variant,916,2098,-0.371
medium_variant,916,2099,-0.375
