variant,region,year,populationgrowthrate
estimates,911,1950,1.913
estimates,911,1951,1.921
estimates,911,1952,1.941
estimates,911,1953,1.966
estimates,911,1954,1.996
estimates,911,1955,2.028
estimates,911,1956,2.062
estimates,911,1957,2.098
estimates,911,1958,2.134
estimates,911,1959,2.169
estimates,911,1960,2.204
estimates,911,1961,2.239
estimates,911,1962,2.275
estimates,911,1963,2.311
estimates,911,1964,2.347
estimates,911,1965,2.384
estimates,911,1966,2.42
estimates,911,1967,2.452
estimates,911,1968,2.474
estimates,911,1969,2.489
estimates,911,1970,2.5
estimates,911,1971,2.511
estimates,911,1972,2.53
estimates,911,1973,2.564
estimates,911,1974,2.61
estimates,911,1975,2.662
estimates,911,1976,2.711
estimates,911,1977,2.75
estimates,911,1978,2.772
estimates,911,1979,2.781
estimates,911,1980,2.785
estimates,911,1981,2.795
estimates,911,1982,2.805
estimates,911,1983,2.81
estimates,911,1984,2.812
estimates,911,1985,2.805
estimates,911,1986,2.792
estimates,911,1987,2.815
estimates,911,1988,2.905
estimates,911,1989,3.049
estimates,911,1990,3.223
estimates,911,1991,3.383
estimates,911,1992,3.451
estimates,911,1993,3.377
estimates,911,1994,3.182
estimates,911,1995,2.932
estimates,911,1996,2.705
estimates,911,1997,2.564
estimates,911,1998,2.548
estimates,911,1999,2.646
estimates,911,2000,2.798
estimates,911,2001,2.938
estimates,911,2002,3.046
estimates,911,2003,3.117
estimates,911,2004,3.151
estimates,911,2005,3.169
estimates,911,2006,3.186
estimates,911,2007,3.201
estimates,911,2008,3.205
estimates,911,2009,3.201
estimates,911,2010,3.19
estimates,911,2011,3.176
estimates,911,2012,3.159
estimates,911,2013,3.14
estimates,911,2014,3.12
estimates,911,2015,3.098
medium_variant,911,2015,3.098
medium_variant,911,2016,3.075
medium_variant,911,2017,3.051
medium_variant,911,2018,3.025
medium_variant,911,2019,3
medium_variant,911,2020,2.974
medium_variant,911,2021,2.947
medium_variant,911,2022,2.92
medium_variant,911,2023,2.894
medium_variant,911,2024,2.868
medium_variant,911,2025,2.842
medium_variant,911,2026,2.815
medium_variant,911,2027,2.789
medium_variant,911,2028,2.762
medium_variant,911,2029,2.736
medium_variant,911,2030,2.71
medium_variant,911,2031,2.683
medium_variant,911,2032,2.655
medium_variant,911,2033,2.626
medium_variant,911,2034,2.596
medium_variant,911,2035,2.565
medium_variant,911,2036,2.535
medium_variant,911,2037,2.503
medium_variant,911,2038,2.47
medium_variant,911,2039,2.436
medium_variant,911,2040,2.402
medium_variant,911,2041,2.368
medium_variant,911,2042,2.333
medium_variant,911,2043,2.299
medium_variant,911,2044,2.264
medium_variant,911,2045,2.23
medium_variant,911,2046,2.196
medium_variant,911,2047,2.162
medium_variant,911,2048,2.129
medium_variant,911,2049,2.096
medium_variant,911,2050,2.064
medium_variant,911,2051,2.032
medium_variant,911,2052,2
medium_variant,911,2053,1.968
medium_variant,911,2054,1.936
medium_variant,911,2055,1.905
medium_variant,911,2056,1.874
medium_variant,911,2057,1.843
medium_variant,911,2058,1.813
medium_variant,911,2059,1.784
medium_variant,911,2060,1.755
medium_variant,911,2061,1.727
medium_variant,911,2062,1.698
medium_variant,911,2063,1.669
medium_variant,911,2064,1.64
medium_variant,911,2065,1.611
medium_variant,911,2066,1.581
medium_variant,911,2067,1.552
medium_variant,911,2068,1.524
medium_variant,911,2069,1.495
medium_variant,911,2070,1.466
medium_variant,911,2071,1.438
medium_variant,911,2072,1.409
medium_variant,911,2073,1.381
medium_variant,911,2074,1.354
medium_variant,911,2075,1.327
medium_variant,911,2076,1.3
medium_variant,911,2077,1.273
medium_variant,911,2078,1.246
medium_variant,911,2079,1.219
medium_variant,911,2080,1.192
medium_variant,911,2081,1.166
medium_variant,911,2082,1.139
medium_variant,911,2083,1.113
medium_variant,911,2084,1.088
medium_variant,911,2085,1.063
medium_variant,911,2086,1.038
medium_variant,911,2087,1.013
medium_variant,911,2088,0.989
medium_variant,911,2089,0.965
medium_variant,911,2090,0.941
medium_variant,911,2091,0.917
medium_variant,911,2092,0.894
medium_variant,911,2093,0.871
medium_variant,911,2094,0.848
medium_variant,911,2095,0.826
medium_variant,911,2096,0.804
medium_variant,911,2097,0.782
medium_variant,911,2098,0.761
medium_variant,911,2099,0.74
