variant,region,year,populationgrowthrate
estimates,928,1950,1.75
estimates,928,1951,1.803
estimates,928,1952,1.899
estimates,928,1953,1.979
estimates,928,1954,2.044
estimates,928,1955,2.1
estimates,928,1956,2.15
estimates,928,1957,2.195
estimates,928,1958,2.238
estimates,928,1959,2.281
estimates,928,1960,2.322
estimates,928,1961,2.359
estimates,928,1962,2.389
estimates,928,1963,2.411
estimates,928,1964,2.426
estimates,928,1965,2.436
estimates,928,1966,2.444
estimates,928,1967,2.46
estimates,928,1968,2.487
estimates,928,1969,2.526
estimates,928,1970,2.568
estimates,928,1971,2.607
estimates,928,1972,2.637
estimates,928,1973,2.655
estimates,928,1974,2.662
estimates,928,1975,2.659
estimates,928,1976,2.651
estimates,928,1977,2.649
estimates,928,1978,2.662
estimates,928,1979,2.685
estimates,928,1980,2.716
estimates,928,1981,2.742
estimates,928,1982,2.735
estimates,928,1983,2.673
estimates,928,1984,2.566
estimates,928,1985,2.437
estimates,928,1986,2.316
estimates,928,1987,2.234
estimates,928,1988,2.21
estimates,928,1989,2.241
estimates,928,1990,2.298
estimates,928,1991,2.35
estimates,928,1992,2.387
estimates,928,1993,2.408
estimates,928,1994,2.411
estimates,928,1995,2.406
estimates,928,1996,2.403
estimates,928,1997,2.395
estimates,928,1998,2.375
estimates,928,1999,2.345
estimates,928,2000,2.309
estimates,928,2001,2.271
estimates,928,2002,2.242
estimates,928,2003,2.227
estimates,928,2004,2.225
estimates,928,2005,2.23
estimates,928,2006,2.231
estimates,928,2007,2.222
estimates,928,2008,2.196
estimates,928,2009,2.156
estimates,928,2010,2.109
estimates,928,2011,2.063
estimates,928,2012,2.022
estimates,928,2013,1.988
estimates,928,2014,1.961
estimates,928,2015,1.937
medium_variant,928,2015,1.937
medium_variant,928,2016,1.913
medium_variant,928,2017,1.887
medium_variant,928,2018,1.861
medium_variant,928,2019,1.834
medium_variant,928,2020,1.807
medium_variant,928,2021,1.78
medium_variant,928,2022,1.754
medium_variant,928,2023,1.729
medium_variant,928,2024,1.704
medium_variant,928,2025,1.68
medium_variant,928,2026,1.655
medium_variant,928,2027,1.631
medium_variant,928,2028,1.607
medium_variant,928,2029,1.582
medium_variant,928,2030,1.558
medium_variant,928,2031,1.534
medium_variant,928,2032,1.509
medium_variant,928,2033,1.484
medium_variant,928,2034,1.458
medium_variant,928,2035,1.432
medium_variant,928,2036,1.406
medium_variant,928,2037,1.38
medium_variant,928,2038,1.354
medium_variant,928,2039,1.329
medium_variant,928,2040,1.304
medium_variant,928,2041,1.279
medium_variant,928,2042,1.254
medium_variant,928,2043,1.228
medium_variant,928,2044,1.203
medium_variant,928,2045,1.178
medium_variant,928,2046,1.153
medium_variant,928,2047,1.128
medium_variant,928,2048,1.105
medium_variant,928,2049,1.082
medium_variant,928,2050,1.06
medium_variant,928,2051,1.039
medium_variant,928,2052,1.017
medium_variant,928,2053,0.996
medium_variant,928,2054,0.974
medium_variant,928,2055,0.953
medium_variant,928,2056,0.931
medium_variant,928,2057,0.91
medium_variant,928,2058,0.89
medium_variant,928,2059,0.869
medium_variant,928,2060,0.849
medium_variant,928,2061,0.828
medium_variant,928,2062,0.808
medium_variant,928,2063,0.788
medium_variant,928,2064,0.769
medium_variant,928,2065,0.75
medium_variant,928,2066,0.73
medium_variant,928,2067,0.711
medium_variant,928,2068,0.692
medium_variant,928,2069,0.672
medium_variant,928,2070,0.653
medium_variant,928,2071,0.633
medium_variant,928,2072,0.614
medium_variant,928,2073,0.595
medium_variant,928,2074,0.576
medium_variant,928,2075,0.557
medium_variant,928,2076,0.539
medium_variant,928,2077,0.52
medium_variant,928,2078,0.503
medium_variant,928,2079,0.485
medium_variant,928,2080,0.468
medium_variant,928,2081,0.452
medium_variant,928,2082,0.435
medium_variant,928,2083,0.419
medium_variant,928,2084,0.402
medium_variant,928,2085,0.386
medium_variant,928,2086,0.37
medium_variant,928,2087,0.355
medium_variant,928,2088,0.34
medium_variant,928,2089,0.325
medium_variant,928,2090,0.311
medium_variant,928,2091,0.297
medium_variant,928,2092,0.284
medium_variant,928,2093,0.27
medium_variant,928,2094,0.257
medium_variant,928,2095,0.244
medium_variant,928,2096,0.231
medium_variant,928,2097,0.219
medium_variant,928,2098,0.207
medium_variant,928,2099,0.195
