variant,region,year,populationgrowthrate
estimates,1501,1950,1.773
estimates,1501,1951,1.813
estimates,1501,1952,1.888
estimates,1501,1953,1.953
estimates,1501,1954,2.01
estimates,1501,1955,2.061
estimates,1501,1956,2.107
estimates,1501,1957,2.149
estimates,1501,1958,2.187
estimates,1501,1959,2.223
estimates,1501,1960,2.255
estimates,1501,1961,2.283
estimates,1501,1962,2.305
estimates,1501,1963,2.321
estimates,1501,1964,2.33
estimates,1501,1965,2.335
estimates,1501,1966,2.339
estimates,1501,1967,2.341
estimates,1501,1968,2.341
estimates,1501,1969,2.34
estimates,1501,1970,2.337
estimates,1501,1971,2.335
estimates,1501,1972,2.335
estimates,1501,1973,2.339
estimates,1501,1974,2.347
estimates,1501,1975,2.356
estimates,1501,1976,2.362
estimates,1501,1977,2.37
estimates,1501,1978,2.383
estimates,1501,1979,2.401
estimates,1501,1980,2.419
estimates,1501,1981,2.433
estimates,1501,1982,2.435
estimates,1501,1983,2.423
estimates,1501,1984,2.397
estimates,1501,1985,2.363
estimates,1501,1986,2.326
estimates,1501,1987,2.288
estimates,1501,1988,2.247
estimates,1501,1989,2.203
estimates,1501,1990,2.158
estimates,1501,1991,2.112
estimates,1501,1992,2.066
estimates,1501,1993,2.021
estimates,1501,1994,1.978
estimates,1501,1995,1.935
estimates,1501,1996,1.894
estimates,1501,1997,1.855
estimates,1501,1998,1.82
estimates,1501,1999,1.788
estimates,1501,2000,1.759
estimates,1501,2001,1.731
estimates,1501,2002,1.705
estimates,1501,2003,1.681
estimates,1501,2004,1.66
estimates,1501,2005,1.639
estimates,1501,2006,1.62
estimates,1501,2007,1.6
estimates,1501,2008,1.58
estimates,1501,2009,1.558
estimates,1501,2010,1.537
estimates,1501,2011,1.515
estimates,1501,2012,1.495
estimates,1501,2013,1.474
estimates,1501,2014,1.453
estimates,1501,2015,1.432
medium_variant,1501,2015,1.432
medium_variant,1501,2016,1.411
medium_variant,1501,2017,1.391
medium_variant,1501,2018,1.372
medium_variant,1501,2019,1.354
medium_variant,1501,2020,1.337
medium_variant,1501,2021,1.32
medium_variant,1501,2022,1.3
medium_variant,1501,2023,1.276
medium_variant,1501,2024,1.249
medium_variant,1501,2025,1.22
medium_variant,1501,2026,1.191
medium_variant,1501,2027,1.163
medium_variant,1501,2028,1.137
medium_variant,1501,2029,1.112
medium_variant,1501,2030,1.088
medium_variant,1501,2031,1.064
medium_variant,1501,2032,1.04
medium_variant,1501,2033,1.017
medium_variant,1501,2034,0.994
medium_variant,1501,2035,0.971
medium_variant,1501,2036,0.949
medium_variant,1501,2037,0.927
medium_variant,1501,2038,0.906
medium_variant,1501,2039,0.885
medium_variant,1501,2040,0.864
medium_variant,1501,2041,0.844
medium_variant,1501,2042,0.824
medium_variant,1501,2043,0.804
medium_variant,1501,2044,0.783
medium_variant,1501,2045,0.763
medium_variant,1501,2046,0.743
medium_variant,1501,2047,0.724
medium_variant,1501,2048,0.704
medium_variant,1501,2049,0.685
medium_variant,1501,2050,0.666
medium_variant,1501,2051,0.647
medium_variant,1501,2052,0.628
medium_variant,1501,2053,0.61
medium_variant,1501,2054,0.591
medium_variant,1501,2055,0.572
medium_variant,1501,2056,0.554
medium_variant,1501,2057,0.536
medium_variant,1501,2058,0.519
medium_variant,1501,2059,0.502
medium_variant,1501,2060,0.486
medium_variant,1501,2061,0.47
medium_variant,1501,2062,0.454
medium_variant,1501,2063,0.438
medium_variant,1501,2064,0.423
medium_variant,1501,2065,0.408
medium_variant,1501,2066,0.393
medium_variant,1501,2067,0.379
medium_variant,1501,2068,0.365
medium_variant,1501,2069,0.351
medium_variant,1501,2070,0.338
medium_variant,1501,2071,0.325
medium_variant,1501,2072,0.313
medium_variant,1501,2073,0.3
medium_variant,1501,2074,0.288
medium_variant,1501,2075,0.276
medium_variant,1501,2076,0.264
medium_variant,1501,2077,0.253
medium_variant,1501,2078,0.241
medium_variant,1501,2079,0.231
medium_variant,1501,2080,0.22
medium_variant,1501,2081,0.21
medium_variant,1501,2082,0.2
medium_variant,1501,2083,0.19
medium_variant,1501,2084,0.181
medium_variant,1501,2085,0.172
medium_variant,1501,2086,0.163
medium_variant,1501,2087,0.154
medium_variant,1501,2088,0.145
medium_variant,1501,2089,0.136
medium_variant,1501,2090,0.127
medium_variant,1501,2091,0.119
medium_variant,1501,2092,0.11
medium_variant,1501,2093,0.102
medium_variant,1501,2094,0.094
medium_variant,1501,2095,0.087
medium_variant,1501,2096,0.08
medium_variant,1501,2097,0.073
medium_variant,1501,2098,0.066
medium_variant,1501,2099,0.059
