variant,region,year,populationgrowthrate
estimates,920,1950,2.271
estimates,920,1951,2.325
estimates,920,1952,2.425
estimates,920,1953,2.512
estimates,920,1954,2.584
estimates,920,1955,2.645
estimates,920,1956,2.693
estimates,920,1957,2.731
estimates,920,1958,2.759
estimates,920,1959,2.778
estimates,920,1960,2.79
estimates,920,1961,2.794
estimates,920,1962,2.792
estimates,920,1963,2.785
estimates,920,1964,2.772
estimates,920,1965,2.755
estimates,920,1966,2.734
estimates,920,1967,2.71
estimates,920,1968,2.686
estimates,920,1969,2.661
estimates,920,1970,2.638
estimates,920,1971,2.615
estimates,920,1972,2.581
estimates,920,1973,2.528
estimates,920,1974,2.459
estimates,920,1975,2.382
estimates,920,1976,2.308
estimates,920,1977,2.255
estimates,920,1978,2.238
estimates,920,1979,2.253
estimates,920,1980,2.283
estimates,920,1981,2.307
estimates,920,1982,2.314
estimates,920,1983,2.298
estimates,920,1984,2.26
estimates,920,1985,2.212
estimates,920,1986,2.163
estimates,920,1987,2.113
estimates,920,1988,2.055
estimates,920,1989,1.992
estimates,920,1990,1.926
estimates,920,1991,1.86
estimates,920,1992,1.798
estimates,920,1993,1.745
estimates,920,1994,1.699
estimates,920,1995,1.658
estimates,920,1996,1.618
estimates,920,1997,1.577
estimates,920,1998,1.536
estimates,920,1999,1.495
estimates,920,2000,1.456
estimates,920,2001,1.419
estimates,920,2002,1.384
estimates,920,2003,1.349
estimates,920,2004,1.315
estimates,920,2005,1.281
estimates,920,2006,1.248
estimates,920,2007,1.223
estimates,920,2008,1.212
estimates,920,2009,1.214
estimates,920,2010,1.223
estimates,920,2011,1.231
estimates,920,2012,1.23
estimates,920,2013,1.214
estimates,920,2014,1.183
estimates,920,2015,1.143
medium_variant,920,2015,1.143
medium_variant,920,2016,1.104
medium_variant,920,2017,1.068
medium_variant,920,2018,1.037
medium_variant,920,2019,1.01
medium_variant,920,2020,0.985
medium_variant,920,2021,0.959
medium_variant,920,2022,0.932
medium_variant,920,2023,0.904
medium_variant,920,2024,0.875
medium_variant,920,2025,0.845
medium_variant,920,2026,0.815
medium_variant,920,2027,0.786
medium_variant,920,2028,0.758
medium_variant,920,2029,0.729
medium_variant,920,2030,0.701
medium_variant,920,2031,0.674
medium_variant,920,2032,0.647
medium_variant,920,2033,0.62
medium_variant,920,2034,0.594
medium_variant,920,2035,0.569
medium_variant,920,2036,0.544
medium_variant,920,2037,0.52
medium_variant,920,2038,0.496
medium_variant,920,2039,0.473
medium_variant,920,2040,0.45
medium_variant,920,2041,0.428
medium_variant,920,2042,0.406
medium_variant,920,2043,0.385
medium_variant,920,2044,0.363
medium_variant,920,2045,0.341
medium_variant,920,2046,0.32
medium_variant,920,2047,0.3
medium_variant,920,2048,0.28
medium_variant,920,2049,0.26
medium_variant,920,2050,0.241
medium_variant,920,2051,0.222
medium_variant,920,2052,0.204
medium_variant,920,2053,0.186
medium_variant,920,2054,0.168
medium_variant,920,2055,0.15
medium_variant,920,2056,0.133
medium_variant,920,2057,0.116
medium_variant,920,2058,0.1
medium_variant,920,2059,0.085
medium_variant,920,2060,0.07
medium_variant,920,2061,0.055
medium_variant,920,2062,0.041
medium_variant,920,2063,0.028
medium_variant,920,2064,0.015
medium_variant,920,2065,0.003
medium_variant,920,2066,-0.009
medium_variant,920,2067,-0.021
medium_variant,920,2068,-0.032
medium_variant,920,2069,-0.043
medium_variant,920,2070,-0.054
medium_variant,920,2071,-0.064
medium_variant,920,2072,-0.073
medium_variant,920,2073,-0.083
medium_variant,920,2074,-0.092
medium_variant,920,2075,-0.101
medium_variant,920,2076,-0.11
medium_variant,920,2077,-0.119
medium_variant,920,2078,-0.127
medium_variant,920,2079,-0.135
medium_variant,920,2080,-0.142
medium_variant,920,2081,-0.15
medium_variant,920,2082,-0.156
medium_variant,920,2083,-0.163
medium_variant,920,2084,-0.169
medium_variant,920,2085,-0.174
medium_variant,920,2086,-0.18
medium_variant,920,2087,-0.185
medium_variant,920,2088,-0.19
medium_variant,920,2089,-0.194
medium_variant,920,2090,-0.199
medium_variant,920,2091,-0.203
medium_variant,920,2092,-0.207
medium_variant,920,2093,-0.21
medium_variant,920,2094,-0.214
medium_variant,920,2095,-0.217
medium_variant,920,2096,-0.219
medium_variant,920,2097,-0.222
medium_variant,920,2098,-0.225
medium_variant,920,2099,-0.227
