variant,region,year,populationgrowthrate
estimates,5500,1950,2.492
estimates,5500,1951,2.685
estimates,5500,1952,3.02
estimates,5500,1953,3.262
estimates,5500,1954,3.428
estimates,5500,1955,3.536
estimates,5500,1956,3.601
estimates,5500,1957,3.637
estimates,5500,1958,3.654
estimates,5500,1959,3.655
estimates,5500,1960,3.64
estimates,5500,1961,3.602
estimates,5500,1962,3.531
estimates,5500,1963,3.423
estimates,5500,1964,3.283
estimates,5500,1965,3.13
estimates,5500,1966,2.979
estimates,5500,1967,2.835
estimates,5500,1968,2.698
estimates,5500,1969,2.57
estimates,5500,1970,2.449
estimates,5500,1971,2.335
estimates,5500,1972,2.239
estimates,5500,1973,2.168
estimates,5500,1974,2.122
estimates,5500,1975,2.089
estimates,5500,1976,2.061
estimates,5500,1977,2.041
estimates,5500,1978,2.033
estimates,5500,1979,2.035
estimates,5500,1980,2.037
estimates,5500,1981,2.034
estimates,5500,1982,2.033
estimates,5500,1983,2.041
estimates,5500,1984,2.055
estimates,5500,1985,2.072
estimates,5500,1986,2.08
estimates,5500,1987,2.047
estimates,5500,1988,1.945
estimates,5500,1989,1.781
estimates,5500,1990,1.59
estimates,5500,1991,1.408
estimates,5500,1992,1.246
estimates,5500,1993,1.105
estimates,5500,1994,0.989
estimates,5500,1995,0.887
estimates,5500,1996,0.794
estimates,5500,1997,0.735
estimates,5500,1998,0.736
estimates,5500,1999,0.794
estimates,5500,2000,0.886
estimates,5500,2001,0.986
estimates,5500,2002,1.081
estimates,5500,2003,1.164
estimates,5500,2004,1.232
estimates,5500,2005,1.292
estimates,5500,2006,1.351
estimates,5500,2007,1.413
estimates,5500,2008,1.482
estimates,5500,2009,1.553
estimates,5500,2010,1.623
estimates,5500,2011,1.683
estimates,5500,2012,1.716
estimates,5500,2013,1.71
estimates,5500,2014,1.665
estimates,5500,2015,1.599
medium_variant,5500,2015,1.599
medium_variant,5500,2016,1.53
medium_variant,5500,2017,1.463
medium_variant,5500,2018,1.402
medium_variant,5500,2019,1.346
medium_variant,5500,2020,1.293
medium_variant,5500,2021,1.238
medium_variant,5500,2022,1.183
medium_variant,5500,2023,1.13
medium_variant,5500,2024,1.08
medium_variant,5500,2025,1.033
medium_variant,5500,2026,0.988
medium_variant,5500,2027,0.948
medium_variant,5500,2028,0.915
medium_variant,5500,2029,0.888
medium_variant,5500,2030,0.865
medium_variant,5500,2031,0.845
medium_variant,5500,2032,0.826
medium_variant,5500,2033,0.811
medium_variant,5500,2034,0.798
medium_variant,5500,2035,0.787
medium_variant,5500,2036,0.777
medium_variant,5500,2037,0.766
medium_variant,5500,2038,0.754
medium_variant,5500,2039,0.741
medium_variant,5500,2040,0.727
medium_variant,5500,2041,0.713
medium_variant,5500,2042,0.697
medium_variant,5500,2043,0.677
medium_variant,5500,2044,0.655
medium_variant,5500,2045,0.63
medium_variant,5500,2046,0.605
medium_variant,5500,2047,0.58
medium_variant,5500,2048,0.553
medium_variant,5500,2049,0.525
medium_variant,5500,2050,0.497
medium_variant,5500,2051,0.468
medium_variant,5500,2052,0.441
medium_variant,5500,2053,0.414
medium_variant,5500,2054,0.388
medium_variant,5500,2055,0.363
medium_variant,5500,2056,0.339
medium_variant,5500,2057,0.316
medium_variant,5500,2058,0.295
medium_variant,5500,2059,0.276
medium_variant,5500,2060,0.259
medium_variant,5500,2061,0.243
medium_variant,5500,2062,0.228
medium_variant,5500,2063,0.214
medium_variant,5500,2064,0.202
medium_variant,5500,2065,0.191
medium_variant,5500,2066,0.18
medium_variant,5500,2067,0.17
medium_variant,5500,2068,0.16
medium_variant,5500,2069,0.151
medium_variant,5500,2070,0.141
medium_variant,5500,2071,0.131
medium_variant,5500,2072,0.122
medium_variant,5500,2073,0.113
medium_variant,5500,2074,0.104
medium_variant,5500,2075,0.095
medium_variant,5500,2076,0.086
medium_variant,5500,2077,0.077
medium_variant,5500,2078,0.068
medium_variant,5500,2079,0.059
medium_variant,5500,2080,0.05
medium_variant,5500,2081,0.041
medium_variant,5500,2082,0.032
medium_variant,5500,2083,0.023
medium_variant,5500,2084,0.014
medium_variant,5500,2085,0.005
medium_variant,5500,2086,-0.004
medium_variant,5500,2087,-0.013
medium_variant,5500,2088,-0.022
medium_variant,5500,2089,-0.032
medium_variant,5500,2090,-0.041
medium_variant,5500,2091,-0.051
medium_variant,5500,2092,-0.06
medium_variant,5500,2093,-0.07
medium_variant,5500,2094,-0.079
medium_variant,5500,2095,-0.089
medium_variant,5500,2096,-0.099
medium_variant,5500,2097,-0.109
medium_variant,5500,2098,-0.119
medium_variant,5500,2099,-0.129
