variant,region,year,populationgrowthrate
estimates,948,1950,1.938
estimates,948,1951,1.981
estimates,948,1952,2.061
estimates,948,1953,2.132
estimates,948,1954,2.194
estimates,948,1955,2.247
estimates,948,1956,2.293
estimates,948,1957,2.333
estimates,948,1958,2.367
estimates,948,1959,2.396
estimates,948,1960,2.421
estimates,948,1961,2.44
estimates,948,1962,2.455
estimates,948,1963,2.465
estimates,948,1964,2.471
estimates,948,1965,2.473
estimates,948,1966,2.473
estimates,948,1967,2.472
estimates,948,1968,2.468
estimates,948,1969,2.463
estimates,948,1970,2.457
estimates,948,1971,2.451
estimates,948,1972,2.445
estimates,948,1973,2.44
estimates,948,1974,2.436
estimates,948,1975,2.431
estimates,948,1976,2.424
estimates,948,1977,2.421
estimates,948,1978,2.424
estimates,948,1979,2.433
estimates,948,1980,2.443
estimates,948,1981,2.449
estimates,948,1982,2.447
estimates,948,1983,2.433
estimates,948,1984,2.409
estimates,948,1985,2.378
estimates,948,1986,2.346
estimates,948,1987,2.311
estimates,948,1988,2.272
estimates,948,1989,2.231
estimates,948,1990,2.187
estimates,948,1991,2.143
estimates,948,1992,2.101
estimates,948,1993,2.059
estimates,948,1994,2.02
estimates,948,1995,1.983
estimates,948,1996,1.946
estimates,948,1997,1.912
estimates,948,1998,1.881
estimates,948,1999,1.853
estimates,948,2000,1.827
estimates,948,2001,1.803
estimates,948,2002,1.781
estimates,948,2003,1.762
estimates,948,2004,1.745
estimates,948,2005,1.73
estimates,948,2006,1.715
estimates,948,2007,1.702
estimates,948,2008,1.69
estimates,948,2009,1.68
estimates,948,2010,1.671
estimates,948,2011,1.661
estimates,948,2012,1.648
estimates,948,2013,1.629
estimates,948,2014,1.604
estimates,948,2015,1.576
medium_variant,948,2015,1.576
medium_variant,948,2016,1.547
medium_variant,948,2017,1.52
medium_variant,948,2018,1.494
medium_variant,948,2019,1.469
medium_variant,948,2020,1.445
medium_variant,948,2021,1.421
medium_variant,948,2022,1.397
medium_variant,948,2023,1.372
medium_variant,948,2024,1.347
medium_variant,948,2025,1.322
medium_variant,948,2026,1.298
medium_variant,948,2027,1.274
medium_variant,948,2028,1.251
medium_variant,948,2029,1.229
medium_variant,948,2030,1.207
medium_variant,948,2031,1.186
medium_variant,948,2032,1.165
medium_variant,948,2033,1.144
medium_variant,948,2034,1.123
medium_variant,948,2035,1.103
medium_variant,948,2036,1.082
medium_variant,948,2037,1.062
medium_variant,948,2038,1.043
medium_variant,948,2039,1.023
medium_variant,948,2040,1.004
medium_variant,948,2041,0.985
medium_variant,948,2042,0.966
medium_variant,948,2043,0.947
medium_variant,948,2044,0.928
medium_variant,948,2045,0.909
medium_variant,948,2046,0.89
medium_variant,948,2047,0.871
medium_variant,948,2048,0.852
medium_variant,948,2049,0.833
medium_variant,948,2050,0.815
medium_variant,948,2051,0.796
medium_variant,948,2052,0.778
medium_variant,948,2053,0.76
medium_variant,948,2054,0.742
medium_variant,948,2055,0.724
medium_variant,948,2056,0.706
medium_variant,948,2057,0.688
medium_variant,948,2058,0.671
medium_variant,948,2059,0.655
medium_variant,948,2060,0.639
medium_variant,948,2061,0.623
medium_variant,948,2062,0.607
medium_variant,948,2063,0.591
medium_variant,948,2064,0.576
medium_variant,948,2065,0.561
medium_variant,948,2066,0.546
medium_variant,948,2067,0.532
medium_variant,948,2068,0.518
medium_variant,948,2069,0.504
medium_variant,948,2070,0.49
medium_variant,948,2071,0.477
medium_variant,948,2072,0.464
medium_variant,948,2073,0.451
medium_variant,948,2074,0.438
medium_variant,948,2075,0.425
medium_variant,948,2076,0.413
medium_variant,948,2077,0.401
medium_variant,948,2078,0.389
medium_variant,948,2079,0.377
medium_variant,948,2080,0.365
medium_variant,948,2081,0.354
medium_variant,948,2082,0.343
medium_variant,948,2083,0.332
medium_variant,948,2084,0.321
medium_variant,948,2085,0.311
medium_variant,948,2086,0.301
medium_variant,948,2087,0.29
medium_variant,948,2088,0.28
medium_variant,948,2089,0.27
medium_variant,948,2090,0.26
medium_variant,948,2091,0.25
medium_variant,948,2092,0.24
medium_variant,948,2093,0.231
medium_variant,948,2094,0.222
medium_variant,948,2095,0.213
medium_variant,948,2096,0.204
medium_variant,948,2097,0.195
medium_variant,948,2098,0.186
medium_variant,948,2099,0.178
