variant,region,year,populationgrowthrate
estimates,910,1950,2.149
estimates,910,1951,2.164
estimates,910,1952,2.197
estimates,910,1953,2.233
estimates,910,1954,2.272
estimates,910,1955,2.313
estimates,910,1956,2.355
estimates,910,1957,2.399
estimates,910,1958,2.443
estimates,910,1959,2.486
estimates,910,1960,2.529
estimates,910,1961,2.571
estimates,910,1962,2.61
estimates,910,1963,2.647
estimates,910,1964,2.681
estimates,910,1965,2.714
estimates,910,1966,2.745
estimates,910,1967,2.771
estimates,910,1968,2.791
estimates,910,1969,2.805
estimates,910,1970,2.815
estimates,910,1971,2.824
estimates,910,1972,2.837
estimates,910,1973,2.858
estimates,910,1974,2.887
estimates,910,1975,2.917
estimates,910,1976,2.945
estimates,910,1977,2.966
estimates,910,1978,2.976
estimates,910,1979,2.976
estimates,910,1980,2.968
estimates,910,1981,2.955
estimates,910,1982,2.95
estimates,910,1983,2.963
estimates,910,1984,2.99
estimates,910,1985,3.028
estimates,910,1986,3.062
estimates,910,1987,3.058
estimates,910,1988,2.992
estimates,910,1989,2.874
estimates,910,1990,2.73
estimates,910,1991,2.598
estimates,910,1992,2.52
estimates,910,1993,2.526
estimates,910,1994,2.608
estimates,910,1995,2.726
estimates,910,1996,2.837
estimates,910,1997,2.911
estimates,910,1998,2.935
estimates,910,1999,2.911
estimates,910,2000,2.866
estimates,910,2001,2.825
estimates,910,2002,2.802
estimates,910,2003,2.8
estimates,910,2004,2.819
estimates,910,2005,2.844
estimates,910,2006,2.865
estimates,910,2007,2.877
estimates,910,2008,2.878
estimates,910,2009,2.87
estimates,910,2010,2.856
estimates,910,2011,2.842
estimates,910,2012,2.826
estimates,910,2013,2.809
estimates,910,2014,2.79
estimates,910,2015,2.771
medium_variant,910,2015,2.771
medium_variant,910,2016,2.749
medium_variant,910,2017,2.725
medium_variant,910,2018,2.699
medium_variant,910,2019,2.671
medium_variant,910,2020,2.642
medium_variant,910,2021,2.612
medium_variant,910,2022,2.582
medium_variant,910,2023,2.554
medium_variant,910,2024,2.526
medium_variant,910,2025,2.499
medium_variant,910,2026,2.472
medium_variant,910,2027,2.444
medium_variant,910,2028,2.416
medium_variant,910,2029,2.388
medium_variant,910,2030,2.36
medium_variant,910,2031,2.332
medium_variant,910,2032,2.303
medium_variant,910,2033,2.274
medium_variant,910,2034,2.244
medium_variant,910,2035,2.215
medium_variant,910,2036,2.185
medium_variant,910,2037,2.155
medium_variant,910,2038,2.126
medium_variant,910,2039,2.096
medium_variant,910,2040,2.067
medium_variant,910,2041,2.038
medium_variant,910,2042,2.008
medium_variant,910,2043,1.979
medium_variant,910,2044,1.95
medium_variant,910,2045,1.92
medium_variant,910,2046,1.891
medium_variant,910,2047,1.862
medium_variant,910,2048,1.834
medium_variant,910,2049,1.806
medium_variant,910,2050,1.777
medium_variant,910,2051,1.75
medium_variant,910,2052,1.722
medium_variant,910,2053,1.694
medium_variant,910,2054,1.666
medium_variant,910,2055,1.639
medium_variant,910,2056,1.611
medium_variant,910,2057,1.584
medium_variant,910,2058,1.557
medium_variant,910,2059,1.53
medium_variant,910,2060,1.503
medium_variant,910,2061,1.477
medium_variant,910,2062,1.451
medium_variant,910,2063,1.425
medium_variant,910,2064,1.399
medium_variant,910,2065,1.374
medium_variant,910,2066,1.349
medium_variant,910,2067,1.324
medium_variant,910,2068,1.299
medium_variant,910,2069,1.274
medium_variant,910,2070,1.249
medium_variant,910,2071,1.224
medium_variant,910,2072,1.2
medium_variant,910,2073,1.176
medium_variant,910,2074,1.152
medium_variant,910,2075,1.128
medium_variant,910,2076,1.105
medium_variant,910,2077,1.081
medium_variant,910,2078,1.058
medium_variant,910,2079,1.036
medium_variant,910,2080,1.013
medium_variant,910,2081,0.991
medium_variant,910,2082,0.969
medium_variant,910,2083,0.947
medium_variant,910,2084,0.925
medium_variant,910,2085,0.903
medium_variant,910,2086,0.882
medium_variant,910,2087,0.861
medium_variant,910,2088,0.84
medium_variant,910,2089,0.82
medium_variant,910,2090,0.8
medium_variant,910,2091,0.78
medium_variant,910,2092,0.761
medium_variant,910,2093,0.741
medium_variant,910,2094,0.722
medium_variant,910,2095,0.703
medium_variant,910,2096,0.684
medium_variant,910,2097,0.666
medium_variant,910,2098,0.647
medium_variant,910,2099,0.629
