variant,region,year,populationgrowthrate
estimates,912,1950,2.395
estimates,912,1951,2.426
estimates,912,1952,2.487
estimates,912,1953,2.545
estimates,912,1954,2.597
estimates,912,1955,2.641
estimates,912,1956,2.676
estimates,912,1957,2.701
estimates,912,1958,2.714
estimates,912,1959,2.717
estimates,912,1960,2.712
estimates,912,1961,2.703
estimates,912,1962,2.695
estimates,912,1963,2.689
estimates,912,1964,2.687
estimates,912,1965,2.688
estimates,912,1966,2.689
estimates,912,1967,2.679
estimates,912,1968,2.648
estimates,912,1969,2.6
estimates,912,1970,2.546
estimates,912,1971,2.498
estimates,912,1972,2.473
estimates,912,1973,2.48
estimates,912,1974,2.517
estimates,912,1975,2.566
estimates,912,1976,2.612
estimates,912,1977,2.654
estimates,912,1978,2.698
estimates,912,1979,2.738
estimates,912,1980,2.775
estimates,912,1981,2.805
estimates,912,1982,2.819
estimates,912,1983,2.813
estimates,912,1984,2.788
estimates,912,1985,2.75
estimates,912,1986,2.704
estimates,912,1987,2.653
estimates,912,1988,2.596
estimates,912,1989,2.533
estimates,912,1990,2.469
estimates,912,1991,2.404
estimates,912,1992,2.326
estimates,912,1993,2.223
estimates,912,1994,2.099
estimates,912,1995,1.967
estimates,912,1996,1.842
estimates,912,1997,1.745
estimates,912,1998,1.69
estimates,912,1999,1.676
estimates,912,2000,1.686
estimates,912,2001,1.702
estimates,912,2002,1.709
estimates,912,2003,1.703
estimates,912,2004,1.684
estimates,912,2005,1.657
estimates,912,2006,1.635
estimates,912,2007,1.636
estimates,912,2008,1.675
estimates,912,2009,1.747
estimates,912,2010,1.834
estimates,912,2011,1.914
estimates,912,2012,1.966
estimates,912,2013,1.977
estimates,912,2014,1.947
estimates,912,2015,1.897
medium_variant,912,2015,1.897
medium_variant,912,2016,1.846
medium_variant,912,2017,1.798
medium_variant,912,2018,1.752
medium_variant,912,2019,1.708
medium_variant,912,2020,1.666
medium_variant,912,2021,1.621
medium_variant,912,2022,1.578
medium_variant,912,2023,1.537
medium_variant,912,2024,1.501
medium_variant,912,2025,1.466
medium_variant,912,2026,1.433
medium_variant,912,2027,1.403
medium_variant,912,2028,1.377
medium_variant,912,2029,1.356
medium_variant,912,2030,1.337
medium_variant,912,2031,1.32
medium_variant,912,2032,1.303
medium_variant,912,2033,1.288
medium_variant,912,2034,1.274
medium_variant,912,2035,1.261
medium_variant,912,2036,1.248
medium_variant,912,2037,1.234
medium_variant,912,2038,1.217
medium_variant,912,2039,1.199
medium_variant,912,2040,1.178
medium_variant,912,2041,1.158
medium_variant,912,2042,1.137
medium_variant,912,2043,1.115
medium_variant,912,2044,1.092
medium_variant,912,2045,1.068
medium_variant,912,2046,1.044
medium_variant,912,2047,1.02
medium_variant,912,2048,0.995
medium_variant,912,2049,0.97
medium_variant,912,2050,0.945
medium_variant,912,2051,0.92
medium_variant,912,2052,0.896
medium_variant,912,2053,0.872
medium_variant,912,2054,0.848
medium_variant,912,2055,0.825
medium_variant,912,2056,0.802
medium_variant,912,2057,0.78
medium_variant,912,2058,0.76
medium_variant,912,2059,0.741
medium_variant,912,2060,0.722
medium_variant,912,2061,0.704
medium_variant,912,2062,0.687
medium_variant,912,2063,0.67
medium_variant,912,2064,0.654
medium_variant,912,2065,0.637
medium_variant,912,2066,0.622
medium_variant,912,2067,0.606
medium_variant,912,2068,0.591
medium_variant,912,2069,0.576
medium_variant,912,2070,0.562
medium_variant,912,2071,0.547
medium_variant,912,2072,0.533
medium_variant,912,2073,0.519
medium_variant,912,2074,0.506
medium_variant,912,2075,0.493
medium_variant,912,2076,0.479
medium_variant,912,2077,0.467
medium_variant,912,2078,0.454
medium_variant,912,2079,0.442
medium_variant,912,2080,0.43
medium_variant,912,2081,0.418
medium_variant,912,2082,0.406
medium_variant,912,2083,0.395
medium_variant,912,2084,0.383
medium_variant,912,2085,0.372
medium_variant,912,2086,0.361
medium_variant,912,2087,0.349
medium_variant,912,2088,0.337
medium_variant,912,2089,0.325
medium_variant,912,2090,0.312
medium_variant,912,2091,0.299
medium_variant,912,2092,0.287
medium_variant,912,2093,0.274
medium_variant,912,2094,0.261
medium_variant,912,2095,0.249
medium_variant,912,2096,0.236
medium_variant,912,2097,0.223
medium_variant,912,2098,0.21
medium_variant,912,2099,0.196
