continent,year,variant,freq,age5yearinterval,noofbirthbymother
905,1950,estimates,5yearly,15_19,2533.458
905,1950,estimates,5yearly,20_24,6941.845
905,1950,estimates,5yearly,25_29,6226.849
905,1950,estimates,5yearly,30_34,3874.943
905,1950,estimates,5yearly,35_39,1845.546
905,1950,estimates,5yearly,40_44,491.699
905,1950,estimates,5yearly,45_49,30.213
905,1955,estimates,5yearly,15_19,2966.828
905,1955,estimates,5yearly,20_24,7719.264
905,1955,estimates,5yearly,25_29,6326.985
905,1955,estimates,5yearly,30_34,4049.727
905,1955,estimates,5yearly,35_39,2037.433
905,1955,estimates,5yearly,40_44,528.008
905,1955,estimates,5yearly,45_49,31.283
905,1960,estimates,5yearly,15_19,3142.319
905,1960,estimates,5yearly,20_24,7867.658
905,1960,estimates,5yearly,25_29,5784.47
905,1960,estimates,5yearly,30_34,3490.246
905,1960,estimates,5yearly,35_39,1829.152
905,1960,estimates,5yearly,40_44,512.604
905,1960,estimates,5yearly,45_49,29.631
905,1965,estimates,5yearly,15_19,3240.509
905,1965,estimates,5yearly,20_24,7360.883
905,1965,estimates,5yearly,25_29,5142.749
905,1965,estimates,5yearly,30_34,2560.005
905,1965,estimates,5yearly,35_39,1262.615
905,1965,estimates,5yearly,40_44,368.31
905,1965,estimates,5yearly,45_49,23.764
905,1970,estimates,5yearly,15_19,3266.944
905,1970,estimates,5yearly,20_24,6674.663
905,1970,estimates,5yearly,25_29,5333.111
905,1970,estimates,5yearly,30_34,2220.935
905,1970,estimates,5yearly,35_39,800.33
905,1970,estimates,5yearly,40_44,201.595
905,1970,estimates,5yearly,45_49,12.684
905,1975,estimates,5yearly,15_19,2895.722
905,1975,estimates,5yearly,20_24,6280.995
905,1975,estimates,5yearly,25_29,5758.864
905,1975,estimates,5yearly,30_34,2587.325
905,1975,estimates,5yearly,35_39,701.593
905,1975,estimates,5yearly,40_44,131.778
905,1975,estimates,5yearly,45_49,7.482
905,1980,estimates,5yearly,15_19,2639.578
905,1980,estimates,5yearly,20_24,6313.886
905,1980,estimates,5yearly,25_29,6397.981
905,1980,estimates,5yearly,30_34,3439.559
905,1980,estimates,5yearly,35_39,955.625
905,1980,estimates,5yearly,40_44,138.011
905,1980,estimates,5yearly,45_49,6.385
905,1985,estimates,5yearly,15_19,2501.838
905,1985,estimates,5yearly,20_24,5915.629
905,1985,estimates,5yearly,25_29,6793.906
905,1985,estimates,5yearly,30_34,4354.008
905,1985,estimates,5yearly,35_39,1432.634
905,1985,estimates,5yearly,40_44,202.758
905,1985,estimates,5yearly,45_49,7.608
905,1990,estimates,5yearly,15_19,2751.578
905,1990,estimates,5yearly,20_24,5562.611
905,1990,estimates,5yearly,25_29,6483.531
905,1990,estimates,5yearly,30_34,4947.823
905,1990,estimates,5yearly,35_39,1920.128
905,1990,estimates,5yearly,40_44,310.572
905,1990,estimates,5yearly,45_49,11.372
905,1995,estimates,5yearly,15_19,2491.568
905,1995,estimates,5yearly,20_24,5281.956
905,1995,estimates,5yearly,25_29,5848.055
905,1995,estimates,5yearly,30_34,4990.559
905,1995,estimates,5yearly,35_39,2254.053
905,1995,estimates,5yearly,40_44,418.089
905,1995,estimates,5yearly,45_49,18.677
905,2000,estimates,5yearly,15_19,2256.007
905,2000,estimates,5yearly,20_24,5330.334
905,2000,estimates,5yearly,25_29,6040.127
905,2000,estimates,5yearly,30_34,5187.883
905,2000,estimates,5yearly,35_39,2548.521
905,2000,estimates,5yearly,40_44,521.816
905,2000,estimates,5yearly,45_49,28.116
905,2005,estimates,5yearly,15_19,2173.625
905,2005,estimates,5yearly,20_24,5499.748
905,2005,estimates,5yearly,25_29,6274.594
905,2005,estimates,5yearly,30_34,5425.458
905,2005,estimates,5yearly,35_39,2651.429
