continent,year,variant,freq,age5yearinterval,noofbirthbymother
903,1950,estimates,5yearly,15_19,9062.581
903,1950,estimates,5yearly,20_24,15575.688
903,1950,estimates,5yearly,25_29,13399.971
903,1950,estimates,5yearly,30_34,9888.938
903,1950,estimates,5yearly,35_39,6196.107
903,1950,estimates,5yearly,40_44,3002.352
903,1950,estimates,5yearly,45_49,1116.359
903,1955,estimates,5yearly,15_19,9918.227
903,1955,estimates,5yearly,20_24,17036.708
903,1955,estimates,5yearly,25_29,14924.795
903,1955,estimates,5yearly,30_34,11130.518
903,1955,estimates,5yearly,35_39,6987.14
903,1955,estimates,5yearly,40_44,3347.174
903,1955,estimates,5yearly,45_49,1209.772
903,1960,estimates,5yearly,15_19,11150.529
903,1960,estimates,5yearly,20_24,18762.529
903,1960,estimates,5yearly,25_29,16464.585
903,1960,estimates,5yearly,30_34,12547.09
903,1960,estimates,5yearly,35_39,7968.267
903,1960,estimates,5yearly,40_44,3801.789
903,1960,estimates,5yearly,45_49,1327.82
903,1965,estimates,5yearly,15_19,12676.557
903,1965,estimates,5yearly,20_24,20979.072
903,1965,estimates,5yearly,25_29,18031.901
903,1965,estimates,5yearly,30_34,13773.165
903,1965,estimates,5yearly,35_39,8985.877
903,1965,estimates,5yearly,40_44,4321.664
903,1965,estimates,5yearly,45_49,1471.203
903,1970,estimates,5yearly,15_19,14610.148
903,1970,estimates,5yearly,20_24,24089.949
903,1970,estimates,5yearly,25_29,20235.356
903,1970,estimates,5yearly,30_34,15091.723
903,1970,estimates,5yearly,35_39,9989.785
903,1970,estimates,5yearly,40_44,4861.607
903,1970,estimates,5yearly,45_49,1637.548
903,1975,estimates,5yearly,15_19,16562.669
903,1975,estimates,5yearly,20_24,27506.095
903,1975,estimates,5yearly,25_29,23315.229
903,1975,estimates,5yearly,30_34,16941.669
903,1975,estimates,5yearly,35_39,10977.372
903,1975,estimates,5yearly,40_44,5361
903,1975,estimates,5yearly,45_49,1801.202
903,1980,estimates,5yearly,15_19,18063.204
903,1980,estimates,5yearly,20_24,30895.696
903,1980,estimates,5yearly,25_29,26782.586
903,1980,estimates,5yearly,30_34,19534.697
903,1980,estimates,5yearly,35_39,12317.58
903,1980,estimates,5yearly,40_44,5777.968
903,1980,estimates,5yearly,45_49,1920.387
903,1985,estimates,5yearly,15_19,19487.248
903,1985,estimates,5yearly,20_24,33684.363
903,1985,estimates,5yearly,25_29,29825.328
903,1985,estimates,5yearly,30_34,22108.259
903,1985,estimates,5yearly,35_39,13747.41
903,1985,estimates,5yearly,40_44,6333.556
903,1985,estimates,5yearly,45_49,1987.972
903,1990,estimates,5yearly,15_19,21651.065
903,1990,estimates,5yearly,20_24,36516.758
903,1990,estimates,5yearly,25_29,32133.3
903,1990,estimates,5yearly,30_34,23837.528
903,1990,estimates,5yearly,35_39,14781.949
903,1990,estimates,5yearly,40_44,6670.139
903,1990,estimates,5yearly,45_49,1929.598
903,1995,estimates,5yearly,15_19,23858.663
903,1995,estimates,5yearly,20_24,40525.167
903,1995,estimates,5yearly,25_29,35479.613
903,1995,estimates,5yearly,30_34,25676.582
903,1995,estimates,5yearly,35_39,15555.639
903,1995,estimates,5yearly,40_44,6847.093
903,1995,estimates,5yearly,45_49,1958.553
903,2000,estimates,5yearly,15_19,25920.63
903,2000,estimates,5yearly,20_24,45117.38
903,2000,estimates,5yearly,25_29,39782.61
903,2000,estimates,5yearly,30_34,28400.027
903,2000,estimates,5yearly,35_39,16650.589
903,2000,estimates,5yearly,40_44,7104.082
903,2000,estimates,5yearly,45_49,2057.919
903,2005,estimates,5yearly,15_19,27269.763
903,2005,estimates,5yearly,20_24,49753.161
903,2005,estimates,5yearly,25_29,45419.41
903,2005,estimates,5yearly,30_34,32009.771
903,2005,estimates,5yearly,35_39,18413.288
903,2005,estimates,5yearly,40_44,7366.427
903,2005,estimates,5yearly,45_49,2171.159
903,2010,estimates,5yearly,15_19,28703.284
903,2010,estimates,5yearly,20_24,54703.006
903,2010,estimates,5yearly,25_29,50961.242
903,2010,estimates,5yearly,30_34,35861.638
903,2010,estimates,5yearly,35_39,20876.891
903,2010,estimates,5yearly,40_44,7898.221
903,2010,estimates,5yearly,45_49,2166.529
903,2015,constant_fertility,5yearly,15_19,33045.733
903,2015,constant_mortality,5yearly,15_19,29944.895
903,2015,high_variant,5yearly,15_19,31558.193
903,2015,instant_replacement,5yearly,15_19,14946.989
903,2015,low_variant,5yearly,15_19,28386.819
903,2015,medium_variant,5yearly,15_19,29972.489
903,2015,momentum,5yearly,15_19,15350.297
903,2015,no_change,5yearly,15_19,33015.433
903,2015,zero_migration,5yearly,15_19,29992.269
903,2015,constant_fertility,5yearly,20_24,61706.12
903,2015,constant_mortality,5yearly,20_24,57938.664
903,2015,high_variant,5yearly,20_24,61244.067
903,2015,instant_replacement,5yearly,20_24,30182.024
903,2015,low_variant,5yearly,20_24,54755.811
903,2015,medium_variant,5yearly,20_24,57999.969
903,2015,momentum,5yearly,20_24,30961.453
903,2015,no_change,5yearly,20_24,61640.892
903,2015,zero_migration,5yearly,20_24,58088.513
903,2015,constant_fertility,5yearly,25_29,57387.261
903,2015,constant_mortality,5yearly,25_29,54167.281
903,2015,high_variant,5yearly,25_29,57353.141
903,2015,instant_replacement,5yearly,25_29,28793.303
903,2015,low_variant,5yearly,25_29,51141.275
903,2015,medium_variant,5yearly,25_29,54247.186
903,2015,momentum,5yearly,25_29,29519
903,2015,no_change,5yearly,25_29,57303.172
903,2015,zero_migration,5yearly,25_29,54361.608
903,2015,constant_fertility,5yearly,30_34,41395.161
903,2015,constant_mortality,5yearly,30_34,38267.013
903,2015,high_variant,5yearly,30_34,40568.302
903,2015,instant_replacement,5yearly,30_34,20599.061
903,2015,low_variant,5yearly,30_34,36121.132
903,2015,medium_variant,5yearly,30_34,38344.743
903,2015,momentum,5yearly,30_34,21090.974
903,2015,no_change,5yearly,30_34,41311.853
903,2015,zero_migration,5yearly,30_34,38416.712
903,2015,constant_fertility,5yearly,35_39,24760.64
903,2015,constant_mortality,5yearly,35_39,22882.955
903,2015,high_variant,5yearly,35_39,24269.57
903,2015,instant_replacement,5yearly,35_39,12325.843
903,2015,low_variant,5yearly,35_39,21616.687
903,2015,medium_variant,5yearly,35_39,22943.113
903,2015,momentum,5yearly,35_39,12606.632
903,2015,no_change,5yearly,35_39,24695.507
903,2015,zero_migration,5yearly,35_39,22973.747
903,2015,constant_fertility,5yearly,40_44,9406.404
903,2015,constant_mortality,5yearly,40_44,8286.735
903,2015,high_variant,5yearly,40_44,8779.458
903,2015,instant_replacement,5yearly,40_44,4394.068
903,2015,low_variant,5yearly,40_44,7839.9
903,2015,medium_variant,5yearly,40_44,8309.669
903,2015,momentum,5yearly,40_44,4496.876
903,2015,no_change,5yearly,40_44,9380.14
903,2015,zero_migration,5yearly,40_44,8317.953
903,2015,constant_fertility,5yearly,45_49,2559.448
903,2015,constant_mortality,5yearly,45_49,2233.379
903,2015,high_variant,5yearly,45_49,2362.023
903,2015,instant_replacement,5yearly,45_49,1162.749
903,2015,low_variant,5yearly,45_49,2115.879
903,2015,medium_variant,5yearly,45_49,2238.953
903,2015,momentum,5yearly,45_49,1192.027
903,2015,no_change,5yearly,45_49,2552.998
903,2015,zero_migration,5yearly,45_49,2241.114
903,2020,constant_fertility,5yearly,15_19,38010.538
903,2020,constant_mortality,5yearly,15_19,31068.661
903,2020,high_variant,5yearly,15_19,34000.962
903,2020,instant_replacement,5yearly,15_19,16245.146
903,2020,low_variant,5yearly,15_19,28373.274
903,2020,medium_variant,5yearly,15_19,31187.112
903,2020,momentum,5yearly,15_19,17014.67
