variant,global,year,oldagedependencyratio2064
estimates,900,1950,9.97
estimates,900,1951,10.064
estimates,900,1952,10.132
estimates,900,1953,10.164
estimates,900,1954,10.151
estimates,900,1955,10.094
estimates,900,1956,10.171
estimates,900,1957,10.196
estimates,900,1958,10.184
estimates,900,1959,10.155
estimates,900,1960,10.119
estimates,900,1961,10.25
estimates,900,1962,10.365
estimates,900,1963,10.461
estimates,900,1964,10.53
estimates,900,1965,10.568
estimates,900,1966,10.751
estimates,900,1967,10.902
estimates,900,1968,11.025
estimates,900,1969,11.124
estimates,900,1970,11.202
estimates,900,1971,11.343
estimates,900,1972,11.446
estimates,900,1973,11.521
estimates,900,1974,11.58
estimates,900,1975,11.631
estimates,900,1976,11.761
estimates,900,1977,11.876
estimates,900,1978,11.966
estimates,900,1979,12.009
estimates,900,1980,11.997
estimates,900,1981,11.993
estimates,900,1982,11.937
estimates,900,1983,11.854
estimates,900,1984,11.774
estimates,900,1985,11.715
estimates,900,1986,11.736
estimates,900,1987,11.76
estimates,900,1988,11.79
estimates,900,1989,11.825
estimates,900,1990,11.864
estimates,900,1991,11.963
estimates,900,1992,12.055
estimates,900,1993,12.139
estimates,900,1994,12.215
estimates,900,1995,12.28
estimates,900,1996,12.391
estimates,900,1997,12.484
estimates,900,1998,12.567
estimates,900,1999,12.647
estimates,900,2000,12.727
estimates,900,2001,12.857
estimates,900,2002,12.983
estimates,900,2003,13.093
estimates,900,2004,13.171
estimates,900,2005,13.21
estimates,900,2006,13.265
estimates,900,2007,13.29
estimates,900,2008,13.307
estimates,900,2009,13.343
estimates,900,2010,13.415
estimates,900,2011,13.543
estimates,900,2012,13.691
estimates,900,2013,13.87
estimates,900,2014,14.091
estimates,900,2015,14.359
medium_variant,900,2015,14.359
medium_variant,900,2016,14.7
medium_variant,900,2017,15.081
medium_variant,900,2018,15.488
medium_variant,900,2019,15.893
medium_variant,900,2020,16.284
medium_variant,900,2021,16.681
medium_variant,900,2022,17.061
medium_variant,900,2023,17.437
medium_variant,900,2024,17.827
medium_variant,900,2025,18.242
medium_variant,900,2026,18.683
medium_variant,900,2027,19.136
medium_variant,900,2028,19.602
medium_variant,900,2029,20.079
medium_variant,900,2030,20.567
medium_variant,900,2031,21.052
medium_variant,900,2032,21.542
medium_variant,900,2033,22.031
medium_variant,900,2034,22.518
medium_variant,900,2035,22.999
medium_variant,900,2036,23.458
medium_variant,900,2037,23.909
medium_variant,900,2038,24.346
medium_variant,900,2039,24.761
medium_variant,900,2040,25.149
medium_variant,900,2041,25.487
medium_variant,900,2042,25.796
medium_variant,900,2043,26.095
medium_variant,900,2044,26.409
medium_variant,900,2045,26.751
medium_variant,900,2046,27.094
medium_variant,900,2047,27.459
medium_variant,900,2048,27.85
medium_variant,900,2049,28.278
medium_variant,900,2050,28.749
medium_variant,900,2051,29.233
medium_variant,900,2052,29.754
medium_variant,900,2053,30.294
medium_variant,900,2054,30.822
medium_variant,900,2055,31.316
medium_variant,900,2056,31.738
medium_variant,900,2057,32.128
medium_variant,900,2058,32.485
medium_variant,900,2059,32.811
medium_variant,900,2060,33.104
medium_variant,900,2061,33.322
medium_variant,900,2062,33.51
medium_variant,900,2063,33.681
medium_variant,900,2064,33.851
medium_variant,900,2065,34.029
medium_variant,900,2066,34.167
medium_variant,900,2067,34.321
medium_variant,900,2068,34.492
medium_variant,900,2069,34.679
medium_variant,900,2070,34.889
medium_variant,900,2071,35.061
medium_variant,900,2072,35.256
medium_variant,900,2073,35.478
medium_variant,900,2074,35.733
medium_variant,900,2075,36.019
medium_variant,900,2076,36.26
medium_variant,900,2077,36.532
medium_variant,900,2078,36.834
medium_variant,900,2079,37.155
medium_variant,900,2080,37.484
medium_variant,900,2081,37.749
medium_variant,900,2082,38.036
medium_variant,900,2083,38.334
medium_variant,900,2084,38.632
medium_variant,900,2085,38.93
medium_variant,900,2086,39.159
medium_variant,900,2087,39.394
medium_variant,900,2088,39.638
medium_variant,900,2089,39.893
medium_variant,900,2090,40.163
medium_variant,900,2091,40.349
medium_variant,900,2092,40.55
medium_variant,900,2093,40.771
medium_variant,900,2094,41.016
medium_variant,900,2095,41.285
medium_variant,900,2096,41.455
medium_variant,900,2097,41.658
medium_variant,900,2098,41.895
medium_variant,900,2099,42.158
medium_variant,900,2100,42.442
high_variant,900,2015,14.3593885990372
low_variant,900,2015,14.3593885990372
constant_fertility,900,2015,14.3593885990372
instant_replacement,900,2015,14.3593885990372
zero_migration,900,2015,14.3593885990372
constant_mortality,900,2015,14.3593885990372
no_change,900,2015,14.3593885990372
high_variant,900,2020,16.28368967989
low_variant,900,2020,16.28368967989
constant_fertility,900,2020,16.28368967989
instant_replacement,900,2020,16.283708672835
zero_migration,900,2020,16.2857397544271
constant_mortality,900,2020,16.1122653173588
no_change,900,2020,16.1122631730063
high_variant,900,2025,18.2417086996894
low_variant,900,2025,18.2417086996894
constant_fertility,900,2025,18.2417086996894
instant_replacement,900,2025,18.2417982687651
zero_migration,900,2025,18.2461621695468
constant_mortality,900,2025,17.7516814903031
no_change,900,2025,17.7516691208212
high_variant,900,2030,20.5665104813872
low_variant,900,2030,20.5665104813872
constant_fertility,900,2030,20.5665104813872
instant_replacement,900,2030,20.5668001010546
zero_migration,900,2030,20.5731564740893
constant_mortality,900,2030,19.6015328625707
no_change,900,2030,19.6014821262885
high_variant,900,2035,22.9993044396067
low_variant,900,2035,22.9993044396067
constant_fertility,900,2035,22.9993044396067
instant_replacement,900,2035,22.9997639238127
zero_migration,900,2035,23.0138764283933
constant_mortality,900,2035,21.4084153071135
no_change,900,2035,21.4083027217075
high_variant,900,2040,24.8202455537686
low_variant,900,2040,25.4868693548404
constant_fertility,900,2040,25.006153102425
instant_replacement,900,2040,25.4509415004925
zero_migration,900,2040,25.1823249704176
constant_mortality,900,2040,22.8075269245658
no_change,900,2040,22.6789178445399
high_variant,900,2045,25.8835428433206
low_variant,900,2045,27.6797451346546
constant_fertility,900,2045,26.293492182914
instant_replacement,900,2045,27.364119808547
zero_migration,900,2045,26.8009754145485
constant_mortality,900,2045,23.5797013832304
no_change,900,2045,23.1808473287973
