continent,year,variant,gender,age1yearinterval,population
935,1950,estimates,female,0,22623.978
935,1950,estimates,male,0,23337.418
935,1950,estimates,female,1,20848.434
935,1950,estimates,male,1,21635.596
935,1950,estimates,female,2,19362.736
935,1950,estimates,male,2,20215.42
935,1950,estimates,female,3,18140.048
935,1950,estimates,male,3,19050.162
935,1950,estimates,female,4,17153.546
935,1950,estimates,male,4,18113.119
935,1950,estimates,female,5,16376.4
935,1950,estimates,male,5,17377.564
935,1950,estimates,female,6,15781.782
935,1950,estimates,male,6,16816.796
935,1950,estimates,female,7,15342.85
935,1950,estimates,male,7,16404.087
935,1950,estimates,female,8,15032.793
935,1950,estimates,male,8,16112.736
935,1950,estimates,female,9,14824.768
935,1950,estimates,male,9,15916.03
935,1950,estimates,female,10,14715.56
935,1950,estimates,male,10,15813.726
935,1950,estimates,female,11,14701.937
935,1950,estimates,male,11,15805.602
935,1950,estimates,female,12,14639.053
935,1950,estimates,male,12,15732.534
935,1950,estimates,female,13,14452.855
935,1950,estimates,male,13,15514.817
935,1950,estimates,female,14,14187.343
935,1950,estimates,male,14,15205.209
935,1950,estimates,female,15,13966.43
935,1950,estimates,male,15,14937.083
935,1950,estimates,female,16,13772.427
935,1950,estimates,male,16,14684.907
935,1950,estimates,female,17,13532.87
935,1950,estimates,male,17,14416.041
935,1950,estimates,female,18,13226.279
935,1950,estimates,male,18,14127.882
935,1950,estimates,female,19,12876.812
935,1950,estimates,male,19,13823.758
935,1950,estimates,female,20,12531.732
935,1950,estimates,male,20,13517.785
935,1950,estimates,female,21,12183.543
935,1950,estimates,male,21,13216.955
935,1950,estimates,female,22,11850.341
935,1950,estimates,male,22,12884.916
935,1950,estimates,female,23,11546.568
935,1950,estimates,male,23,12508.167
935,1950,estimates,female,24,11265.323
935,1950,estimates,male,24,12109.343
935,1950,estimates,female,25,10982.487
935,1950,estimates,male,25,11717.726
935,1950,estimates,female,26,10699.53
935,1950,estimates,male,26,11319.23
935,1950,estimates,female,27,10444.51
935,1950,estimates,male,27,10989.988
935,1950,estimates,female,28,10227.929
935,1950,estimates,male,28,10768.247
935,1950,estimates,female,29,10038.136
935,1950,estimates,male,29,10617.091
935,1950,estimates,female,30,9851.275
935,1950,estimates,male,30,10460.143
935,1950,estimates,female,31,9670.106
935,1950,estimates,male,31,10311.246
935,1950,estimates,female,32,9490.68
935,1950,estimates,male,32,10150.31
935,1950,estimates,female,33,9307.952
935,1950,estimates,male,33,9959.189
935,1950,estimates,female,34,9122.488
935,1950,estimates,male,34,9747.972
935,1950,estimates,female,35,8941.185
935,1950,estimates,male,35,9547.404
935,1950,estimates,female,36,8764.244
935,1950,estimates,male,36,9354.294
935,1950,estimates,female,37,8573.916
935,1950,estimates,male,37,9143.456
935,1950,estimates,female,38,8362.539
935,1950,estimates,male,38,8906.352
935,1950,estimates,female,39,8137.407
935,1950,estimates,male,39,8652.786
935,1950,estimates,female,40,7913.421
935,1950,estimates,male,40,8399.382
935,1950,estimates,female,41,7687.533
935,1950,estimates,male,41,8140.759
935,1950,estimates,female,42,7464.889
935,1950,estimates,male,42,7896.622
935,1950,estimates,female,43,7249.523
935,1950,estimates,male,43,7677.793
935,1950,estimates,female,44,7038.656
935,1950,estimates,male,44,7474.197
935,1950,estimates,female,45,6826.815
935,1950,estimates,male,45,7266.562
935,1950,estimates,female,46,6616.712
935,1950,estimates,male,46,7060.694
935,1950,estimates,female,47,6402.657
935,1950,estimates,male,47,6842.376
935,1950,estimates,female,48,6181.801
935,1950,estimates,male,48,6603.225
935,1950,estimates,female,49,5958.289
935,1950,estimates,male,49,6351.542
935,1950,estimates,female,50,5739.128
935,1950,estimates,male,50,6104.161
935,1950,estimates,female,51,5522.922
935,1950,estimates,male,51,5857.911
935,1950,estimates,female,52,5316.318
935,1950,estimates,male,52,5618.392
935,1950,estimates,female,53,5123.325
935,1950,estimates,male,53,5390.156
935,1950,estimates,female,54,4941.288
935,1950,estimates,male,54,5170.427
935,1950,estimates,female,55,4759.984
935,1950,estimates,male,55,4949.729
935,1950,estimates,female,56,4577.234
935,1950,estimates,male,56,4727.343
935,1950,estimates,female,57,4412.041
935,1950,estimates,male,57,4516.583
935,1950,estimates,female,58,4271.475
935,1950,estimates,male,58,4322.295
935,1950,estimates,female,59,4144.95
935,1950,estimates,male,59,4137.623
935,1950,estimates,female,60,4017.49
935,1950,estimates,male,60,3953.841
935,1950,estimates,female,61,3895.296
935,1950,estimates,male,61,3776.274
935,1950,estimates,female,62,3747.389
935,1950,estimates,male,62,3579.298
935,1950,estimates,female,63,3557.829
935,1950,estimates,male,63,3350.433
935,1950,estimates,female,64,3341.702
935,1950,estimates,male,64,3102.959
935,1950,estimates,female,65,3130.663
935,1950,estimates,male,65,2862.527
935,1950,estimates,female,66,2919.166
935,1950,estimates,male,66,2623.864
935,1950,estimates,female,67,2713.803
935,1950,estimates,male,67,2400.297
935,1950,estimates,female,68,2521.289
935,1950,estimates,male,68,2201.014
935,1950,estimates,female,69,2338.242
935,1950,estimates,male,69,2019.687
935,1950,estimates,female,70,2154.747
935,1950,estimates,male,70,1840.82
935,1950,estimates,female,71,1973.039
935,1950,estimates,male,71,1667.547
935,1950,estimates,female,72,1798.031
935,1950,estimates,male,72,1502.078
935,1950,estimates,female,73,1631.268
935,1950,estimates,male,73,1343.981
935,1950,estimates,female,74,1472.065
935,1950,estimates,male,74,1193.588
935,1950,estimates,female,75,1319.036
935,1950,estimates,male,75,1052.29
935,1950,estimates,female,76,1173.479
935,1950,estimates,male,76,920.55
935,1950,estimates,female,77,1032.821
935,1950,estimates,male,77,795.275
935,1950,estimates,female,78,895.984
935,1950,estimates,male,78,675.312
935,1950,estimates,female,79,765.108
935,1950,estimates,male,79,562.465
935,1951,estimates,female,0,24774.867
935,1951,estimates,male,0,25831.693
935,1951,estimates,female,1,22123.395
935,1951,estimates,male,1,22871.528
935,1951,estimates,female,2,20479.938
935,1951,estimates,male,2,21280.395
935,1951,estimates,female,3,19095.913
935,1951,estimates,male,3,19947.504
935,1951,estimates,female,4,17948.339
935,1951,estimates,male,4,18848.896
935,1951,estimates,female,5,17014.217
935,1951,estimates,male,5,17960.611
935,1951,estimates,female,6,16267.962
935,1951,estimates,male,6,17257.007
935,1951,estimates,female,7,15683.952
935,1951,estimates,male,7,16712.417
935,1951,estimates,female,8,15252.327
935,1951,estimates,male,8,16311.382
935,1951,estimates,female,9,14955.355
935,1951,estimates,male,9,16033.344
935,1951,estimates,female,10,14762.184
935,1951,estimates,male,10,15849.254
935,1951,estimates,female,11,14656.708
935,1951,estimates,male,11,15750.794
935,1951,estimates,female,12,14638.584
935,1951,estimates,male,12,15739.816
935,1951,estimates,female,13,14571.638
935,1951,estimates,male,13,15663.264
935,1951,estimates,female,14,14384.996
935,1951,estimates,male,14,15443.841
935,1951,estimates,female,15,14120.948
935,1951,estimates,male,15,15133.355
935,1951,estimates,female,16,13898.626
935,1951,estimates,male,16,14861.856
935,1951,estimates,female,17,13701.328
935,1951,estimates,male,17,14604.447
935,1951,estimates,female,18,13458.908
935,1951,estimates,male,18,14331.658
935,1951,estimates,female,19,13150.589
935,1951,estimates,male,19,14042.117
935,1951,estimates,female,20,12800.115
935,1951,estimates,male,20,13738.296
