continent,year,variant,gender,age1yearinterval,population
903,1950,estimates,female,"Region, subregion, country or area *",AFRICA
903,1950,estimates,male,"Region, subregion, country or area *",AFRICA
903,1950,estimates,female,0,4369.811
903,1950,estimates,male,0,4454.927
903,1950,estimates,female,1,4070.193
903,1950,estimates,male,1,4137.786
903,1950,estimates,female,2,3808.312
903,1950,estimates,male,2,3860.955
903,1950,estimates,female,3,3581.097
903,1950,estimates,male,3,3621.194
903,1950,estimates,female,4,3385.495
903,1950,estimates,male,4,3415.279
903,1950,estimates,female,5,3218.429
903,1950,estimates,male,5,3239.965
903,1950,estimates,female,6,3076.846
903,1950,estimates,male,6,3092.03
903,1950,estimates,female,7,2957.67
903,1950,estimates,male,7,2968.223
903,1950,estimates,female,8,2857.846
903,1950,estimates,male,8,2865.319
903,1950,estimates,female,9,2774.314
903,1950,estimates,male,9,2780.08
903,1950,estimates,female,10,2706.241
903,1950,estimates,male,10,2711.356
903,1950,estimates,female,11,2652.8
903,1950,estimates,male,11,2657.992
903,1950,estimates,female,12,2599.732
903,1950,estimates,male,12,2606.343
903,1950,estimates,female,13,2539.507
903,1950,estimates,male,13,2549.028
903,1950,estimates,female,14,2475.775
903,1950,estimates,male,14,2489.04
903,1950,estimates,female,15,2419.684
903,1950,estimates,male,15,2436.939
903,1950,estimates,female,16,2368.944
903,1950,estimates,male,16,2390.79
903,1950,estimates,female,17,2316.59
903,1950,estimates,male,17,2340.835
903,1950,estimates,female,18,2260.206
903,1950,estimates,male,18,2283.312
903,1950,estimates,female,19,2201.337
903,1950,estimates,male,19,2220.977
903,1950,estimates,female,20,2144.302
903,1950,estimates,male,20,2160.806
903,1950,estimates,female,21,2088.722
903,1950,estimates,male,21,2101.949
903,1950,estimates,female,22,2031.547
903,1950,estimates,male,22,2041.745
903,1950,estimates,female,23,1971.844
903,1950,estimates,male,23,1979.75
903,1950,estimates,female,24,1910.905
903,1950,estimates,male,24,1917.007
903,1950,estimates,female,25,1850.798
903,1950,estimates,male,25,1854.836
903,1950,estimates,female,26,1790.911
903,1950,estimates,male,26,1792.744
903,1950,estimates,female,27,1734.05
903,1950,estimates,male,27,1734.071
903,1950,estimates,female,28,1681.765
903,1950,estimates,male,28,1680.539
903,1950,estimates,female,29,1632.746
903,1950,estimates,male,29,1630.675
903,1950,estimates,female,30,1584.408
903,1950,estimates,male,30,1581.458
903,1950,estimates,female,31,1537.589
903,1950,estimates,male,31,1533.643
903,1950,estimates,female,32,1490.527
903,1950,estimates,male,32,1486.06
903,1950,estimates,female,33,1442.195
903,1950,estimates,male,33,1437.857
903,1950,estimates,female,34,1393.721
903,1950,estimates,male,34,1389.832
903,1950,estimates,female,35,1346.843
903,1950,estimates,male,35,1343.284
903,1950,estimates,female,36,1300.699
903,1950,estimates,male,36,1297.55
903,1950,estimates,female,37,1258.609
903,1950,estimates,male,37,1254.845
903,1950,estimates,female,38,1222.238
