continent,year,variant,gender,age1yearinterval,population
905,1950,estimates,female,"Region, subregion, country or area *",NORTHERN AMERICA
905,1950,estimates,male,"Region, subregion, country or area *",NORTHERN AMERICA
905,1950,estimates,female,0,2016.489
905,1950,estimates,male,0,2106.553
905,1950,estimates,female,1,1928.354
905,1950,estimates,male,1,2015.956
905,1950,estimates,female,2,1842.888
905,1950,estimates,male,2,1927.627
905,1950,estimates,female,3,1760.571
905,1950,estimates,male,3,1842.091
905,1950,estimates,female,4,1681.88
905,1950,estimates,male,4,1759.875
905,1950,estimates,female,5,1607.294
905,1950,estimates,male,5,1681.506
905,1950,estimates,female,6,1537.294
905,1950,estimates,male,6,1607.506
905,1950,estimates,female,7,1472.36
905,1950,estimates,male,7,1538.403
905,1950,estimates,female,8,1412.967
905,1950,estimates,male,8,1474.721
905,1950,estimates,female,9,1359.599
905,1950,estimates,male,9,1416.985
905,1950,estimates,female,10,1311.903
905,1950,estimates,male,10,1364.7
905,1950,estimates,female,11,1269.534
905,1950,estimates,male,11,1317.361
905,1950,estimates,female,12,1237.107
905,1950,estimates,male,12,1280.621
905,1950,estimates,female,13,1216.754
905,1950,estimates,male,13,1257.055
905,1950,estimates,female,14,1206.471
905,1950,estimates,male,14,1244.115
905,1950,estimates,female,15,1200.417
905,1950,estimates,male,15,1235.333
905,1950,estimates,female,16,1197.707
905,1950,estimates,male,16,1230.39
905,1950,estimates,female,17,1205.628
905,1950,estimates,male,17,1234.025
905,1950,estimates,female,18,1226.559
905,1950,estimates,male,18,1247.424
905,1950,estimates,female,19,1256.063
905,1950,estimates,male,19,1267.561
905,1950,estimates,female,20,1286.626
905,1950,estimates,male,20,1289.333
905,1950,estimates,female,21,1318.906
905,1950,estimates,male,21,1312.694
905,1950,estimates,female,22,1347.533
905,1950,estimates,male,22,1334.879
905,1950,estimates,female,23,1368.793
905,1950,estimates,male,23,1353.637
905,1950,estimates,female,24,1383.987
905,1950,estimates,male,24,1368.988
905,1950,estimates,female,25,1399.434
905,1950,estimates,male,25,1384.45
905,1950,estimates,female,26,1415.433
905,1950,estimates,male,26,1400.818
905,1950,estimates,female,27,1420.233
905,1950,estimates,male,27,1406.061
905,1950,estimates,female,28,1409.11
905,1950,estimates,male,28,1395.015
905,1950,estimates,female,29,1387.383
905,1950,estimates,male,29,1373.205
905,1950,estimates,female,30,1364.66
905,1950,estimates,male,30,1350.936
905,1950,estimates,female,31,1338.492
905,1950,estimates,male,31,1325.68
905,1950,estimates,female,32,1316.87
905,1950,estimates,male,32,1304.735
905,1950,estimates,female,33,1304.571
905,1950,estimates,male,33,1292.621
905,1950,estimates,female,34,1297.681
905,1950,estimates,male,34,1285.68
905,1950,estimates,female,35,1287.605
905,1950,estimates,male,35,1275.705
905,1950,estimates,female,36,1276.179
905,1950,estimates,male,36,1264.312
905,1950,estimates,female,37,1262.034
905,1950,estimates,male,37,1250.928
905,1950,estimates,female,38,1243.67
905,1950,estimates,male,38,1234.442
905,1950,estimates,female,39,1222.246
905,1950,estimates,male,39,1215.555
905,1950,estimates,female,40,1200.997
905,1950,estimates,male,40,1196.645
905,1950,estimates,female,41,1179.948
905,1950,estimates,male,41,1177.903
905,1950,estimates,female,42,1156.344
905,1950,estimates,male,42,1156.05
905,1950,estimates,female,43,1129.354
905,1950,estimates,male,43,1129.908
905,1950,estimates,female,44,1100.465
905,1950,estimates,male,44,1101.188
905,1950,estimates,female,45,1071.495
905,1950,estimates,male,45,1072.401
905,1950,estimates,female,46,1041.473
905,1950,estimates,male,46,1042.589
905,1950,estimates,female,47,1015.829
905,1950,estimates,male,47,1016.407
905,1950,estimates,female,48,997.258
905,1950,estimates,male,48,996.284
905,1950,estimates,female,49,983.121
905,1950,estimates,male,49,979.969
905,1950,estimates,female,50,968.289
905,1950,estimates,male,50,962.941
905,1950,estimates,female,51,954.036
905,1950,estimates,male,51,946.301
905,1950,estimates,female,52,937.375
905,1950,estimates,male,52,927.885
905,1950,estimates,female,53,916.379
905,1950,estimates,male,53,906.225
905,1950,estimates,female,54,892.674
905,1950,estimates,male,54,882.568
905,1950,estimates,female,55,869.694
905,1950,estimates,male,55,859.225
905,1950,estimates,female,56,846.609
905,1950,estimates,male,56,835.239
905,1950,estimates,female,57,824.517
905,1950,estimates,male,57,813.108
905,1950,estimates,female,58,804.265
905,1950,estimates,male,58,794.146
905,1950,estimates,female,59,785.094
905,1950,estimates,male,59,776.792
905,1950,estimates,female,60,764.668
905,1950,estimates,male,60,758.078
905,1950,estimates,female,61,742.57
905,1950,estimates,male,61,738.504
905,1950,estimates,female,62,722.108
905,1950,estimates,male,62,716.583
905,1950,estimates,female,63,704.407
905,1950,estimates,male,63,691.239
905,1950,estimates,female,64,687.487
905,1950,estimates,male,64,663.053
905,1950,estimates,female,65,669.574
905,1950,estimates,male,65,634.575
905,1950,estimates,female,66,652.612
905,1950,estimates,male,66,606.378
905,1950,estimates,female,67,626.182
905,1950,estimates,male,67,573.124
905,1950,estimates,female,68,585.424
905,1950,estimates,male,68,532.759
905,1950,estimates,female,69,535.79
905,1950,estimates,male,69,488.157
905,1950,estimates,female,70,487.153
905,1950,estimates,male,70,443.987
905,1950,estimates,female,71,437.031
905,1950,estimates,male,71,399.009
905,1950,estimates,female,72,393.429
905,1950,estimates,male,72,358.931
905,1950,estimates,female,73,361.163
905,1950,estimates,male,73,326.976
905,1950,estimates,female,74,336.316
905,1950,estimates,male,74,300.569
905,1950,estimates,female,75,310.661
905,1950,estimates,male,75,274.152
905,1950,estimates,female,76,286.453
905,1950,estimates,male,76,249.123
905,1950,estimates,female,77,260.35
905,1950,estimates,male,77,223.922
905,1950,estimates,female,78,230.063
905,1950,estimates,male,78,197.314
905,1950,estimates,female,79,197.969
905,1950,estimates,male,79,170.515
905,1950,estimates,female,80plus,1106.596
905,1950,estimates,male,80plus,839.9
905,1951,estimates,female,"Region, subregion, country or area *",NORTHERN AMERICA
905,1951,estimates,male,"Region, subregion, country or area *",NORTHERN AMERICA
905,1951,estimates,female,0,1987.771
905,1951,estimates,male,0,2074.637
905,1951,estimates,female,1,2005.806
905,1951,estimates,male,1,2093.721
905,1951,estimates,female,2,1923.839
905,1951,estimates,male,2,2009.845
905,1951,estimates,female,3,1842.603
905,1951,estimates,male,3,1926.375
905,1951,estimates,female,4,1762.859
905,1951,estimates,male,4,1844.044
905,1951,estimates,female,5,1685.364
905,1951,estimates,male,5,1763.582
905,1951,estimates,female,6,1610.687
905,1951,estimates,male,6,1685.685
905,1951,estimates,female,7,1539.397
905,1951,estimates,male,7,1611.048
905,1951,estimates,female,8,1473.204
905,1951,estimates,male,8,1540.578
905,1951,estimates,female,9,1413.247
905,1951,estimates,male,9,1475.075
905,1951,estimates,female,10,1359.714
905,1951,estimates,male,10,1415.166
905,1951,estimates,female,11,1311.249
905,1951,estimates,male,11,1360.291
905,1951,estimates,female,12,1267.639
905,1951,estimates,male,12,1310.098
905,1951,estimates,female,13,1234.506
905,1951,estimates,male,13,1270.732
905,1951,estimates,female,14,1214.367
905,1951,estimates,male,14,1245.058
905,1951,estimates,female,15,1204.87
905,1951,estimates,male,15,1230.522
905,1951,estimates,female,16,1199.468
905,1951,estimates,male,16,1220.087
905,1951,estimates,female,17,1197.455
905,1951,estimates,male,17,1213.213
905,1951,estimates,female,18,1205.776
905,1951,estimates,male,18,1216.774
905,1951,estimates,female,19,1226.583
905,1951,estimates,male,19,1232.856
905,1951,estimates,female,20,1255.639
905,1951,estimates,male,20,1257.364
905,1951,estimates,female,21,1285.836
905,1951,estimates,male,21,1283.357
905,1951,estimates,female,22,1317.722
905,1951,estimates,male,22,1311.311
905,1951,estimates,female,23,1346.131
905,1951,estimates,male,23,1336.541
905,1951,estimates,female,24,1367.479
905,1951,estimates,male,24,1355.711
905,1951,estimates,female,25,1382.939
905,1951,estimates,male,25,1369.777
905,1951,estimates,female,26,1398.58
905,1951,estimates,male,26,1384.254
905,1951,estimates,female,27,1414.754
905,1951,estimates,male,27,1399.513
905,1951,estimates,female,28,1419.609
905,1951,estimates,male,28,1403.982
905,1951,estimates,female,29,1408.346
905,1951,estimates,male,29,1392.916
905,1951,estimates,female,30,1386.34
905,1951,estimates,male,30,1371.523
905,1951,estimates,female,31,1363.286
905,1951,estimates,male,31,1349.32
905,1951,estimates,female,32,1336.672
905,1951,estimates,male,32,1323.886
905,1951,estimates,female,33,1314.687
905,1951,estimates,male,33,1302.757
905,1951,estimates,female,34,1302.203
905,1951,estimates,male,34,1290.477
905,1951,estimates,female,35,1295.175
905,1951,estimates,male,35,1283.295
905,1951,estimates,female,36,1285.059
905,1951,estimates,male,36,1273.202
905,1951,estimates,female,37,1274.014
905,1951,estimates,male,37,1262.148
905,1951,estimates,female,38,1259.088
905,1951,estimates,male,38,1247.747
905,1951,estimates,female,39,1238.099
905,1951,estimates,male,39,1228.127
905,1951,estimates,female,40,1213.126
905,1951,estimates,male,40,1205.021
905,1951,estimates,female,41,1188.472
905,1951,estimates,male,41,1182.021
905,1951,estimates,female,42,1163.336
905,1951,estimates,male,42,1158.396
905,1951,estimates,female,43,1138.865
905,1951,estimates,male,43,1135.221
905,1951,estimates,female,44,1116.089
905,1951,estimates,male,44,1113.393
905,1951,estimates,female,45,1094.402
905,1951,estimates,male,45,1092.291
905,1951,estimates,female,46,1072.117
905,1951,estimates,male,46,1070.542
905,1951,estimates,female,47,1049.495
905,1951,estimates,male,47,1048.587
905,1951,estimates,female,48,1027.459
905,1951,estimates,male,48,1025.964
905,1951,estimates,female,49,1006.274
905,1951,estimates,male,49,1002.365
905,1951,estimates,female,50,985.664
905,1951,estimates,male,50,978.223
905,1951,estimates,female,51,965.057
905,1951,estimates,male,51,954.156
905,1951,estimates,female,52,944.537
905,1951,estimates,male,52,929.884
905,1951,estimates,female,53,923.965
905,1951,estimates,male,53,906.73
905,1951,estimates,female,54,903.206
905,1951,estimates,male,54,885.362
905,1951,estimates,female,55,882.31
905,1951,estimates,male,55,865.117
905,1951,estimates,female,56,861.375
905,1951,estimates,male,56,844.345
905,1951,estimates,female,57,840.276
