country,variant,gender,freq,year,totaldeaths
214,estimates,female,5yearly,1950,123.314
214,estimates,male,5yearly,1950,141.007
214,estimates,female,5yearly,1955,123.598
214,estimates,male,5yearly,1955,143.658
214,estimates,female,5yearly,1960,119.564
214,estimates,male,5yearly,1960,141.31
214,estimates,female,5yearly,1965,112.608
214,estimates,male,5yearly,1965,135.476
214,estimates,female,5yearly,1970,104.287
214,estimates,male,5yearly,1970,129.223
214,estimates,female,5yearly,1975,100.696
214,estimates,male,5yearly,1975,126.684
214,estimates,female,5yearly,1980,100.363
214,estimates,male,5yearly,1980,129.015
214,estimates,female,5yearly,1985,97.055
214,estimates,male,5yearly,1985,130.218
214,estimates,female,5yearly,1990,94.636
214,estimates,male,5yearly,1990,133.21
214,estimates,female,5yearly,1995,101.516
214,estimates,male,5yearly,1995,144.499
214,estimates,female,5yearly,2000,109.964
214,estimates,male,5yearly,2000,156.721
214,estimates,female,5yearly,2005,119.335
214,estimates,male,5yearly,2005,167.107
214,estimates,female,5yearly,2010,129.929
214,estimates,male,5yearly,2010,178.501
214,constant_fertility,female,5yearly,2015,142.336
214,constant_fertility,male,5yearly,2015,191.365
214,constant_mortality,female,5yearly,2015,149.766
214,constant_mortality,male,5yearly,2015,199.723
214,high_variant,female,5yearly,2015,142.766
214,high_variant,male,5yearly,2015,191.969
214,instant_replacement,female,5yearly,2015,140.607
214,instant_replacement,male,5yearly,2015,188.933
214,low_variant,female,5yearly,2015,140.635
214,low_variant,male,5yearly,2015,188.972
214,medium_variant,female,5yearly,2015,141.7
214,medium_variant,male,5yearly,2015,190.47
214,momentum,female,5yearly,2015,148.662
214,momentum,male,5yearly,2015,198.27
214,no_change,female,5yearly,2015,150.492
214,no_change,male,5yearly,2015,200.738
214,zero_migration,female,5yearly,2015,141.798
214,zero_migration,male,5yearly,2015,190.699
214,constant_fertility,female,5yearly,2020,156.444
214,constant_fertility,male,5yearly,2020,205.533
214,constant_mortality,female,5yearly,2020,171.425
214,constant_mortality,male,5yearly,2020,222.359
214,high_variant,female,5yearly,2020,156.931
214,high_variant,male,5yearly,2020,206.221
214,instant_replacement,female,5yearly,2020,154.679
214,instant_replacement,male,5yearly,2020,203.031
214,low_variant,female,5yearly,2020,153.666
214,low_variant,male,5yearly,2020,201.594
214,medium_variant,female,5yearly,2020,155.299
214,medium_variant,male,5yearly,2020,203.908
214,momentum,female,5yearly,2020,171.785
214,momentum,male,5yearly,2020,223.121
214,no_change,female,5yearly,2020,172.926
214,no_change,male,5yearly,2020,224.455
214,zero_migration,female,5yearly,2020,156.211
214,zero_migration,male,5yearly,2020,205.433
214,constant_fertility,female,5yearly,2025,172.274
214,constant_fertility,male,5yearly,2025,220.451
214,constant_mortality,female,5yearly,2025,195.157
214,constant_mortality,male,5yearly,2025,246.649
214,high_variant,female,5yearly,2025,172.67
214,high_variant,male,5yearly,2025,221.011
214,instant_replacement,female,5yearly,2025,170.549
214,instant_replacement,male,5yearly,2025,218.014
214,low_variant,female,5yearly,2025,168.825
214,low_variant,male,5yearly,2025,215.587
214,medium_variant,female,5yearly,2025,170.748
214,medium_variant,male,5yearly,2025,218.299
214,momentum,female,5yearly,2025,197.241
214,momentum,male,5yearly,2025,249.901
214,no_change,female,5yearly,2025,197.429
214,no_change,male,5yearly,2025,249.826
214,zero_migration,female,5yearly,2025,172.48
214,zero_migration,male,5yearly,2025,221.038
214,constant_fertility,female,5yearly,2030,190.106
214,constant_fertility,male,5yearly,2030,236.66
214,constant_mortality,female,5yearly,2030,221.122
214,constant_mortality,male,5yearly,2030,272.407
214,high_variant,female,5yearly,2030,190.21
214,high_variant,male,5yearly,2030,236.827
214,instant_replacement,female,5yearly,2030,188.284
214,instant_replacement,male,5yearly,2030,234.035
214,low_variant,female,5yearly,2030,186.347
214,low_variant,male,5yearly,2030,231.343
214,medium_variant,female,5yearly,2030,188.263
214,medium_variant,male,5yearly,2030,234.063
214,momentum,female,5yearly,2030,224.999
214,momentum,male,5yearly,2030,278.03
214,no_change,female,5yearly,2030,224.217
214,no_change,male,5yearly,2030,276.79
214,zero_migration,female,5yearly,2030,190.88
214,zero_migration,male,5yearly,2030,237.975
214,constant_fertility,female,5yearly,2035,209.784
214,constant_fertility,male,5yearly,2035,253.557
214,constant_mortality,female,5yearly,2035,248.898
214,constant_mortality,male,5yearly,2035,298.855
214,high_variant,female,5yearly,2035,209.716
214,high_variant,male,5yearly,2035,253.571
214,instant_replacement,female,5yearly,2035,207.59
214,instant_replacement,male,5yearly,2035,250.271
214,low_variant,female,5yearly,2035,205.455
214,low_variant,male,5yearly,2035,247.4
214,medium_variant,female,5yearly,2035,207.529
214,medium_variant,male,5yearly,2035,250.413
214,momentum,female,5yearly,2035,254.781
214,momentum,male,5yearly,2035,306.813
214,no_change,female,5yearly,2035,253.014
214,no_change,male,5yearly,2035,304.876
214,zero_migration,female,5yearly,2035,211.255
214,zero_migration,male,5yearly,2035,255.604
214,constant_fertility,female,5yearly,2040,231.271
214,constant_fertility,male,5yearly,2040,270.873
214,constant_mortality,female,5yearly,2040,277.544
214,constant_mortality,male,5yearly,2040,324.951
214,high_variant,female,5yearly,2040,231.114
214,high_variant,male,5yearly,2040,270.866
214,instant_replacement,female,5yearly,2040,228.586
214,instant_replacement,male,5yearly,2040,266.652
214,low_variant,female,5yearly,2040,226.179
214,low_variant,male,5yearly,2040,263.266
214,medium_variant,female,5yearly,2040,228.532
214,medium_variant,male,5yearly,2040,266.918
214,momentum,female,5yearly,2040,286.002
214,momentum,male,5yearly,2040,335.797
214,no_change,female,5yearly,2040,282.935
214,no_change,male,5yearly,2040,333.169
214,zero_migration,female,5yearly,2040,233.691
214,zero_migration,male,5yearly,2040,273.605
214,constant_fertility,female,5yearly,2045,254.228
214,constant_fertility,male,5yearly,2045,287.452
214,constant_mortality,female,5yearly,2045,305.782
214,constant_mortality,male,5yearly,2045,349.679
214,high_variant,female,5yearly,2045,254.019
214,high_variant,male,5yearly,2045,287.431
214,instant_replacement,female,5yearly,2045,251
214,instant_replacement,male,5yearly,2045,282.386
214,low_variant,female,5yearly,2045,248.216
214,low_variant,male,5yearly,2045,278.277
214,medium_variant,female,5yearly,2045,250.94
214,medium_variant,male,5yearly,2045,282.632
214,momentum,female,5yearly,2045,317.798
214,momentum,male,5yearly,2045,364.551
214,no_change,female,5yearly,2045,312.702
214,no_change,male,5yearly,2045,360.63
214,zero_migration,female,5yearly,2045,258.045
214,zero_migration,male,5yearly,2045,291.203
214,constant_fertility,female,5yearly,2050,276.435
214,constant_fertility,male,5yearly,2050,302.777
214,constant_mortality,female,5yearly,2050,332.249
214,constant_mortality,male,5yearly,2050,372.316
214,high_variant,female,5yearly,2050,276.153
214,high_variant,male,5yearly,2050,302.65
214,instant_replacement,female,5yearly,2050,272.687
214,instant_replacement,male,5yearly,2050,296.988
214,low_variant,female,5yearly,2050,269.445
214,low_variant,male,5yearly,2050,292.1
214,medium_variant,female,5yearly,2050,272.564
214,medium_variant,male,5yearly,2050,297.086
214,momentum,female,5yearly,2050,349.123
214,momentum,male,5yearly,2050,392.617
214,no_change,female,5yearly,2050,340.962
214,no_change,male,5yearly,2050,386.546
214,zero_migration,female,5yearly,2050,282.275
214,zero_migration,male,5yearly,2050,308.065
214,constant_fertility,female,5yearly,2055,297.712
214,constant_fertility,male,5yearly,2055,316.554
214,constant_mortality,female,5yearly,2055,356.19
214,constant_mortality,male,5yearly,2055,392.651
214,high_variant,female,5yearly,2055,297.32
214,high_variant,male,5yearly,2055,316.244
214,instant_replacement,female,5yearly,2055,293.383
214,instant_replacement,male,5yearly,2055,310.039
214,low_variant,female,5yearly,2055,289.626
214,low_variant,male,5yearly,2055,304.405
214,medium_variant,female,5yearly,2055,293.184
214,medium_variant,male,5yearly,2055,309.969
214,momentum,female,5yearly,2055,379.261
214,momentum,male,5yearly,2055,419.719
214,no_change,female,5yearly,2055,367.023
214,no_change,male,5yearly,2055,410.78
214,zero_migration,female,5yearly,2055,306.358
214,zero_migration,male,5yearly,2055,324
214,constant_fertility,female,5yearly,2060,317.068
214,constant_fertility,male,5yearly,2060,328.93
214,constant_mortality,female,5yearly,2060,377.306
214,constant_mortality,male,5yearly,2060,410.538
214,high_variant,female,5yearly,2060,316.559
214,high_variant,male,5yearly,2060,328.431
214,instant_replacement,female,5yearly,2060,311.987
214,instant_replacement,male,5yearly,2060,321.53
214,low_variant,female,5yearly,2060,307.687
214,low_variant,male,5yearly,2060,315.224
214,medium_variant,female,5yearly,2060,311.78
214,medium_variant,male,5yearly,2060,321.404
214,momentum,female,5yearly,2060,407.73
214,momentum,male,5yearly,2060,445.43
214,no_change,female,5yearly,2060,390.734
214,no_change,male,5yearly,2060,433.389
214,zero_migration,female,5yearly,2060,329.411
214,zero_migration,male,5yearly,2060,339.218
214,constant_fertility,female,5yearly,2065,335.916
214,constant_fertility,male,5yearly,2065,341.482
214,constant_mortality,female,5yearly,2065,395.468
214,constant_mortality,male,5yearly,2065,425.643
214,high_variant,female,5yearly,2065,335.317
214,high_variant,male,5yearly,2065,340.849
214,instant_replacement,female,5yearly,2065,329.804
