country,variant,gender,freq,year,totaldeaths
792,estimates,female,5yearly,1950,1254.652
792,estimates,male,5yearly,1950,1498.229
792,estimates,female,5yearly,1955,1291.198
792,estimates,male,5yearly,1955,1527.115
792,estimates,female,5yearly,1960,1262.452
792,estimates,male,5yearly,1960,1471.861
792,estimates,female,5yearly,1965,1224.795
792,estimates,male,5yearly,1965,1408.745
792,estimates,female,5yearly,1970,1198.04
792,estimates,male,5yearly,1970,1417.247
792,estimates,female,5yearly,1975,1138.27
792,estimates,male,5yearly,1975,1388.155
792,estimates,female,5yearly,1980,1060.954
792,estimates,male,5yearly,1980,1345.799
792,estimates,female,5yearly,1985,995.709
792,estimates,male,5yearly,1985,1273.061
792,estimates,female,5yearly,1990,944.067
792,estimates,male,5yearly,1990,1243.849
792,estimates,female,5yearly,1995,887.375
792,estimates,male,5yearly,1995,1203.454
792,estimates,female,5yearly,2000,875.507
792,estimates,male,5yearly,2000,1144.961
792,estimates,female,5yearly,2005,893.708
792,estimates,male,5yearly,2005,1179.245
792,estimates,female,5yearly,2010,969.358
792,estimates,male,5yearly,2010,1225.158
792,constant_fertility,female,5yearly,2015,1058.992
792,constant_fertility,male,5yearly,2015,1310.247
792,constant_mortality,female,5yearly,2015,1152.429
792,constant_mortality,male,5yearly,2015,1421.808
792,high_variant,female,5yearly,2015,1061.397
792,high_variant,male,5yearly,2015,1313.617
792,instant_replacement,female,5yearly,2015,1058.773
792,instant_replacement,male,5yearly,2015,1309.941
792,low_variant,female,5yearly,2015,1053.462
792,low_variant,male,5yearly,2015,1302.502
792,medium_variant,female,5yearly,2015,1057.43
792,medium_variant,male,5yearly,2015,1308.059
792,momentum,female,5yearly,2015,1155.546
792,momentum,male,5yearly,2015,1422.533
792,no_change,female,5yearly,2015,1154.413
792,no_change,male,5yearly,2015,1424.591
792,zero_migration,female,5yearly,2015,1058.561
792,zero_migration,male,5yearly,2015,1306.305
792,constant_fertility,female,5yearly,2020,1160.783
792,constant_fertility,male,5yearly,2020,1391.223
792,constant_mortality,female,5yearly,2020,1340.998
792,constant_mortality,male,5yearly,2020,1610.723
792,high_variant,female,5yearly,2020,1164.456
792,high_variant,male,5yearly,2020,1396.241
792,instant_replacement,female,5yearly,2020,1160.363
792,instant_replacement,male,5yearly,2020,1390.648
792,low_variant,female,5yearly,2020,1151.151
792,low_variant,male,5yearly,2020,1378.042
792,medium_variant,female,5yearly,2020,1157.804
792,medium_variant,male,5yearly,2020,1387.142
792,momentum,female,5yearly,2020,1334.571
792,momentum,male,5yearly,2020,1599.31
792,no_change,female,5yearly,2020,1345.465
792,no_change,male,5yearly,2020,1616.972
792,zero_migration,female,5yearly,2020,1149.014
792,zero_migration,male,5yearly,2020,1372.77
792,constant_fertility,female,5yearly,2025,1264.573
792,constant_fertility,male,5yearly,2025,1458.958
792,constant_mortality,female,5yearly,2025,1522.462
792,constant_mortality,male,5yearly,2025,1777.962
792,high_variant,female,5yearly,2025,1268.864
792,high_variant,male,5yearly,2025,1464.743
792,instant_replacement,female,5yearly,2025,1264.064
792,instant_replacement,male,5yearly,2025,1458.27
792,low_variant,female,5yearly,2025,1252.393
792,low_variant,male,5yearly,2025,1442.501
792,medium_variant,female,5yearly,2025,1260.629
792,medium_variant,male,5yearly,2025,1453.622
792,momentum,female,5yearly,2025,1529.382
792,momentum,male,5yearly,2025,1790.141
792,no_change,female,5yearly,2025,1529.373
792,no_change,male,5yearly,2025,1787.593
792,zero_migration,female,5yearly,2025,1260.58
792,zero_migration,male,5yearly,2025,1455.761
792,constant_fertility,female,5yearly,2030,1397.239
792,constant_fertility,male,5yearly,2030,1547.194
792,constant_mortality,female,5yearly,2030,1732.183
792,constant_mortality,male,5yearly,2030,1974.548
792,high_variant,female,5yearly,2030,1401.2
792,high_variant,male,5yearly,2030,1552.503
792,instant_replacement,female,5yearly,2030,1396.705
792,instant_replacement,male,5yearly,2030,1546.479
792,low_variant,female,5yearly,2030,1384.171
792,low_variant,male,5yearly,2030,1529.648
792,medium_variant,female,5yearly,2030,1392.673
792,medium_variant,male,5yearly,2030,1541.058
792,momentum,female,5yearly,2030,1756.654
792,momentum,male,5yearly,2030,2012.081
792,no_change,female,5yearly,2030,1741.428
792,no_change,male,5yearly,2030,1987.449
792,zero_migration,female,5yearly,2030,1403.553
792,zero_migration,male,5yearly,2030,1559.091
792,constant_fertility,female,5yearly,2035,1564.025
792,constant_fertility,male,5yearly,2035,1668.299
792,constant_mortality,female,5yearly,2035,1973.282
792,constant_mortality,male,5yearly,2035,2205.758
792,high_variant,female,5yearly,2035,1567.733
792,high_variant,male,5yearly,2035,1673.518
792,instant_replacement,female,5yearly,2035,1563.398
792,instant_replacement,male,5yearly,2035,1667.432
792,low_variant,female,5yearly,2035,1550.225
792,low_variant,male,5yearly,2035,1649.214
792,medium_variant,female,5yearly,2035,1558.912
792,medium_variant,male,5yearly,2035,1661.275
792,momentum,female,5yearly,2035,2011.128
792,momentum,male,5yearly,2035,2258.92
792,no_change,female,5yearly,2035,1985.062
792,no_change,male,5yearly,2035,2222.566
792,zero_migration,female,5yearly,2035,1577.516
792,zero_migration,male,5yearly,2035,1687.285
792,constant_fertility,female,5yearly,2040,1752.187
792,constant_fertility,male,5yearly,2040,1806.808
792,constant_mortality,female,5yearly,2040,2223.075
792,constant_mortality,male,5yearly,2040,2449.645
792,high_variant,female,5yearly,2040,1756.04
792,high_variant,male,5yearly,2040,1812.551
792,instant_replacement,female,5yearly,2040,1751.422
792,instant_replacement,male,5yearly,2040,1805.722
792,low_variant,female,5yearly,2040,1737.321
792,low_variant,male,5yearly,2040,1785.507
792,medium_variant,female,5yearly,2040,1746.483
792,medium_variant,male,5yearly,2040,1798.761
792,momentum,female,5yearly,2040,2269.163
792,momentum,male,5yearly,2040,2511.011
792,no_change,female,5yearly,2040,2237.807
792,no_change,male,5yearly,2040,2471.436
792,zero_migration,female,5yearly,2040,1769.527
792,zero_migration,male,5yearly,2040,1827.126
792,constant_fertility,female,5yearly,2045,1944.24
792,constant_fertility,male,5yearly,2045,1950.935
792,constant_mortality,female,5yearly,2045,2457.848
792,constant_mortality,male,5yearly,2045,2681.108
792,high_variant,female,5yearly,2045,1948.675
792,high_variant,male,5yearly,2045,1957.693
792,instant_replacement,female,5yearly,2045,1943.36
792,instant_replacement,male,5yearly,2045,1949.67
792,low_variant,female,5yearly,2045,1927.785
792,low_variant,male,5yearly,2045,1926.797
792,medium_variant,female,5yearly,2045,1937.818
792,medium_variant,male,5yearly,2045,1941.687
792,momentum,female,5yearly,2045,2510.985
792,momentum,male,5yearly,2045,2750.756
792,no_change,female,5yearly,2045,2476.188
792,no_change,male,5yearly,2045,2709.217
792,zero_migration,female,5yearly,2045,1964.465
792,zero_migration,male,5yearly,2045,1971.051
792,constant_fertility,female,5yearly,2050,2122.436
792,constant_fertility,male,5yearly,2050,2102.614
792,constant_mortality,female,5yearly,2050,2672.973
792,constant_mortality,male,5yearly,2050,2885.69
792,high_variant,female,5yearly,2050,2127.683
792,high_variant,male,5yearly,2050,2110.49
792,instant_replacement,female,5yearly,2050,2121.452
792,instant_replacement,male,5yearly,2050,2101.2
792,low_variant,female,5yearly,2050,2103.943
792,low_variant,male,5yearly,2050,2075.439
792,medium_variant,female,5yearly,2050,2115.159
792,medium_variant,male,5yearly,2050,2092.082
792,momentum,female,5yearly,2050,2732.432
792,momentum,male,5yearly,2050,2965.901
792,no_change,female,5yearly,2050,2695.559
792,no_change,male,5yearly,2050,2921.395
