country,variant,gender,freq,year,totaldeaths
388,estimates,female,5yearly,1950,39.005
388,estimates,male,5yearly,1950,39.802
388,estimates,female,5yearly,1955,37.822
388,estimates,male,5yearly,1955,38.905
388,estimates,female,5yearly,1960,35.767
388,estimates,male,5yearly,1960,36.006
388,estimates,female,5yearly,1965,36.907
388,estimates,male,5yearly,1965,36.586
388,estimates,female,5yearly,1970,35.402
388,estimates,male,5yearly,1970,35.209
388,estimates,female,5yearly,1975,33.716
388,estimates,male,5yearly,1975,33.696
388,estimates,female,5yearly,1980,35.76
388,estimates,male,5yearly,1980,36.901
388,estimates,female,5yearly,1985,39.694
388,estimates,male,5yearly,1985,41.542
388,estimates,female,5yearly,1990,41.95
388,estimates,male,5yearly,1990,46.249
388,estimates,female,5yearly,1995,43.118
388,estimates,male,5yearly,1995,50.203
388,estimates,female,5yearly,2000,44.107
388,estimates,male,5yearly,2000,53.044
388,estimates,female,5yearly,2005,44.425
388,estimates,male,5yearly,2005,52.441
388,estimates,female,5yearly,2010,44.948
388,estimates,male,5yearly,2010,52.207
388,constant_fertility,female,5yearly,2015,47.516
388,constant_fertility,male,5yearly,2015,55.142
388,constant_mortality,female,5yearly,2015,49.406
388,constant_mortality,male,5yearly,2015,57.211
388,high_variant,female,5yearly,2015,47.639
388,high_variant,male,5yearly,2015,55.287
388,instant_replacement,female,5yearly,2015,47.537
388,instant_replacement,male,5yearly,2015,55.167
388,low_variant,female,5yearly,2015,47.251
388,low_variant,male,5yearly,2015,54.824
388,medium_variant,female,5yearly,2015,47.444
388,medium_variant,male,5yearly,2015,55.056
388,momentum,female,5yearly,2015,49.512
388,momentum,male,5yearly,2015,57.47
388,no_change,female,5yearly,2015,49.487
388,no_change,male,5yearly,2015,57.308
388,zero_migration,female,5yearly,2015,47.433
388,zero_migration,male,5yearly,2015,55.17
388,constant_fertility,female,5yearly,2020,49.937
388,constant_fertility,male,5yearly,2020,57.726
388,constant_mortality,female,5yearly,2020,53.493
388,constant_mortality,male,5yearly,2020,61.635
388,high_variant,female,5yearly,2020,50.112
388,high_variant,male,5yearly,2020,57.934
388,instant_replacement,female,5yearly,2020,49.96
388,instant_replacement,male,5yearly,2020,57.753
388,low_variant,female,5yearly,2020,49.53
388,low_variant,male,5yearly,2020,57.242
388,medium_variant,female,5yearly,2020,49.821
388,medium_variant,male,5yearly,2020,57.588
388,momentum,female,5yearly,2020,54.302
388,momentum,male,5yearly,2020,63.034
388,no_change,female,5yearly,2020,53.639
388,no_change,male,5yearly,2020,61.811
388,zero_migration,female,5yearly,2020,50.35
388,zero_migration,male,5yearly,2020,58.616
388,constant_fertility,female,5yearly,2025,52.87
388,constant_fertility,male,5yearly,2025,60.722
388,constant_mortality,female,5yearly,2025,57.971
388,constant_mortality,male,5yearly,2025,66.57
388,high_variant,female,5yearly,2025,53.066
388,high_variant,male,5yearly,2025,60.962
388,instant_replacement,female,5yearly,2025,52.895
388,instant_replacement,male,5yearly,2025,60.753
388,low_variant,female,5yearly,2025,52.41
388,low_variant,male,5yearly,2025,60.161
388,medium_variant,female,5yearly,2025,52.737
388,medium_variant,male,5yearly,2025,60.561
388,momentum,female,5yearly,2025,59.587
388,momentum,male,5yearly,2025,69.266
388,no_change,female,5yearly,2025,58.157
388,no_change,male,5yearly,2025,66.794
388,zero_migration,female,5yearly,2025,53.848
388,zero_migration,male,5yearly,2025,62.542
388,constant_fertility,female,5yearly,2030,56.387
388,constant_fertility,male,5yearly,2030,64.224
388,constant_mortality,female,5yearly,2030,63.22
388,constant_mortality,male,5yearly,2030,72.038
388,high_variant,female,5yearly,2030,56.554
388,high_variant,male,5yearly,2030,64.433
388,instant_replacement,female,5yearly,2030,56.405
388,instant_replacement,male,5yearly,2030,64.247
388,low_variant,female,5yearly,2030,55.923
388,low_variant,male,5yearly,2030,63.647
388,medium_variant,female,5yearly,2030,56.237
388,medium_variant,male,5yearly,2030,64.038
388,momentum,female,5yearly,2030,65.754
388,momentum,male,5yearly,2030,76.186
388,no_change,female,5yearly,2030,63.449
388,no_change,male,5yearly,2030,72.321
388,zero_migration,female,5yearly,2030,57.976
388,zero_migration,male,5yearly,2030,66.991
388,constant_fertility,female,5yearly,2035,60.964
388,constant_fertility,male,5yearly,2035,67.991
388,constant_mortality,female,5yearly,2035,69.366
388,constant_mortality,male,5yearly,2035,77.663
388,high_variant,female,5yearly,2035,61.115
388,high_variant,male,5yearly,2035,68.193
388,instant_replacement,female,5yearly,2035,60.965
388,instant_replacement,male,5yearly,2035,67.996
388,low_variant,female,5yearly,2035,60.453
388,low_variant,male,5yearly,2035,67.334
388,medium_variant,female,5yearly,2035,60.778
388,medium_variant,male,5yearly,2035,67.757
388,momentum,female,5yearly,2035,72.992
388,momentum,male,5yearly,2035,83.476
388,no_change,female,5yearly,2035,69.668
388,no_change,male,5yearly,2035,78.048
388,zero_migration,female,5yearly,2035,63.228
388,zero_migration,male,5yearly,2035,71.73
388,constant_fertility,female,5yearly,2040,66.211
388,constant_fertility,male,5yearly,2040,71.631
388,constant_mortality,female,5yearly,2040,75.916
388,constant_mortality,male,5yearly,2040,82.815
388,high_variant,female,5yearly,2040,66.395
388,high_variant,male,5yearly,2040,71.89
388,instant_replacement,female,5yearly,2040,66.208
388,instant_replacement,male,5yearly,2040,71.634
388,low_variant,female,5yearly,2040,65.605
388,low_variant,male,5yearly,2040,70.819
388,medium_variant,female,5yearly,2040,65.984
388,medium_variant,male,5yearly,2040,71.336
388,momentum,female,5yearly,2040,80.963
388,momentum,male,5yearly,2040,90.682
388,no_change,female,5yearly,2040,76.311
388,no_change,male,5yearly,2040,83.335
388,zero_migration,female,5yearly,2040,69.311
388,zero_migration,male,5yearly,2040,76.482
388,constant_fertility,female,5yearly,2045,71.549
388,constant_fertility,male,5yearly,2045,74.602
388,constant_mortality,female,5yearly,2045,82.056
388,constant_mortality,male,5yearly,2045,86.957
388,high_variant,female,5yearly,2045,71.808
388,high_variant,male,5yearly,2045,74.968
388,instant_replacement,female,5yearly,2045,71.563
388,instant_replacement,male,5yearly,2045,74.625
388,low_variant,female,5yearly,2045,70.813
388,low_variant,male,5yearly,2045,73.589
388,medium_variant,female,5yearly,2045,71.283
388,medium_variant,male,5yearly,2045,74.245
388,momentum,female,5yearly,2045,88.984
388,momentum,male,5yearly,2045,97.404
388,no_change,female,5yearly,2045,82.551
388,no_change,male,5yearly,2045,87.641
388,zero_migration,female,5yearly,2045,75.74
388,zero_migration,male,5yearly,2045,80.799
388,constant_fertility,female,5yearly,2050,76.249
388,constant_fertility,male,5yearly,2050,76.714
388,constant_mortality,female,5yearly,2050,87.07
388,constant_mortality,male,5yearly,2050,89.811
388,high_variant,female,5yearly,2050,76.591
388,high_variant,male,5yearly,2050,77.193
388,instant_replacement,female,5yearly,2050,76.282
388,instant_replacement,male,5yearly,2050,76.76
388,low_variant,female,5yearly,2050,75.368
388,low_variant,male,5yearly,2050,75.486
388,medium_variant,female,5yearly,2050,75.941
388,medium_variant,male,5yearly,2050,76.292
388,momentum,female,5yearly,2050,96.449
388,momentum,male,5yearly,2050,103.47
388,no_change,female,5yearly,2050,87.681
388,no_change,male,5yearly,2050,90.702
388,zero_migration,female,5yearly,2050,81.861
388,zero_migration,male,5yearly,2050,84.562
388,constant_fertility,female,5yearly,2055,79.841
388,constant_fertility,male,5yearly,2055,77.696
388,constant_mortality,female,5yearly,2055,90.77
388,constant_mortality,male,5yearly,2055,91.517
388,high_variant,female,5yearly,2055,80.243
388,high_variant,male,5yearly,2055,78.257
388,instant_replacement,female,5yearly,2055,79.877
388,instant_replacement,male,5yearly,2055,77.748
388,low_variant,female,5yearly,2055,78.811
388,low_variant,male,5yearly,2055,76.26
388,medium_variant,female,5yearly,2055,79.479
388,medium_variant,male,5yearly,2055,77.198
388,momentum,female,5yearly,2055,103.246
388,momentum,male,5yearly,2055,109.05
388,no_change,female,5yearly,2055,91.535
388,no_change,male,5yearly,2055,92.685
388,zero_migration,female,5yearly,2055,87.254
388,zero_migration,male,5yearly,2055,87.523
388,constant_fertility,female,5yearly,2060,82.72
388,constant_fertility,male,5yearly,2060,78.387
388,constant_mortality,female,5yearly,2060,93.282
388,constant_mortality,male,5yearly,2060,92.529
388,high_variant,female,5yearly,2060,83.166
388,high_variant,male,5yearly,2060,79.003
388,instant_replacement,female,5yearly,2060,82.749
388,instant_replacement,male,5yearly,2060,78.429
388,low_variant,female,5yearly,2060,81.524
388,low_variant,male,5yearly,2060,76.737
388,medium_variant,female,5yearly,2060,82.292
388,medium_variant,male,5yearly,2060,77.804
388,momentum,female,5yearly,2060,109.579
388,momentum,male,5yearly,2060,114.589
388,no_change,female,5yearly,2060,94.244
388,no_change,male,5yearly,2060,94.046
388,zero_migration,female,5yearly,2060,92.447
388,zero_migration,male,5yearly,2060,90.612
388,constant_fertility,female,5yearly,2065,84.979
388,constant_fertility,male,5yearly,2065,79.082
388,constant_mortality,female,5yearly,2065,94.636
388,constant_mortality,male,5yearly,2065,93.032
388,high_variant,female,5yearly,2065,85.487
388,high_variant,male,5yearly,2065,79.766
388,instant_replacement,female,5yearly,2065,85.002
388,instant_replacement,male,5yearly,2065,79.114
388,low_variant,female,5yearly,2065,83.58
388,low_variant,male,5yearly,2065,77.198
388,medium_variant,female,5yearly,2065,84.47
388,medium_variant,male,5yearly,2065,78.402
388,momentum,female,5yearly,2065,115.506
388,momentum,male,5yearly,2065,120.197
388,no_change,female,5yearly,2065,95.836
388,no_change,male,5yearly,2065,94.96
388,zero_migration,female,5yearly,2065,97.589
388,zero_migration,male,5yearly,2065,94.12
388,constant_fertility,female,5yearly,2070,86.537
388,constant_fertility,male,5yearly,2070,80.377
388,constant_mortality,female,5yearly,2070,94.38
388,constant_mortality,male,5yearly,2070,92.525
388,high_variant,female,5yearly,2070,87.147
388,high_variant,male,5yearly,2070,81.173
388,instant_replacement,female,5yearly,2070,86.564
388,instant_replacement,male,5yearly,2070,80.413
388,low_variant,female,5yearly,2070,84.864
388,low_variant,male,5yearly,2070,78.196
388,medium_variant,female,5yearly,2070,85.926
388,medium_variant,male,5yearly,2070,79.584
388,momentum,female,5yearly,2070,120.491
388,momentum,male,5yearly,2070,125.171
388,no_change,female,5yearly,2070,95.87
388,no_change,male,5yearly,2070,94.932
388,zero_migration,female,5yearly,2070,102.646
388,zero_migration,male,5yearly,2070,98.696
388,constant_fertility,female,5yearly,2075,86.743
388,constant_fertility,male,5yearly,2075,81.56
388,constant_mortality,female,5yearly,2075,91.893
388,constant_mortality,male,5yearly,2075,90.036
388,high_variant,female,5yearly,2075,87.516
388,high_variant,male,5yearly,2075,82.541
388,instant_replacement,female,5yearly,2075,86.788
388,instant_replacement,male,5yearly,2075,81.619
388,low_variant,female,5yearly,2075,84.688
388,low_variant,male,5yearly,2075,78.955
388,medium_variant,female,5yearly,2075,86.005
388,medium_variant,male,5yearly,2075,80.626
388,momentum,female,5yearly,2075,123.635
388,momentum,male,5yearly,2075,128.231
388,no_change,female,5yearly,2075,93.757
388,no_change,male,5yearly,2075,93.026
388,zero_migration,female,5yearly,2075,106.828
388,zero_migration,male,5yearly,2075,103.516
388,constant_fertility,female,5yearly,2080,85.107
388,constant_fertility,male,5yearly,2080,81.467
388,constant_mortality,female,5yearly,2080,86.999
388,constant_mortality,male,5yearly,2080,85.154
388,high_variant,female,5yearly,2080,86.122
388,high_variant,male,5yearly,2080,82.74
388,instant_replacement,female,5yearly,2080,85.179
388,instant_replacement,male,5yearly,2080,81.559
388,low_variant,female,5yearly,2080,82.477
388,low_variant,male,5yearly,2080,78.176
388,medium_variant,female,5yearly,2080,84.182
388,medium_variant,male,5yearly,2080,80.311
