country,variant,gender,freq,year,totaldeaths
50,estimates,female,5yearly,1950,2356.108
50,estimates,male,5yearly,1950,2611.585
50,estimates,female,5yearly,1955,2314.092
50,estimates,male,5yearly,1955,2563.115
50,estimates,female,5yearly,1960,2368.786
50,estimates,male,5yearly,1960,2620.99
50,estimates,female,5yearly,1965,2512.9
50,estimates,male,5yearly,1965,2782.253
50,estimates,female,5yearly,1970,3260.371
50,estimates,male,5yearly,1970,3476.728
50,estimates,female,5yearly,1975,2773.273
50,estimates,male,5yearly,1975,3049.918
50,estimates,female,5yearly,1980,2818.338
50,estimates,male,5yearly,1980,3086.892
50,estimates,female,5yearly,1985,2695.525
50,estimates,male,5yearly,1985,2959.578
50,estimates,female,5yearly,1990,2488.442
50,estimates,male,5yearly,1990,2750.007
50,estimates,female,5yearly,1995,2273.878
50,estimates,male,5yearly,1995,2440.09
50,estimates,female,5yearly,2000,2125.53
50,estimates,male,5yearly,2000,2358.391
50,estimates,female,5yearly,2005,2015.741
50,estimates,male,5yearly,2005,2329.7
50,estimates,female,5yearly,2010,1888.441
50,estimates,male,5yearly,2010,2361.743
50,constant_fertility,female,5yearly,2015,1945.48
50,constant_fertility,male,5yearly,2015,2448.307
50,constant_mortality,female,5yearly,2015,2152.369
50,constant_mortality,male,5yearly,2015,2647.226
50,high_variant,female,5yearly,2015,1955.1
50,high_variant,male,5yearly,2015,2460.196
50,instant_replacement,female,5yearly,2015,1938.595
50,instant_replacement,male,5yearly,2015,2439.798
50,low_variant,female,5yearly,2015,1907.037
50,low_variant,male,5yearly,2015,2400.796
50,medium_variant,female,5yearly,2015,1931.069
50,medium_variant,male,5yearly,2015,2430.496
50,momentum,female,5yearly,2015,2183.888
50,momentum,male,5yearly,2015,2680.266
50,no_change,female,5yearly,2015,2170.659
50,no_change,male,5yearly,2015,2669.151
50,zero_migration,female,5yearly,2015,1947.664
50,zero_migration,male,5yearly,2015,2446.469
50,constant_fertility,female,5yearly,2020,2059.174
50,constant_fertility,male,5yearly,2020,2586.296
50,constant_mortality,female,5yearly,2020,2445.02
50,constant_mortality,male,5yearly,2020,2962.216
50,high_variant,female,5yearly,2020,2070.302
50,high_variant,male,5yearly,2020,2600
50,instant_replacement,female,5yearly,2020,2050.866
50,instant_replacement,male,5yearly,2020,2576.056
50,low_variant,female,5yearly,2020,1998.479
50,low_variant,male,5yearly,2020,2511.203
50,medium_variant,female,5yearly,2020,2034.391
50,medium_variant,male,5yearly,2020,2555.602
50,momentum,female,5yearly,2020,2533.243
50,momentum,male,5yearly,2020,3050.203
50,no_change,female,5yearly,2020,2483.814
50,no_change,male,5yearly,2020,3008.094
50,zero_migration,female,5yearly,2020,2080.308
50,zero_migration,male,5yearly,2020,2597.396
50,constant_fertility,female,5yearly,2025,2242.663
50,constant_fertility,male,5yearly,2025,2782.183
50,constant_mortality,female,5yearly,2025,2799.617
50,constant_mortality,male,5yearly,2025,3335.81
50,high_variant,female,5yearly,2025,2252.9
50,high_variant,male,5yearly,2025,2794.606
50,instant_replacement,female,5yearly,2025,2234.063
50,instant_replacement,male,5yearly,2025,2771.704
50,low_variant,female,5yearly,2025,2171.757
50,low_variant,male,5yearly,2025,2695.346
50,medium_variant,female,5yearly,2025,2212.328
50,medium_variant,male,5yearly,2025,2744.976
50,momentum,female,5yearly,2025,2944.965
50,momentum,male,5yearly,2025,3478.253
50,no_change,female,5yearly,2025,2856.699
50,no_change,male,5yearly,2025,3402.494
50,zero_migration,female,5yearly,2025,2285.77
50,zero_migration,male,5yearly,2025,2811.279
50,constant_fertility,female,5yearly,2030,2489.272
50,constant_fertility,male,5yearly,2030,3025.235
50,constant_mortality,female,5yearly,2030,3221.784
50,constant_mortality,male,5yearly,2030,3776.787
50,high_variant,female,5yearly,2030,2495.016
50,high_variant,male,5yearly,2030,3032.138
50,instant_replacement,female,5yearly,2030,2480.412
50,instant_replacement,male,5yearly,2030,3014.157
50,low_variant,female,5yearly,2030,2417.098
50,low_variant,male,5yearly,2030,2934.794
50,medium_variant,female,5yearly,2030,2455.781
50,medium_variant,male,5yearly,2030,2983.107
50,momentum,female,5yearly,2030,3429.333
50,momentum,male,5yearly,2030,3977.561
50,no_change,female,5yearly,2030,3295.737
50,no_change,male,5yearly,2030,3862.404
50,zero_migration,female,5yearly,2030,2560.291
50,zero_migration,male,5yearly,2030,3076.427
50,constant_fertility,female,5yearly,2035,2788.391
50,constant_fertility,male,5yearly,2035,3316.213
50,constant_mortality,female,5yearly,2035,3701.238
50,constant_mortality,male,5yearly,2035,4268.525
50,high_variant,female,5yearly,2035,2792
50,high_variant,male,5yearly,2035,3320.418
50,instant_replacement,female,5yearly,2035,2778.426
50,instant_replacement,male,5yearly,2035,3303.52
50,low_variant,female,5yearly,2035,2713.179
50,low_variant,male,5yearly,2035,3220.61
50,medium_variant,female,5yearly,2035,2751.555
50,medium_variant,male,5yearly,2035,3269.137
50,momentum,female,5yearly,2035,3979.185
50,momentum,male,5yearly,2035,4535.61
50,no_change,female,5yearly,2035,3794.351
50,no_change,male,5yearly,2035,4375.635
50,zero_migration,female,5yearly,2035,2892.056
50,zero_migration,male,5yearly,2035,3393.42
50,constant_fertility,female,5yearly,2040,3137.72
50,constant_fertility,male,5yearly,2040,3639.047
50,constant_mortality,female,5yearly,2040,4231.781
50,constant_mortality,male,5yearly,2040,4793.144
50,high_variant,female,5yearly,2040,3141.124
50,high_variant,male,5yearly,2040,3642.992
50,instant_replacement,female,5yearly,2040,3125.969
50,instant_replacement,male,5yearly,2040,3624.442
50,low_variant,female,5yearly,2040,3055.422
50,low_variant,male,5yearly,2040,3537.275
50,medium_variant,female,5yearly,2040,3096.13
50,medium_variant,male,5yearly,2040,3587.377
50,momentum,female,5yearly,2040,4587.773
50,momentum,male,5yearly,2040,5136.478
50,no_change,female,5yearly,2040,4346.388
50,no_change,male,5yearly,2040,4924.228
50,zero_migration,female,5yearly,2040,3276.901
50,zero_migration,male,5yearly,2040,3746.731
50,constant_fertility,female,5yearly,2045,3535.99
50,constant_fertility,male,5yearly,2045,3993.646
50,constant_mortality,female,5yearly,2045,4802.396
50,constant_mortality,male,5yearly,2045,5327.632
50,high_variant,female,5yearly,2045,3539.842
50,high_variant,male,5yearly,2045,3998.247
50,instant_replacement,female,5yearly,2045,3522.753
50,instant_replacement,male,5yearly,2045,3977.618
50,low_variant,female,5yearly,2045,3446.346
50,low_variant,male,5yearly,2045,3885.671
50,medium_variant,female,5yearly,2045,3489.844
50,medium_variant,male,5yearly,2045,3937.938
50,momentum,female,5yearly,2045,5241.404
50,momentum,male,5yearly,2045,5758.045
50,no_change,female,5yearly,2045,4939.745
50,no_change,male,5yearly,2045,5484.158
50,zero_migration,female,5yearly,2045,3713.457
50,zero_migration,male,5yearly,2045,4136.24
50,constant_fertility,female,5yearly,2050,3971.404
50,constant_fertility,male,5yearly,2050,4357.77
50,constant_mortality,female,5yearly,2050,5367.68
50,constant_mortality,male,5yearly,2050,5836.08
50,high_variant,female,5yearly,2050,3975.804
50,high_variant,male,5yearly,2050,4363.045
50,instant_replacement,female,5yearly,2050,3956.827
50,instant_replacement,male,5yearly,2050,4340.743
50,low_variant,female,5yearly,2050,3873.781
50,low_variant,male,5yearly,2050,4244.049
50,medium_variant,female,5yearly,2050,3920.597
50,medium_variant,male,5yearly,2050,4298.613
50,momentum,female,5yearly,2050,5891.736
50,momentum,male,5yearly,2050,6363.341
50,no_change,female,5yearly,2050,5528.264
50,no_change,male,5yearly,2050,6018.718
50,zero_migration,female,5yearly,2050,4189.118
50,zero_migration,male,5yearly,2050,4539.519
50,constant_fertility,female,5yearly,2055,4411.217
50,constant_fertility,male,5yearly,2055,4683.824
50,constant_mortality,female,5yearly,2055,5874.722
50,constant_mortality,male,5yearly,2055,6278.145
50,high_variant,female,5yearly,2055,4416.21
50,high_variant,male,5yearly,2055,4689.77
50,instant_replacement,female,5yearly,2055,4394.889
50,instant_replacement,male,5yearly,2055,4665.294
50,low_variant,female,5yearly,2055,4303.762
50,low_variant,male,5yearly,2055,4561.868
50,medium_variant,female,5yearly,2055,4355.005
50,medium_variant,male,5yearly,2055,4620.204
50,momentum,female,5yearly,2055,6484.016
50,momentum,male,5yearly,2055,6910.732
50,no_change,female,5yearly,2055,6060.503
50,no_change,male,5yearly,2055,6489.471
50,zero_migration,female,5yearly,2055,4668.882
50,zero_migration,male,5yearly,2055,4906.269
50,constant_fertility,female,5yearly,2060,4831.585
50,constant_fertility,male,5yearly,2060,4980.672
50,constant_mortality,female,5yearly,2060,6297.114
50,constant_mortality,male,5yearly,2060,6640.218
50,high_variant,female,5yearly,2060,4837.339
50,high_variant,male,5yearly,2060,4987.821
50,instant_replacement,female,5yearly,2060,4812.833
50,instant_replacement,male,5yearly,2060,4959.705
50,low_variant,female,5yearly,2060,4711.03
50,low_variant,male,5yearly,2060,4845.858
50,medium_variant,female,5yearly,2060,4768.417
50,medium_variant,male,5yearly,2060,4910.611
50,momentum,female,5yearly,2060,6990.978
50,momentum,male,5yearly,2060,7385.992
50,no_change,female,5yearly,2060,6512.216
50,no_change,male,5yearly,2060,6887.247
50,zero_migration,female,5yearly,2060,5127.176
50,zero_migration,male,5yearly,2060,5244.83
50,constant_fertility,female,5yearly,2065,5218.021
50,constant_fertility,male,5yearly,2065,5266.023
50,constant_mortality,female,5yearly,2065,6616.737
50,constant_mortality,male,5yearly,2065,6911.017
50,high_variant,female,5yearly,2065,5225.622
50,high_variant,male,5yearly,2065,5276.118
50,instant_replacement,female,5yearly,2065,5195.693
50,instant_replacement,male,5yearly,2065,5241.089
50,low_variant,female,5yearly,2065,5077.302
50,low_variant,male,5yearly,2065,5108.312
50,medium_variant,female,5yearly,2065,5144.736
50,medium_variant,male,5yearly,2065,5185.238
50,momentum,female,5yearly,2065,7397.459
50,momentum,male,5yearly,2065,7778.713
50,no_change,female,5yearly,2065,6868.15
50,no_change,male,5yearly,2065,7206.779
50,zero_migration,female,5yearly,2065,5549.555
50,zero_migration,male,5yearly,2065,5572.207
50,constant_fertility,female,5yearly,2070,5543.832
50,constant_fertility,male,5yearly,2070,5532.515
50,constant_mortality,female,5yearly,2070,6818.899
50,constant_mortality,male,5yearly,2070,7074.541
50,high_variant,female,5yearly,2070,5555.269
50,high_variant,male,5yearly,2070,5547.201
50,instant_replacement,female,5yearly,2070,5516.106
50,instant_replacement,male,5yearly,2070,5502.193
50,low_variant,female,5yearly,2070,5370.119
50,low_variant,male,5yearly,2070,5339.696
50,medium_variant,female,5yearly,2070,5454.752
50,medium_variant,male,5yearly,2070,5435.555
50,momentum,female,5yearly,2070,7691.621
50,momentum,male,5yearly,2070,8072.228
50,no_change,female,5yearly,2070,7119
50,no_change,male,5yearly,2070,7437.776
50,zero_migration,female,5yearly,2070,5903.524
50,zero_migration,male,5yearly,2070,5878.176
50,constant_fertility,female,5yearly,2075,5820.84
50,constant_fertility,male,5yearly,2075,5803.415
50,constant_mortality,female,5yearly,2075,6898.492
50,constant_mortality,male,5yearly,2075,7119.89
50,high_variant,female,5yearly,2075,5839.737
50,high_variant,male,5yearly,2075,5825.568
50,instant_replacement,female,5yearly,2075,5784.587
50,instant_replacement,male,5yearly,2075,5764.643
50,low_variant,female,5yearly,2075,5591.958
50,low_variant,male,5yearly,2075,5553.559
50,medium_variant,female,5yearly,2075,5706.481
50,medium_variant,male,5yearly,2075,5680.459
50,momentum,female,5yearly,2075,7873.345
50,momentum,male,5yearly,2075,8260.113
50,no_change,female,5yearly,2075,7270.335
50,no_change,male,5yearly,2075,7580.699
50,zero_migration,female,5yearly,2075,6193.46
50,zero_migration,male,5yearly,2075,6182.363
50,constant_fertility,female,5yearly,2080,6031.29
50,constant_fertility,male,5yearly,2080,6045.932
50,constant_mortality,female,5yearly,2080,6868.178
50,constant_mortality,male,5yearly,2080,7055.073
50,high_variant,female,5yearly,2080,6061.345
50,high_variant,male,5yearly,2080,6077.962
50,instant_replacement,female,5yearly,2080,5982.427
50,instant_replacement,male,5yearly,2080,5995.06
50,low_variant,female,5yearly,2080,5716.539
50,low_variant,male,5yearly,2080,5712.105
50,medium_variant,female,5yearly,2080,5877.873
50,medium_variant,male,5yearly,2080,5884.329
50,momentum,female,5yearly,2080,7968.4
50,momentum,male,5yearly,2080,8359.488
50,no_change,female,5yearly,2080,7346.782
50,no_change,male,5yearly,2080,7653.592
50,zero_migration,female,5yearly,2080,6399.572
50,zero_migration,male,5yearly,2080,6446.206
50,constant_fertility,female,5yearly,2085,6178.381
50,constant_fertility,male,5yearly,2085,6246.235
50,constant_mortality,female,5yearly,2085,6748.762
50,constant_mortality,male,5yearly,2085,6899.248
50,high_variant,female,5yearly,2085,6224.823
50,high_variant,male,5yearly,2085,6293.525
50,instant_replacement,female,5yearly,2085,6110.438
50,instant_replacement,male,5yearly,2085,6176.375
50,low_variant,female,5yearly,2085,5731.985
50,low_variant,male,5yearly,2085,5782.272
50,medium_variant,female,5yearly,2085,5965.144
50,medium_variant,male,5yearly,2085,6024.864
50,momentum,female,5yearly,2085,8014.353
50,momentum,male,5yearly,2085,8402.877
50,no_change,female,5yearly,2085,7386.005
50,no_change,male,5yearly,2085,7690.323
50,zero_migration,female,5yearly,2085,6518.305
50,zero_migration,male,5yearly,2085,6641.087
50,constant_fertility,female,5yearly,2090,6278.424
50,constant_fertility,male,5yearly,2090,6396.662
50,constant_mortality,female,5yearly,2090,6554.405
50,constant_mortality,male,5yearly,2090,6667.923
50,high_variant,female,5yearly,2090,6342.713
50,high_variant,male,5yearly,2090,6464.147
50,instant_replacement,female,5yearly,2090,6185.906
50,instant_replacement,male,5yearly,2090,6300.13
50,low_variant,female,5yearly,2090,5656.052
50,low_variant,male,5yearly,2090,5746.985
50,medium_variant,female,5yearly,2090,5982.999
50,medium_variant,male,5yearly,2090,6089.169
50,momentum,female,5yearly,2090,8027.663
50,momentum,male,5yearly,2090,8413.123
50,no_change,female,5yearly,2090,7401.51
50,no_change,male,5yearly,2090,7708.053
50,zero_migration,female,5yearly,2090,6563.887
50,zero_migration,male,5yearly,2090,6748.262
50,constant_fertility,female,5yearly,2095,6329.658
50,constant_fertility,male,5yearly,2095,6478.661
50,constant_mortality,female,5yearly,2095,6307.652
50,constant_mortality,male,5yearly,2095,6387.058
50,high_variant,female,5yearly,2095,6411.222
50,high_variant,male,5yearly,2095,6569.876
50,instant_replacement,female,5yearly,2095,6207.317
50,instant_replacement,male,5yearly,2095,6347.865
50,low_variant,female,5yearly,2095,5492.329
50,low_variant,male,5yearly,2095,5585.506
50,medium_variant,female,5yearly,2095,5930.819
50,medium_variant,male,5yearly,2095,6056.542
50,momentum,female,5yearly,2095,8021.987
50,momentum,male,5yearly,2095,8408.161
50,no_change,female,5yearly,2095,7404.878
50,no_change,male,5yearly,2095,7717.167
50,zero_migration,female,5yearly,2095,6535.842
50,zero_migration,male,5yearly,2095,6741.946
