region,year,variant,agebroad,feminityrato_femaleper100male
915,1950,estimates,total,99.314431306213
915,1950,estimates,0_1,97.1678340110778
915,1950,estimates,0_4,97.3502151452385
915,1950,estimates,0_14,97.7604686963487
915,1950,estimates,0_17,98.0871872530409
915,1950,estimates,0_19,98.3842624426528
915,1950,estimates,0_24,99.2648622608617
915,1950,estimates,3_4,97.5351824912963
915,1950,estimates,3_5,97.5680329739487
915,1950,estimates,3_6,97.5963860556297
915,1950,estimates,4_5,97.6058423099309
915,1950,estimates,4_6,97.6319990876953
915,1950,estimates,5_10,97.7632212886003
915,1950,estimates,5_11,97.7932409478151
915,1950,estimates,5_14,98.0131755632651
915,1950,estimates,6_9,97.7595558733383
915,1950,estimates,6_10,97.790378648917
915,1950,estimates,6_11,97.8215226959247
915,1950,estimates,6_12,97.86829917159
915,1950,estimates,7_10,97.8178461982525
915,1950,estimates,7_12,97.9009783200233
915,1950,estimates,11_16,98.8914890672814
915,1950,estimates,11_17,99.1437273851509
915,1950,estimates,11_18,99.4177100352158
915,1950,estimates,12_14,98.5893688929209
915,1950,estimates,12_16,99.0891046846654
915,1950,estimates,12_17,99.3579895736638
915,1950,estimates,12_18,99.6487193319516
915,1950,estimates,13_17,99.6209814921838
915,1950,estimates,13_18,99.9261911742254
915,1950,estimates,13_19,100.25007712888
915,1950,estimates,15plus,100.339183839733
915,1950,estimates,15_17,100.212892412889
915,1950,estimates,15_24,102.546288139383
915,1950,estimates,15_49,100.865360148698
915,1950,estimates,15_59,99.9116222447821
915,1950,estimates,15_64,99.7273362881372
915,1950,estimates,16plus,100.36488057578
915,1950,estimates,17plus,100.371017032213
915,1950,estimates,18plus,100.353427951523
915,1950,estimates,18_23,103.509403650666
915,1950,estimates,20plus,100.229280428046
915,1950,estimates,20_64,99.479420273609
915,1950,estimates,20_69,99.5268915867425
915,1950,estimates,21plus,100.117530557465
915,1950,estimates,25plus,99.3827643782418
915,1950,estimates,25_49,99.8427700533467
915,1950,estimates,25_64,98.3855852954693
915,1950,estimates,25_69,98.4866349726779
915,1950,estimates,50plus,98.2437702483215
915,1950,estimates,60plus,104.211740274718
915,1950,estimates,65plus,109.517168279825
915,1950,estimates,70plus,115.793819739728
915,1950,estimates,75plus,122.499256994863
915,1950,estimates,80plus,125.721345653909
915,1950,estimates,85plus,136.717440419795
915,1950,estimates,90plus,150.900655021834
915,1955,estimates,total,99.6678650250368
915,1955,estimates,0_1,97.236737876955
915,1955,estimates,0_4,97.447713269114
915,1955,estimates,0_14,97.68791560512
915,1955,estimates,0_17,97.9431925660405
915,1955,estimates,0_19,98.1794139572467
915,1955,estimates,0_24,98.8942506674429
915,1955,estimates,3_4,97.6662263320124
915,1955,estimates,3_5,97.6917039955664
915,1955,estimates,3_6,97.708636887958
915,1955,estimates,4_5,97.7261821339346
915,1955,estimates,4_6,97.73823404192
915,1955,estimates,5_10,97.7416992871103
915,1955,estimates,5_11,97.7324312567005
915,1955,estimates,5_14,97.8458195171701
915,1955,estimates,6_9,97.7474798599688
915,1955,estimates,6_10,97.7407143436344
915,1955,estimates,6_11,97.7298898081526
915,1955,estimates,6_12,97.7359812749676
915,1955,estimates,7_10,97.7345290586802
915,1955,estimates,7_12,97.7309145057555
915,1955,estimates,11_16,98.4354400852621
915,1955,estimates,11_17,98.6627037901119
915,1955,estimates,11_18,98.8987861176029
915,1955,estimates,12_14,98.1422125655198
915,1955,estimates,12_16,98.5992301529924
915,1955,estimates,12_17,98.8422203428289
915,1955,estimates,12_18,99.092068657286
915,1955,estimates,13_17,99.0731187371531
915,1955,estimates,13_18,99.3330306412122
915,1955,estimates,13_19,99.5980419322065
915,1955,estimates,15plus,100.994213370265
915,1955,estimates,15_17,99.6013346175014
915,1955,estimates,15_24,101.543078703932
915,1955,estimates,15_49,102.031759642126
915,1955,estimates,15_59,100.87477423702
915,1955,estimates,15_64,100.711288581593
915,1955,estimates,16plus,101.064449255577
915,1955,estimates,17plus,101.118750666139
915,1955,estimates,18plus,101.154382262107
915,1955,estimates,18_23,102.291193489417
915,1955,estimates,20plus,101.16132810397
915,1955,estimates,20_64,100.831334939438
915,1955,estimates,20_69,100.73905804171
915,1955,estimates,21plus,101.128575407491
915,1955,estimates,25plus,100.753250339921
915,1955,estimates,25_49,102.341722344695
915,1955,estimates,25_64,100.308121165393
915,1955,estimates,25_69,100.219032359038
915,1955,estimates,50plus,97.1818233826576
915,1955,estimates,60plus,102.0630436202
915,1955,estimates,65plus,105.031458464805
915,1955,estimates,70plus,110.243797298592
915,1955,estimates,75plus,117.93297444105
915,1955,estimates,80plus,131.122258516099
915,1955,estimates,85plus,131.424219345011
915,1955,estimates,90plus,145.834559905799
915,1960,estimates,total,100.27092639704
915,1960,estimates,0_1,97.016808089651
915,1960,estimates,0_4,97.2743641230368
915,1960,estimates,0_14,97.7013403852684
915,1960,estimates,0_17,97.9683247749832
915,1960,estimates,0_19,98.2268801955514
915,1960,estimates,0_24,99.0737553448877
915,1960,estimates,3_4,97.5223583968202
915,1960,estimates,3_5,97.5653112300446
915,1960,estimates,3_6,97.6010382838771
915,1960,estimates,4_5,97.6149815358118
915,1960,estimates,4_6,97.6472603153308
915,1960,estimates,5_10,97.7770081861987
