region,year,variant,agebroad,feminityrato_femaleper100male
928,1950,estimates,total,89.6667482995074
928,1950,estimates,0_1,94.9076913040642
928,1950,estimates,0_4,94.6142088939465
928,1950,estimates,0_14,93.349469776731
928,1950,estimates,0_17,93.0635339480993
928,1950,estimates,0_19,92.8598701134909
928,1950,estimates,0_24,92.2543034493458
928,1950,estimates,3_4,94.2685622125321
928,1950,estimates,3_5,94.1361999898585
928,1950,estimates,3_6,93.996873452204
928,1950,estimates,4_5,93.9975487534325
928,1950,estimates,4_6,93.8528211385534
928,1950,estimates,5_10,93.0934925981488
928,1950,estimates,5_11,92.9361860903548
928,1950,estimates,5_14,92.5437209252737
928,1950,estimates,6_9,93.0815414094103
928,1950,estimates,6_10,92.9270916664368
928,1950,estimates,6_11,92.7670086314627
928,1950,estimates,6_12,92.6167871263442
928,1950,estimates,7_10,92.7609206857063
928,1950,estimates,7_12,92.4470327628712
928,1950,estimates,11_16,91.5185515414603
928,1950,estimates,11_17,91.4657807758689
928,1950,estimates,11_18,91.3820464707761
928,1950,estimates,12_14,91.5149097180216
928,1950,estimates,12_16,91.4352510030644
928,1950,estimates,12_17,91.3860918293324
928,1950,estimates,12_18,91.2999082743462
928,1950,estimates,13_17,91.3313994359915
928,1950,estimates,13_18,91.2382612722432
928,1950,estimates,13_19,91.1017424524235
928,1950,estimates,15plus,87.2397923345765
928,1950,estimates,15_17,91.2481393682121
928,1950,estimates,15_24,89.9876895981597
928,1950,estimates,15_49,88.1753026120195
928,1950,estimates,15_59,87.7435028893668
928,1950,estimates,15_64,87.6247878071052
928,1950,estimates,16plus,87.0901387103042
928,1950,estimates,17plus,86.9336623093749
928,1950,estimates,18plus,86.7755442148094
928,1950,estimates,18_23,89.5188356821935
928,1950,estimates,20plus,86.484830016648
928,1950,estimates,20_64,86.8895332522683
928,1950,estimates,20_69,86.811983497165
928,1950,estimates,21plus,86.359496642434
928,1950,estimates,25plus,85.9560525824198
928,1950,estimates,25_49,86.9975241165067
928,1950,estimates,25_64,86.4020812215785
928,1950,estimates,25_69,86.3279626415002
928,1950,estimates,50plus,83.2926401302182
928,1950,estimates,60plus,82.5974481518832
928,1950,estimates,65plus,81.8124878512343
928,1950,estimates,70plus,79.6470854385039
928,1950,estimates,75plus,76.5385841836734
928,1950,estimates,80plus,70.8130799823243
928,1950,estimates,85plus,79.3248945147679
928,1950,estimates,90plus,89.5927601809955
928,1955,estimates,total,91.8422608832965
928,1955,estimates,0_1,96.0631335526094
928,1955,estimates,0_4,96.0723483961602
928,1955,estimates,0_14,95.3765577379432
928,1955,estimates,0_17,94.9895954930721
928,1955,estimates,0_19,94.7008063684676
928,1955,estimates,0_24,93.9224089245019
928,1955,estimates,3_4,96.0621444899261
928,1955,estimates,3_5,96.0209148905321
928,1955,estimates,3_6,95.9667737659868
928,1955,estimates,4_5,95.983566603997
928,1955,estimates,4_6,95.9215961195953
928,1955,estimates,5_10,95.4684493688842
928,1955,estimates,5_11,95.3440162616915
