region,year,variant,agebroad,feminityrato_femaleper100male
5500,1950,estimates,total,106.744898966828
5500,1950,estimates,0_1,103.909344881136
5500,1950,estimates,0_4,103.038956548545
5500,1950,estimates,0_14,97.5178913550467
5500,1950,estimates,0_17,96.9634371024477
5500,1950,estimates,0_19,96.7979533861083
5500,1950,estimates,0_24,97.3354267199566
5500,1950,estimates,3_4,101.37556941815
5500,1950,estimates,3_5,100.486796978954
5500,1950,estimates,3_6,99.5901718334685
5500,1950,estimates,4_5,99.553620032662
5500,1950,estimates,4_6,98.6535687462
5500,1950,estimates,5_10,95.5852719567895
5500,1950,estimates,5_11,95.3477118438032
5500,1950,estimates,5_14,94.9165267349004
5500,1950,estimates,6_9,95.3923827263369
5500,1950,estimates,6_10,95.1232575275592
5500,1950,estimates,6_11,94.9589199779139
5500,1950,estimates,6_12,94.8494065386846
5500,1950,estimates,7_10,94.7770262707664
5500,1950,estimates,7_12,94.613764238494
5500,1950,estimates,11_16,94.1205464727446
5500,1950,estimates,11_17,94.1248860558035
5500,1950,estimates,11_18,94.1835008371802
5500,1950,estimates,12_14,94.1832296572727
5500,1950,estimates,12_16,94.0640771860369
5500,1950,estimates,12_17,94.0763120817865
5500,1950,estimates,12_18,94.1504838337363
5500,1950,estimates,13_17,93.9979480164158
5500,1950,estimates,13_18,94.0994652299578
5500,1950,estimates,13_19,94.2769988404552
5500,1950,estimates,15plus,111.537931089449
5500,1950,estimates,15_17,93.9290388648847
5500,1950,estimates,15_24,97.0400610334545
5500,1950,estimates,15_49,115.952665669436
5500,1950,estimates,15_59,113.213396236967
5500,1950,estimates,15_64,111.849690580506
5500,1950,estimates,16plus,112.194976014225
5500,1950,estimates,17plus,112.803870562428
5500,1950,estimates,18plus,113.38458743549
5500,1950,estimates,18_23,97.1012639715136
5500,1950,estimates,20plus,114.68636712811
5500,1950,estimates,20_64,115.446392579926
5500,1950,estimates,20_69,114.61834467323
5500,1950,estimates,21plus,115.449689066769
5500,1950,estimates,25plus,118.38867671608
5500,1950,estimates,25_49,131.133270550342
5500,1950,estimates,25_64,119.942413380348
5500,1950,estimates,25_69,118.601087623288
5500,1950,estimates,50plus,100.146953004814
5500,1950,estimates,60plus,102.127022924568
5500,1950,estimates,65plus,108.455778335251
5500,1950,estimates,70plus,115.75306851302
5500,1950,estimates,75plus,124.614223840858
5500,1950,estimates,80plus,132.20980158505
5500,1950,estimates,85plus,154.747948417351
5500,1950,estimates,90plus,184.947673124026
5500,1955,estimates,total,107.644051271978
5500,1955,estimates,0_1,94.4091486658196
5500,1955,estimates,0_4,97.6896038453567
5500,1955,estimates,0_14,99.0196315654868
5500,1955,estimates,0_17,98.2010451274357
5500,1955,estimates,0_19,97.7775200000706
5500,1955,estimates,0_24,97.2635412425139
5500,1955,estimates,3_4,101.363832881343
5500,1955,estimates,3_5,101.969979833137
5500,1955,estimates,3_6,102.396082781675
5500,1955,estimates,4_5,102.753820612149
5500,1955,estimates,4_6,103.105131338624
5500,1955,estimates,5_10,102.808940697425
5500,1955,estimates,5_11,102.180771900447
5500,1955,estimates,5_14,100.060047142466
5500,1955,estimates,6_9,103.252740043989
5500,1955,estimates,6_10,102.679310056191
5500,1955,estimates,6_11,101.937836889107
5500,1955,estimates,6_12,101.108089779098
5500,1955,estimates,7_10,102.322452766532
5500,1955,estimates,7_12,100.538662577492
5500,1955,estimates,11_16,95.1555626180645
5500,1955,estimates,11_17,95.071880458333
5500,1955,estimates,11_18,94.9877734952666
5500,1955,estimates,12_14,94.8837340345604
5500,1955,estimates,12_16,94.8006918852112
5500,1955,estimates,12_17,94.7824285409515
5500,1955,estimates,12_18,94.7391109689798
5500,1955,estimates,13_17,94.6998445661154
5500,1955,estimates,13_18,94.6672851665865
5500,1955,estimates,13_19,94.6042877032868
5500,1955,estimates,15plus,111.816249656612
5500,1955,estimates,15_17,94.7120173472359
5500,1955,estimates,15_24,94.6567519766485
5500,1955,estimates,15_49,111.09394864988
5500,1955,estimates,15_59,112.54288690348
5500,1955,estimates,15_64,111.786585649556
5500,1955,estimates,16plus,112.419871180315
5500,1955,estimates,17plus,113.156350336856
5500,1955,estimates,18plus,114.006127780145
5500,1955,estimates,18_23,94.410054474034
5500,1955,estimates,20plus,115.809216785486
5500,1955,estimates,20_64,116.284469134857
5500,1955,estimates,20_69,115.481442718134
5500,1955,estimates,21plus,116.692116482668
5500,1955,estimates,25plus,120.111933474712
5500,1955,estimates,25_49,123.991309590488
5500,1955,estimates,25_64,121.383027362281
5500,1955,estimates,25_69,120.062276237116
5500,1955,estimates,50plus,113.885265558023
5500,1955,estimates,60plus,107.215371528951
5500,1955,estimates,65plus,112.107695244144
5500,1955,estimates,70plus,120.721406751919
5500,1955,estimates,75plus,129.898211862912
5500,1955,estimates,80plus,138.314891762765
5500,1955,estimates,85plus,153.329322101885
5500,1955,estimates,90plus,180.955077387693
5500,1960,estimates,total,107.393437306718
5500,1960,estimates,0_1,95.3984977340684
5500,1960,estimates,0_4,95.3840699227627
5500,1960,estimates,0_14,98.0730173336731
