region,year,variant,agebroad,feminityratio_femaleper100male
901,1950,estimates,total,109.786624733329
901,1950,estimates,0_1,95.8038079302268
901,1950,estimates,0_4,96.0533406590717
901,1950,estimates,0_14,96.9461051517637
901,1950,estimates,0_17,97.2976964616313
901,1950,estimates,0_19,97.6165281225166
901,1950,estimates,0_24,98.8722816610144
901,1950,estimates,3_4,96.3657701159369
901,1950,estimates,3_5,96.4609185008766
901,1950,estimates,3_6,96.5538505806322
901,1950,estimates,4_5,96.5645451926306
901,1950,estimates,4_6,96.6576729194547
901,1950,estimates,5_10,97.1014708884436
901,1950,estimates,5_11,97.1891564964102
901,1950,estimates,5_14,97.475384195566
901,1950,estimates,6_9,97.1055029462385
901,1950,estimates,6_10,97.1890352125013
901,1950,estimates,6_11,97.2756219403594
901,1950,estimates,6_12,97.3652558538057
901,1950,estimates,7_10,97.271737418942
901,1950,estimates,7_12,97.4468152241762
901,1950,estimates,11_16,98.3075394274929
901,1950,estimates,11_17,98.5047011924381
901,1950,estimates,11_18,98.7302582299267
901,1950,estimates,12_14,98.10162529585
901,1950,estimates,12_16,98.4375584620152
901,1950,estimates,12_17,98.6488165690645
901,1950,estimates,12_18,98.8887920570579
901,1950,estimates,13_17,98.8189987849275
901,1950,estimates,13_18,99.0752449491881
901,1950,estimates,13_19,99.3596829481513
901,1950,estimates,15plus,115.091302438663
901,1950,estimates,15_17,99.2459356664609
901,1950,estimates,15_24,102.042727681638
901,1950,estimates,15_49,110.524018054477
901,1950,estimates,15_59,111.995980857315
901,1950,estimates,15_64,112.75582732062
901,1950,estimates,16plus,115.520513019042
901,1950,estimates,17plus,115.944745417135
901,1950,estimates,18plus,116.367810548099
901,1950,estimates,18_23,102.414711366952
901,1950,estimates,20plus,117.248199357738
901,1950,estimates,20_64,114.808593533163
901,1950,estimates,20_69,115.538854153818
901,1950,estimates,21plus,117.71111226448
901,1950,estimates,25plus,119.463765477146
901,1950,estimates,25_49,115.03980143268
901,1950,estimates,25_64,116.877307788287
901,1950,estimates,25_69,117.621840376507
901,1950,estimates,50plus,126.97547722934
901,1950,estimates,60plus,133.049721465208
901,1950,estimates,65plus,136.929491073093
901,1950,estimates,70plus,142.016499453685
901,1950,estimates,75plus,150.605511642601
901,1950,estimates,80plus,164.197838255731
901,1950,estimates,85plus,186.618659172683
901,1950,estimates,90plus,219.883582194305
901,1955,estimates,total,108.957478634539
901,1955,estimates,0_1,95.5680472126059
901,1955,estimates,0_4,95.7366745235183
901,1955,estimates,0_14,96.2810442260064
901,1955,estimates,0_17,96.643467743655
901,1955,estimates,0_19,96.9094856035782
901,1955,estimates,0_24,97.6450936654092
901,1955,estimates,3_4,95.8868630197948
901,1955,estimates,3_5,95.9243714051793
901,1955,estimates,3_6,95.9618031986395
901,1955,estimates,4_5,95.9633378594824
901,1955,estimates,4_6,96.0009141710385
901,1955,estimates,5_10,96.2380665606207
901,1955,estimates,5_11,96.3014055304135
901,1955,estimates,5_14,96.6005740078492
901,1955,estimates,6_9,96.2281399328799
901,1955,estimates,6_10,96.2908587220266
901,1955,estimates,6_11,96.3585470320002
901,1955,estimates,6_12,96.4415738927221
901,1955,estimates,7_10,96.3494713283532
901,1955,estimates,7_12,96.5118212993647
901,1955,estimates,11_16,97.6717172878661
901,1955,estimates,11_17,97.8758888964329
901,1955,estimates,11_18,98.0687533107875
901,1955,estimates,12_14,97.4314701080038
901,1955,estimates,12_16,97.8530278198972
901,1955,estimates,12_17,98.0581060832428
901,1955,estimates,12_18,98.2504739403434
901,1955,estimates,13_17,98.2481703422592
901,1955,estimates,13_18,98.4373789808827
901,1955,estimates,13_19,98.6185759392409
901,1955,estimates,15plus,114.175922609639
901,1955,estimates,15_17,98.6315233771327
901,1955,estimates,15_24,100.001559169373
901,1955,estimates,15_49,108.574401083348
901,1955,estimates,15_59,110.133041043939
901,1955,estimates,15_64,111.121515273784
901,1955,estimates,16plus,114.572687168805
901,1955,estimates,17plus,114.994689429057
901,1955,estimates,18plus,115.437128229573
901,1955,estimates,18_23,100.436808458404
901,1955,estimates,20plus,116.336410299401
901,1955,estimates,20_64,113.06858756959
901,1955,estimates,20_69,114.077869264533
901,1955,estimates,21plus,116.782702249114
901,1955,estimates,25plus,118.610263440818
901,1955,estimates,25_49,112.888183872994
901,1955,estimates,25_64,115.122351873742
901,1955,estimates,25_69,116.17775769527
901,1955,estimates,50plus,128.014595928694
901,1955,estimates,60plus,137.203576773834
901,1955,estimates,65plus,141.852997589358
901,1955,estimates,70plus,147.445359720604
901,1955,estimates,75plus,153.955200977771
901,1955,estimates,80plus,166.029095905945
901,1955,estimates,85plus,184.263952646369
901,1955,estimates,90plus,213.394258636373
901,1960,estimates,total,108.224035802234
901,1960,estimates,0_1,95.4561589001607
901,1960,estimates,0_4,95.6817763687853
901,1960,estimates,0_14,95.8790835086792
901,1960,estimates,0_17,96.0654449446515
901,1960,estimates,0_19,96.2761535539374
901,1960,estimates,0_24,96.9654292124706
901,1960,estimates,3_4,95.884438580597
901,1960,estimates,3_5,95.9046237715464
901,1960,estimates,3_6,95.9149945990041
901,1960,estimates,4_5,95.9311631836623
901,1960,estimates,4_6,95.9362070727142
901,1960,estimates,5_10,95.9178835995254
901,1960,estimates,5_11,95.9096386234918
901,1960,estimates,5_14,95.9833365296433
901,1960,estimates,6_9,95.9205608316813
901,1960,estimates,6_10,95.9123374934677
901,1960,estimates,6_11,95.90361185594
901,1960,estimates,6_12,95.9068089683939
901,1960,estimates,7_10,95.903732854859
901,1960,estimates,7_12,95.9000970532936
901,1960,estimates,11_16,96.3685572053931
901,1960,estimates,11_17,96.5367121148537
901,1960,estimates,11_18,96.736886604606
901,1960,estimates,12_14,96.1693146242678
901,1960,estimates,12_16,96.4836841269004
901,1960,estimates,12_17,96.6677903770081
901,1960,estimates,12_18,96.8852210054346
901,1960,estimates,13_17,96.8418389111015
901,1960,estimates,13_18,97.0761735698234
901,1960,estimates,13_19,97.3365031720324
901,1960,estimates,15plus,113.521669860902
901,1960,estimates,15_17,97.2621989090204
901,1960,estimates,15_24,99.0247901900818
901,1960,estimates,15_49,106.4558183278
901,1960,estimates,15_59,108.436176217672
901,1960,estimates,15_64,109.640199171334
901,1960,estimates,16plus,113.925772298483
901,1960,estimates,17plus,114.311546654688
901,1960,estimates,18plus,114.686030103202
901,1960,estimates,18_23,99.7250414623133
901,1960,estimates,20plus,115.462295119974
901,1960,estimates,20_64,111.290845406836
901,1960,estimates,20_69,112.571074635541
901,1960,estimates,21plus,115.876992391261
901,1960,estimates,25plus,117.763683368721
901,1960,estimates,25_49,110.029428585889
901,1960,estimates,25_64,113.220223617176
901,1960,estimates,25_69,114.600502689956
901,1960,estimates,50plus,129.783359315661
901,1960,estimates,60plus,141.085743810195
901,1960,estimates,65plus,147.551256469104
901,1960,estimates,70plus,154.018988049705
901,1960,estimates,75plus,161.592015955457
901,1960,estimates,80plus,172.165153358653
901,1960,estimates,85plus,190.758909581846
901,1960,estimates,90plus,215.366210551293
901,1965,estimates,total,107.536437849
901,1965,estimates,0_1,95.9726063244404
901,1965,estimates,0_4,95.9968075381855
901,1965,estimates,0_14,95.9308657429638
901,1965,estimates,0_17,95.9670367132862
901,1965,estimates,0_19,96.05549405728
901,1965,estimates,0_24,96.5014973355156
901,1965,estimates,3_4,96.0107531803268
901,1965,estimates,3_5,96.0002872622158
901,1965,estimates,3_6,95.9872953657477
901,1965,estimates,4_5,95.9916265688543
901,1965,estimates,4_6,95.9772302772137
901,1965,estimates,5_10,95.9042391772634
901,1965,estimates,5_11,95.895122799887
901,1965,estimates,5_14,95.8980066751679
901,1965,estimates,6_9,95.9010599003408
901,1965,estimates,6_10,95.8891344682559
901,1965,estimates,6_11,95.8809667213209
901,1965,estimates,6_12,95.877495180862
901,1965,estimates,7_10,95.874195649088
901,1965,estimates,7_12,95.8654977346777
901,1965,estimates,11_16,95.951696713787
901,1965,estimates,11_17,96.0012720199732
901,1965,estimates,11_18,96.0821710088787
901,1965,estimates,12_14,95.9049475435356
901,1965,estimates,12_16,95.9746125260915
901,1965,estimates,12_17,96.0289257343915
901,1965,estimates,12_18,96.1180544194493
901,1965,estimates,13_17,96.0641389559773
901,1965,estimates,13_18,96.1630072046575
901,1965,estimates,13_19,96.3017713582964
901,1965,estimates,15plus,112.276487498592
901,1965,estimates,15_17,96.1554305885779
901,1965,estimates,15_24,97.524588686372
901,1965,estimates,15_49,103.289080993172
901,1965,estimates,15_59,106.301770558502
901,1965,estimates,15_64,107.520270291849
901,1965,estimates,16plus,112.715978839564
901,1965,estimates,17plus,113.17631879882
901,1965,estimates,18plus,113.648217789928
901,1965,estimates,18_23,98.0498344918718
901,1965,estimates,20plus,114.562932980535
901,1965,estimates,20_64,109.338261741226
901,1965,estimates,20_69,110.85568329141
901,1965,estimates,21plus,114.991312450064
901,1965,estimates,25plus,116.628368864791
901,1965,estimates,25_49,106.11053596367
901,1965,estimates,25_64,110.934493587458
901,1965,estimates,25_69,112.573845757431
901,1965,estimates,50plus,132.585280650248
901,1965,estimates,60plus,143.162724172947
901,1965,estimates,65plus,152.700966409109
901,1965,estimates,70plus,162.310042920799
901,1965,estimates,75plus,172.134425461816
901,1965,estimates,80plus,185.127280335729
901,1965,estimates,85plus,200.052391694064
901,1965,estimates,90plus,226.337475555889
901,1970,estimates,total,107.187676757489
901,1970,estimates,0_1,95.325751858679
901,1970,estimates,0_4,95.738834808891
901,1970,estimates,0_14,95.7402988516764
901,1970,estimates,0_17,95.7965788413251
901,1970,estimates,0_19,95.9304998339023
901,1970,estimates,0_24,96.4806094647836
901,1970,estimates,3_4,96.075132522061
901,1970,estimates,3_5,96.0909684710805
901,1970,estimates,3_6,96.0856413328707
901,1970,estimates,4_5,96.1191403477664
901,1970,estimates,4_6,96.1025836064943
901,1970,estimates,5_10,95.8944705859488
901,1970,estimates,5_11,95.8316808639506
901,1970,estimates,5_14,95.7409792088761
901,1970,estimates,6_9,95.9117185256712
901,1970,estimates,6_10,95.8501321686658
901,1970,estimates,6_11,95.7846370295854
901,1970,estimates,6_12,95.7302623398714
901,1970,estimates,7_10,95.7961546706722
901,1970,estimates,7_12,95.6748256412434
901,1970,estimates,11_16,95.6574245016671
901,1970,estimates,11_17,95.7511836838579
901,1970,estimates,11_18,95.8839152074337
901,1970,estimates,12_14,95.5310794008227
901,1970,estimates,12_16,95.69723967166
901,1970,estimates,12_17,95.8004835153138
901,1970,estimates,12_18,95.9458461455989
901,1970,estimates,13_17,95.8810017286074
901,1970,estimates,13_18,96.0382464867513
901,1970,estimates,13_19,96.2389253943385
901,1970,estimates,15plus,111.520908852919
901,1970,estimates,15_17,96.0775526725458
901,1970,estimates,15_24,97.6468776500567
901,1970,estimates,15_49,101.386300492908
901,1970,estimates,15_59,104.556552276178
901,1970,estimates,15_64,106.062054996537
901,1970,estimates,16plus,111.931674057735
901,1970,estimates,17plus,112.355077637545
901,1970,estimates,18plus,112.787918824007
901,1970,estimates,18_23,98.2892333462624
901,1970,estimates,20plus,113.664899893752
901,1970,estimates,20_64,107.623589262316
901,1970,estimates,20_69,109.193501305394
901,1970,estimates,21plus,114.105684027034
901,1970,estimates,25plus,115.90896124569
901,1970,estimates,25_49,103.319181673198
901,1970,estimates,25_64,109.176232618349
901,1970,estimates,25_69,110.904758904938
901,1970,estimates,50plus,135.75730550795
901,1970,estimates,60plus,145.714227661812
901,1970,estimates,65plus,155.497495273333
901,1970,estimates,70plus,169.570590475437
901,1970,estimates,75plus,183.555876878186
901,1970,estimates,80plus,200.424205202176
901,1970,estimates,85plus,219.325894211332
901,1970,estimates,90plus,242.497725541638
901,1975,estimates,total,106.823662351834
901,1975,estimates,0_1,95.2437111825334
901,1975,estimates,0_4,95.4643583761357
901,1975,estimates,0_14,95.7589544889664
901,1975,estimates,0_17,95.7686265484218
