region,year,variant,agebroad,feminityrato_femaleper100male
941,1950,estimates,total,99.8124703764387
941,1950,estimates,0_1,99.7775677012661
941,1950,estimates,0_4,99.6546803125355
941,1950,estimates,0_14,99.2995123843008
941,1950,estimates,0_17,99.2125514473586
941,1950,estimates,0_19,99.1728721741402
941,1950,estimates,0_24,99.1441322361044
941,1950,estimates,3_4,99.5131717893356
941,1950,estimates,3_5,99.4700068094394
941,1950,estimates,3_6,99.4281164504984
941,1950,estimates,4_5,99.4231443223793
941,1950,estimates,4_6,99.3808397754237
941,1950,estimates,5_10,99.1820827264712
941,1950,estimates,5_11,99.1502274483307
941,1950,estimates,5_14,99.0593535095069
941,1950,estimates,6_9,99.1731422311773
941,1950,estimates,6_10,99.138602728085
941,1950,estimates,6_11,99.1075158111487
941,1950,estimates,6_12,99.0779655446143
941,1950,estimates,7_10,99.0973241537815
941,1950,estimates,7_12,99.0384980739202
941,1950,estimates,11_16,98.7870513988131
941,1950,estimates,11_17,98.7627921490278
941,1950,estimates,11_18,98.749640757236
941,1950,estimates,12_14,98.8169683044295
941,1950,estimates,12_16,98.7545189958908
941,1950,estimates,12_17,98.7309857911812
941,1950,estimates,12_18,98.7199987787184
941,1950,estimates,13_17,98.6981625021113
941,1950,estimates,13_18,98.6903363859872
941,1950,estimates,13_19,98.6965103135414
941,1950,estimates,15plus,100.173958715478
941,1950,estimates,15_17,98.6386781821337
941,1950,estimates,15_24,98.808329954068
941,1950,estimates,15_49,98.6502043920252
941,1950,estimates,15_59,99.2615051854172
941,1950,estimates,15_64,99.561754743709
941,1950,estimates,16plus,100.230186219067
941,1950,estimates,17plus,100.29179658288
941,1950,estimates,18plus,100.35750842212
941,1950,estimates,18_23,98.8603702652761
941,1950,estimates,20plus,100.492487718243
941,1950,estimates,20_64,99.7645453134142
941,1950,estimates,20_69,100.071257146432
941,1950,estimates,21plus,100.560022945404
941,1950,estimates,25plus,100.834726399009
941,1950,estimates,25_49,98.5454803164023
941,1950,estimates,25_64,99.9574021493823
941,1950,estimates,25_69,100.329501339989
941,1950,estimates,50plus,107.042629503953
941,1950,estimates,60plus,109.971479709167
941,1950,estimates,65plus,111.119142161195
941,1950,estimates,70plus,111.959588994272
941,1950,estimates,75plus,114.487253947823
941,1950,estimates,80plus,120.435384072649
941,1950,estimates,85plus,137.912047707899
941,1950,estimates,90plus,174.783802333562
941,1955,estimates,total,100.301727179658
941,1955,estimates,0_1,99.6209389422166
941,1955,estimates,0_4,99.8035493621343
941,1955,estimates,0_14,99.6495192505726
941,1955,estimates,0_17,99.5547286720656
941,1955,estimates,0_19,99.5098543404714
941,1955,estimates,0_24,99.4701076469562
941,1955,estimates,3_4,99.9931511509647
941,1955,estimates,3_5,100.004176417598
941,1955,estimates,3_6,100.000227515791
941,1955,estimates,4_5,100.024724344829
941,1955,estimates,4_6,100.012785966364
941,1955,estimates,5_10,99.8108144169474
941,1955,estimates,5_11,99.7377893981739
941,1955,estimates,5_14,99.5425667309183
941,1955,estimates,6_9,99.8324083642674
941,1955,estimates,6_10,99.7621004271443
941,1955,estimates,6_11,99.6828440081998
941,1955,estimates,6_12,99.604240173806
941,1955,estimates,7_10,99.7007557212619
941,1955,estimates,7_12,99.5329867380584
941,1955,estimates,11_16,99.0304240520467
941,1955,estimates,11_17,99.0135020631324
941,1955,estimates,11_18,99.0036933418043
941,1955,estimates,12_14,99.0210401544637
941,1955,estimates,12_16,98.9822822659042
941,1955,estimates,12_17,98.9697673319306
941,1955,estimates,12_18,98.9641633429179
941,1955,estimates,13_17,98.9438667169509
941,1955,estimates,13_18,98.941269818256
941,1955,estimates,13_19,98.9461047263618
941,1955,estimates,15plus,100.773720842902
941,1955,estimates,15_17,98.9140599712545
941,1955,estimates,15_24,99.0722194016673
941,1955,estimates,15_49,99.2979102640314
941,1955,estimates,15_59,99.7811843771741
941,1955,estimates,15_64,100.08486615693
941,1955,estimates,16plus,100.843659947473
941,1955,estimates,17plus,100.918215685452
941,1955,estimates,18plus,100.996718229109
941,1955,estimates,18_23,99.0956393904292
941,1955,estimates,20plus,101.162184697963
941,1955,estimates,20_64,100.34315883125
941,1955,estimates,20_69,100.660851827735
941,1955,estimates,21plus,101.248071342754
941,1955,estimates,25plus,101.597889615067
941,1955,estimates,25_49,99.4467652430219
941,1955,estimates,25_64,100.612620652943
941,1955,estimates,25_69,100.995830567062
941,1955,estimates,50plus,107.54596965859
941,1955,estimates,60plus,112.250986985799
941,1955,estimates,65plus,114.57131781798
941,1955,estimates,70plus,116.90737076801
941,1955,estimates,75plus,119.746918578624
941,1955,estimates,80plus,126.348277833476
941,1955,estimates,85plus,140.336716730964
941,1955,estimates,90plus,176.785964912281
941,1960,estimates,total,100.536348404742
941,1960,estimates,0_1,99.0264850089183
941,1960,estimates,0_4,99.3360757593502
941,1960,estimates,0_14,99.6806532559142
941,1960,estimates,0_17,99.6183492701722
941,1960,estimates,0_19,99.5777987368177
941,1960,estimates,0_24,99.5486027634516
941,1960,estimates,3_4,99.676743913208
941,1960,estimates,3_5,99.7481097884776
941,1960,estimates,3_6,99.8069445279245
941,1960,estimates,4_5,99.8321017035174
941,1960,estimates,4_6,99.8860539490512
941,1960,estimates,5_10,100.019399715887
941,1960,estimates,5_11,100.009122724156
941,1960,estimates,5_14,99.9230329186843
941,1960,estimates,6_9,100.052696136576
941,1960,estimates,6_10,100.045975539923
941,1960,estimates,6_11,100.029673799395
941,1960,estimates,6_12,100.003867452568
941,1960,estimates,7_10,100.058087019178
941,1960,estimates,7_12,100.004181279076
941,1960,estimates,11_16,99.5957275837709
941,1960,estimates,11_17,99.5216143508361
941,1960,estimates,11_18,99.4649989508547
941,1960,estimates,12_14,99.6847047179429
941,1960,estimates,12_16,99.5211590387959
941,1960,estimates,12_17,99.4451147912178
941,1960,estimates,12_18,99.389577980727
941,1960,estimates,13_17,99.3619362178909
941,1960,estimates,13_18,99.3092243277902
941,1960,estimates,13_19,99.2815985385656
941,1960,estimates,15plus,101.177012098321
941,1960,estimates,15_17,99.1862640421733
941,1960,estimates,15_24,99.245907202762
941,1960,estimates,15_49,99.816355526986
941,1960,estimates,15_59,100.127000709759
941,1960,estimates,15_64,100.443289405321
941,1960,estimates,16plus,101.246710399529
941,1960,estimates,17plus,101.327682022051
941,1960,estimates,18plus,101.417940927423
941,1960,estimates,18_23,99.2275806926091
941,1960,estimates,20plus,101.60999152688
941,1960,estimates,20_64,100.736736627957
941,1960,estimates,20_69,101.056001950427
941,1960,estimates,21plus,101.708596291485
941,1960,estimates,25plus,102.113693195678
941,1960,estimates,25_49,100.193994782679
941,1960,estimates,25_64,101.066439633242
941,1960,estimates,25_69,101.44889894051
941,1960,estimates,50plus,107.375756049059
941,1960,estimates,60plus,113.548821002889
941,1960,estimates,65plus,116.472098639888
941,1960,estimates,70plus,120.37893206141
941,1960,estimates,75plus,125.427582658462
941,1960,estimates,80plus,132.95119912287
941,1960,estimates,85plus,148.228267598966
