region,year,variant,agebroad,feminityratio_femaleper100male
1517,1950,estimates,total,96.6890279374962
1517,1950,estimates,0_1,96.838554742326
1517,1950,estimates,0_4,96.2083603767435
1517,1950,estimates,0_14,94.9877841490857
1517,1950,estimates,0_17,94.8477193059821
1517,1950,estimates,0_19,94.7737458181379
1517,1950,estimates,0_24,94.6572714333243
1517,1950,estimates,3_4,95.4784307936383
1517,1950,estimates,3_5,95.2935683900239
1517,1950,estimates,3_6,95.127615216461
1517,1950,estimates,4_5,95.0849401172279
1517,1950,estimates,4_6,94.9253070228067
1517,1950,estimates,5_10,94.3481579433049
1517,1950,estimates,5_11,94.2988753851039
1517,1950,estimates,5_14,94.2057103087628
1517,1950,estimates,6_9,94.2893752671631
1517,1950,estimates,6_10,94.230707695057
1517,1950,estimates,6_11,94.1918855947143
1517,1950,estimates,6_12,94.1651454489939
1517,1950,estimates,7_10,94.1374667712112
1517,1950,estimates,7_12,94.0913026622263
1517,1950,estimates,11_16,93.983944905877
1517,1950,estimates,11_17,93.9915432820999
1517,1950,estimates,11_18,93.9918387380895
1517,1950,estimates,12_14,93.9779111831257
1517,1950,estimates,12_16,93.9818145337367
1517,1950,estimates,12_17,93.9910833669218
1517,1950,estimates,12_18,93.9914854439977
1517,1950,estimates,13_17,93.9888278849099
1517,1950,estimates,13_18,93.9896585060196
1517,1950,estimates,13_19,93.9795788941092
1517,1950,estimates,15plus,97.6911177857374
1517,1950,estimates,15_17,94.0051023090451
1517,1950,estimates,15_24,94.0143959030831
1517,1950,estimates,15_49,95.2269774507344
1517,1950,estimates,15_59,95.668125068491
1517,1950,estimates,15_64,96.1456153145741
1517,1950,estimates,16plus,97.819715858677
1517,1950,estimates,17plus,97.9525717620581
1517,1950,estimates,18plus,98.0911985031493
1517,1950,estimates,18_23,93.9098502395491
1517,1950,estimates,20plus,98.3967122795394
1517,1950,estimates,20_64,96.5870954171688
1517,1950,estimates,20_69,97.1809444121032
1517,1950,estimates,21plus,98.5657311709003
1517,1950,estimates,25plus,99.2881900156572
1517,1950,estimates,25_49,95.9757079090658
1517,1950,estimates,25_64,97.1544389926872
1517,1950,estimates,25_69,97.8529207640509
1517,1950,estimates,50plus,107.146746859292
1517,1950,estimates,60plus,116.73488535878
1517,1950,estimates,65plus,123.064935937906
1517,1950,estimates,70plus,130.377981696287
1517,1950,estimates,75plus,140.200474505816
1517,1950,estimates,80plus,156.469291601172
1517,1950,estimates,85plus,176.089355414658
1517,1950,estimates,90plus,205.82779742904
1517,1955,estimates,total,96.7978743767497
