variant,region,year,gender,childdependencyratio2569
estimates,5501,1950,male,142.333
estimates,5501,1951,male,143.076
estimates,5501,1952,male,144.112
estimates,5501,1953,male,144.909
estimates,5501,1954,male,145.324
estimates,5501,1955,male,145.492
estimates,5501,1956,male,146.904
estimates,5501,1957,male,147.66
estimates,5501,1958,male,148.16
estimates,5501,1959,male,148.717
estimates,5501,1960,male,149.436
estimates,5501,1961,male,150.431
estimates,5501,1962,male,151.574
estimates,5501,1963,male,152.765
estimates,5501,1964,male,153.832
estimates,5501,1965,male,154.73
estimates,5501,1966,male,156.382
estimates,5501,1967,male,157.723
estimates,5501,1968,male,158.824
estimates,5501,1969,male,159.808
estimates,5501,1970,male,160.717
estimates,5501,1971,male,161.991
estimates,5501,1972,male,163.042
estimates,5501,1973,male,163.772
estimates,5501,1974,male,164.03
estimates,5501,1975,male,163.79
estimates,5501,1976,male,164.254
estimates,5501,1977,male,164.12
estimates,5501,1978,male,163.556
estimates,5501,1979,male,162.786
estimates,5501,1980,male,161.949
estimates,5501,1981,male,161.758
estimates,5501,1982,male,161.425
estimates,5501,1983,male,160.926
estimates,5501,1984,male,160.184
estimates,5501,1985,male,159.177
estimates,5501,1986,male,158.736
estimates,5501,1987,male,157.908
estimates,5501,1988,male,156.805
estimates,5501,1989,male,155.554
estimates,5501,1990,male,154.218
estimates,5501,1991,male,153.127
estimates,5501,1992,male,151.889
estimates,5501,1993,male,150.512
estimates,5501,1994,male,148.992
estimates,5501,1995,male,147.348
estimates,5501,1996,male,145.96
estimates,5501,1997,male,144.458
estimates,5501,1998,male,142.832
estimates,5501,1999,male,141.065
estimates,5501,2000,male,139.16
estimates,5501,2001,male,137.423
estimates,5501,2002,male,135.522
estimates,5501,2003,male,133.462
estimates,5501,2004,male,131.24
estimates,5501,2005,male,128.868
estimates,5501,2006,male,126.724
estimates,5501,2007,male,124.457
estimates,5501,2008,male,122.114
estimates,5501,2009,male,119.722
estimates,5501,2010,male,117.308
estimates,5501,2011,male,115.023
estimates,5501,2012,male,112.639
estimates,5501,2013,male,110.242
estimates,5501,2014,male,107.936
estimates,5501,2015,male,105.774
medium_variant,5501,2015,male,105.774
medium_variant,5501,2016,male,103.744
medium_variant,5501,2017,male,101.888
medium_variant,5501,2018,male,100.135
medium_variant,5501,2019,male,98.383
medium_variant,5501,2020,male,96.591
medium_variant,5501,2021,male,95.033
medium_variant,5501,2022,male,93.382
medium_variant,5501,2023,male,91.692
medium_variant,5501,2024,male,90.033
medium_variant,5501,2025,male,88.434
medium_variant,5501,2026,male,86.941
medium_variant,5501,2027,male,85.49
medium_variant,5501,2028,male,84.071
medium_variant,5501,2029,male,82.651
medium_variant,5501,2030,male,81.221
medium_variant,5501,2031,male,79.913
medium_variant,5501,2032,male,78.588
medium_variant,5501,2033,male,77.273
medium_variant,5501,2034,male,76.006
medium_variant,5501,2035,male,74.807
medium_variant,5501,2036,male,73.767
medium_variant,5501,2037,male,72.778
medium_variant,5501,2038,male,71.828
medium_variant,5501,2039,male,70.892
medium_variant,5501,2040,male,69.956
medium_variant,5501,2041,male,69.116
medium_variant,5501,2042,male,68.269
medium_variant,5501,2043,male,67.429
medium_variant,5501,2044,male,66.615
medium_variant,5501,2045,male,65.84
medium_variant,5501,2046,male,65.19
medium_variant,5501,2047,male,64.558
medium_variant,5501,2048,male,63.948
medium_variant,5501,2049,male,63.354
medium_variant,5501,2050,male,62.775
medium_variant,5501,2051,male,62.297
medium_variant,5501,2052,male,61.82
medium_variant,5501,2053,male,61.349
medium_variant,5501,2054,male,60.886
medium_variant,5501,2055,male,60.433
medium_variant,5501,2056,male,60.06
medium_variant,5501,2057,male,59.687
medium_variant,5501,2058,male,59.317
medium_variant,5501,2059,male,58.954
medium_variant,5501,2060,male,58.602
medium_variant,5501,2061,male,58.331
medium_variant,5501,2062,male,58.061
medium_variant,5501,2063,male,57.794
medium_variant,5501,2064,male,57.529
medium_variant,5501,2065,male,57.268
medium_variant,5501,2066,male,57.082
medium_variant,5501,2067,male,56.887
medium_variant,5501,2068,male,56.689
medium_variant,5501,2069,male,56.492
medium_variant,5501,2070,male,56.298
medium_variant,5501,2071,male,56.17
medium_variant,5501,2072,male,56.035
medium_variant,5501,2073,male,55.893
medium_variant,5501,2074,male,55.742
medium_variant,5501,2075,male,55.581
medium_variant,5501,2076,male,55.471
medium_variant,5501,2077,male,55.341
medium_variant,5501,2078,male,55.201
medium_variant,5501,2079,male,55.062
medium_variant,5501,2080,male,54.931
medium_variant,5501,2081,male,54.862
medium_variant,5501,2082,male,54.79
medium_variant,5501,2083,male,54.718
medium_variant,5501,2084,male,54.642
medium_variant,5501,2085,male,54.562
medium_variant,5501,2086,male,54.533
medium_variant,5501,2087,male,54.49
medium_variant,5501,2088,male,54.439
medium_variant,5501,2089,male,54.382
medium_variant,5501,2090,male,54.322
medium_variant,5501,2091,male,54.305
medium_variant,5501,2092,male,54.277
medium_variant,5501,2093,male,54.24
medium_variant,5501,2094,male,54.195
medium_variant,5501,2095,male,54.144
medium_variant,5501,2096,male,54.133
medium_variant,5501,2097,male,54.107
medium_variant,5501,2098,male,54.07
medium_variant,5501,2099,male,54.028
medium_variant,5501,2100,male,53.982
estimates,5501,1950,female,150.609
estimates,5501,1951,female,151.723
estimates,5501,1952,female,152.921
estimates,5501,1953,female,153.824
estimates,5501,1954,female,154.285
estimates,5501,1955,female,154.383
estimates,5501,1956,female,155.618
estimates,5501,1957,female,156.159
estimates,5501,1958,female,156.365
estimates,5501,1959,female,156.542
estimates,5501,1960,female,156.813
estimates,5501,1961,female,157.597
estimates,5501,1962,female,158.394
estimates,5501,1963,female,159.156
estimates,5501,1964,female,159.785
estimates,5501,1965,female,160.274
estimates,5501,1966,female,161.544
estimates,5501,1967,female,162.531
estimates,5501,1968,female,163.293
estimates,5501,1969,female,163.911
estimates,5501,1970,female,164.415
estimates,5501,1971,female,165.317
estimates,5501,1972,female,165.949
estimates,5501,1973,female,166.261
estimates,5501,1974,female,166.18
estimates,5501,1975,female,165.719
estimates,5501,1976,female,165.914
estimates,5501,1977,female,165.649
estimates,5501,1978,female,165.045
estimates,5501,1979,female,164.255
estimates,5501,1980,female,163.376
estimates,5501,1981,female,163.115
estimates,5501,1982,female,162.668
estimates,5501,1983,female,162.036
estimates,5501,1984,female,161.175
estimates,5501,1985,female,160.071
estimates,5501,1986,female,159.476
estimates,5501,1987,female,158.49
estimates,5501,1988,female,157.221
estimates,5501,1989,female,155.78
estimates,5501,1990,female,154.224
estimates,5501,1991,female,152.929
estimates,5501,1992,female,151.438
estimates,5501,1993,female,149.797
estimates,5501,1994,female,148.052
estimates,5501,1995,female,146.241
estimates,5501,1996,female,144.609
estimates,5501,1997,female,142.908
estimates,5501,1998,female,141.104
estimates,5501,1999,female,139.147
estimates,5501,2000,female,137.026
estimates,5501,2001,female,135.227
estimates,5501,2002,female,133.205
estimates,5501,2003,female,130.988
estimates,5501,2004,female,128.607
estimates,5501,2005,female,126.091
estimates,5501,2006,female,123.704
estimates,5501,2007,female,121.197
estimates,5501,2008,female,118.615
estimates,5501,2009,female,115.983
estimates,5501,2010,female,113.327
estimates,5501,2011,female,110.867
estimates,5501,2012,female,108.307
estimates,5501,2013,female,105.744
estimates,5501,2014,female,103.3
estimates,5501,2015,female,101.039
medium_variant,5501,2015,female,101.039
medium_variant,5501,2016,female,98.937
medium_variant,5501,2017,female,97.052
medium_variant,5501,2018,female,95.307
medium_variant,5501,2019,female,93.592
medium_variant,5501,2020,female,91.863
medium_variant,5501,2021,female,90.378
medium_variant,5501,2022,female,88.825
medium_variant,5501,2023,female,87.25
medium_variant,5501,2024,female,85.72
medium_variant,5501,2025,female,84.263
medium_variant,5501,2026,female,82.909
medium_variant,5501,2027,female,81.604
medium_variant,5501,2028,female,80.332
medium_variant,5501,2029,female,79.057
medium_variant,5501,2030,female,77.769
medium_variant,5501,2031,female,76.583
medium_variant,5501,2032,female,75.373
medium_variant,5501,2033,female,74.167
medium_variant,5501,2034,female,73.007
medium_variant,5501,2035,female,71.916
medium_variant,5501,2036,female,70.971
medium_variant,5501,2037,female,70.075
medium_variant,5501,2038,female,69.219
medium_variant,5501,2039,female,68.382
medium_variant,5501,2040,female,67.554
medium_variant,5501,2041,female,66.818
medium_variant,5501,2042,female,66.081
medium_variant,5501,2043,female,65.355
medium_variant,5501,2044,female,64.657
medium_variant,5501,2045,female,63.999
medium_variant,5501,2046,female,63.455
medium_variant,5501,2047,female,62.928
medium_variant,5501,2048,female,62.419
medium_variant,5501,2049,female,61.927
medium_variant,5501,2050,female,61.45
medium_variant,5501,2051,female,61.054
medium_variant,5501,2052,female,60.661
medium_variant,5501,2053,female,60.271
medium_variant,5501,2054,female,59.881
medium_variant,5501,2055,female,59.493
medium_variant,5501,2056,female,59.165
medium_variant,5501,2057,female,58.828
medium_variant,5501,2058,female,58.486
medium_variant,5501,2059,female,58.146
medium_variant,5501,2060,female,57.814
medium_variant,5501,2061,female,57.546
medium_variant,5501,2062,female,57.277
medium_variant,5501,2063,female,57.007
medium_variant,5501,2064,female,56.737
medium_variant,5501,2065,female,56.469
medium_variant,5501,2066,female,56.259
medium_variant,5501,2067,female,56.04
medium_variant,5501,2068,female,55.819
medium_variant,5501,2069,female,55.601
medium_variant,5501,2070,female,55.393
medium_variant,5501,2071,female,55.244
medium_variant,5501,2072,female,55.095
medium_variant,5501,2073,female,54.943
medium_variant,5501,2074,female,54.786
medium_variant,5501,2075,female,54.621
medium_variant,5501,2076,female,54.496
medium_variant,5501,2077,female,54.355
medium_variant,5501,2078,female,54.206
medium_variant,5501,2079,female,54.06
medium_variant,5501,2080,female,53.926
medium_variant,5501,2081,female,53.844
medium_variant,5501,2082,female,53.763
medium_variant,5501,2083,female,53.684
medium_variant,5501,2084,female,53.605
medium_variant,5501,2085,female,53.526
medium_variant,5501,2086,female,53.488
medium_variant,5501,2087,female,53.441
medium_variant,5501,2088,female,53.389
medium_variant,5501,2089,female,53.334
medium_variant,5501,2090,female,53.279
medium_variant,5501,2091,female,53.26
medium_variant,5501,2092,female,53.233
medium_variant,5501,2093,female,53.201
medium_variant,5501,2094,female,53.164
medium_variant,5501,2095,female,53.123
medium_variant,5501,2096,female,53.116
medium_variant,5501,2097,female,53.099
medium_variant,5501,2098,female,53.073
medium_variant,5501,2099,female,53.044
medium_variant,5501,2100,female,53.015
