country,variant,freq,year,under60mortalityper1000livebirth
764,estimates,5yearly,1950,490.50161
764,estimates,5yearly,1955,456.0025
764,estimates,5yearly,1960,421.71608
764,estimates,5yearly,1965,392.2749
764,estimates,5yearly,1970,358.36993
764,estimates,5yearly,1975,321.58534
764,estimates,5yearly,1980,287.72736
764,estimates,5yearly,1985,219.77124
764,estimates,5yearly,1990,217.63016
764,estimates,5yearly,1995,228.26341
764,estimates,5yearly,2000,218.38113
764,estimates,5yearly,2005,188.16834
764,estimates,5yearly,2010,171.1487
764,medium_variant,5yearly,2015,159.65407
764,medium_variant,5yearly,2020,147.3685
764,medium_variant,5yearly,2025,135.74652
764,medium_variant,5yearly,2030,124.21972
764,medium_variant,5yearly,2035,113.25367
764,medium_variant,5yearly,2040,102.70388
764,medium_variant,5yearly,2045,92.86636
764,medium_variant,5yearly,2050,83.7736299999999
764,medium_variant,5yearly,2055,75.9639999999999
764,medium_variant,5yearly,2060,69.0488800000001
764,medium_variant,5yearly,2065,63.0435
764,medium_variant,5yearly,2070,57.53469
764,medium_variant,5yearly,2075,52.63576
764,medium_variant,5yearly,2080,48.11177
764,medium_variant,5yearly,2085,43.88916
764,medium_variant,5yearly,2090,40.07852
764,medium_variant,5yearly,2095,36.54592
764,estimates,5yearly,Regi,Thailand
764,medium_variant,5yearly,Regi,Thailand
