country,variant,freq,year,under60mortalityper1000livebirth
678,estimates,5yearly,1950,545.9114
678,estimates,5yearly,1955,511.02897
678,estimates,5yearly,1960,468.38709
678,estimates,5yearly,1965,430.88122
678,estimates,5yearly,1970,387.52214
678,estimates,5yearly,1975,345.37204
678,estimates,5yearly,1980,339.86897
678,estimates,5yearly,1985,327.65004
678,estimates,5yearly,1990,315.35649
678,estimates,5yearly,1995,303.10538
678,estimates,5yearly,2000,291.26515
678,estimates,5yearly,2005,266.83036
678,estimates,5yearly,2010,257.32573
678,medium_variant,5yearly,2015,247.56311
678,medium_variant,5yearly,2020,238.32253
678,medium_variant,5yearly,2025,229.53747
678,medium_variant,5yearly,2030,220.9019
678,medium_variant,5yearly,2035,212.81676
678,medium_variant,5yearly,2040,204.67314
678,medium_variant,5yearly,2045,197.50232
678,medium_variant,5yearly,2050,190.57109
678,medium_variant,5yearly,2055,184.1193
678,medium_variant,5yearly,2060,177.49075
678,medium_variant,5yearly,2065,170.80039
678,medium_variant,5yearly,2070,164.14007
678,medium_variant,5yearly,2075,157.49937
678,medium_variant,5yearly,2080,150.93157
678,medium_variant,5yearly,2085,144.29808
678,medium_variant,5yearly,2090,137.58725
678,medium_variant,5yearly,2095,130.68218
678,estimates,5yearly,Regi,Sao Tome and Principe
678,medium_variant,5yearly,Regi,Sao Tome and Principe
