country,variant,freq,year,under60mortalityper1000livebirth
300,estimates,5yearly,1950,253.34036
300,estimates,5yearly,1955,230.40176
300,estimates,5yearly,1960,195.16338
300,estimates,5yearly,1965,182.95867
300,estimates,5yearly,1970,164.5099
300,estimates,5yearly,1975,153.94976
300,estimates,5yearly,1980,134.30253
300,estimates,5yearly,1985,120.85402
300,estimates,5yearly,1990,96.61855
300,estimates,5yearly,1995,93.60459
300,estimates,5yearly,2000,87.07893
300,estimates,5yearly,2005,83.51493
300,estimates,5yearly,2010,80.30066
300,medium_variant,5yearly,2015,66.60549
300,medium_variant,5yearly,2020,59.58853
300,medium_variant,5yearly,2025,53.2773200000001
300,medium_variant,5yearly,2030,48.18727
300,medium_variant,5yearly,2035,43.9214200000001
300,medium_variant,5yearly,2040,40.0536500000001
300,medium_variant,5yearly,2045,36.6225
300,medium_variant,5yearly,2050,33.38894
300,medium_variant,5yearly,2055,30.46532
300,medium_variant,5yearly,2060,27.6678699999999
300,medium_variant,5yearly,2065,25.21531
300,medium_variant,5yearly,2070,22.7972500000001
300,medium_variant,5yearly,2075,20.59519
300,medium_variant,5yearly,2080,18.5096499999999
300,medium_variant,5yearly,2085,16.5784299999999
300,medium_variant,5yearly,2090,14.83525
300,medium_variant,5yearly,2095,13.19168
300,estimates,5yearly,Regi,Greece
300,medium_variant,5yearly,Regi,Greece
