country,variant,freq,year,under60mortalityper1000livebirth
417,estimates,5yearly,1950,462.86234
417,estimates,5yearly,1955,425.12961
417,estimates,5yearly,1960,390.88797
417,estimates,5yearly,1965,359.31176
417,estimates,5yearly,1970,335.43216
417,estimates,5yearly,1975,321.0172
417,estimates,5yearly,1980,298.24187
417,estimates,5yearly,1985,266.59226
417,estimates,5yearly,1990,264.68022
417,estimates,5yearly,1995,274.31505
417,estimates,5yearly,2000,263.02297
417,estimates,5yearly,2005,252.03485
417,estimates,5yearly,2010,205.44156
417,medium_variant,5yearly,2015,194.9621
417,medium_variant,5yearly,2020,183.53936
417,medium_variant,5yearly,2025,171.95716
417,medium_variant,5yearly,2030,160.60802
417,medium_variant,5yearly,2035,150.65394
417,medium_variant,5yearly,2040,140.99797
417,medium_variant,5yearly,2045,131.34144
417,medium_variant,5yearly,2050,122.07749
417,medium_variant,5yearly,2055,112.93708
417,medium_variant,5yearly,2060,104.00803
417,medium_variant,5yearly,2065,95.0587900000001
417,medium_variant,5yearly,2070,86.67753
417,medium_variant,5yearly,2075,78.5108800000001
417,medium_variant,5yearly,2080,71.01979
417,medium_variant,5yearly,2085,64.2872
417,medium_variant,5yearly,2090,58.34719
417,medium_variant,5yearly,2095,53.07284
417,estimates,5yearly,Regi,Kyrgyzstan
417,medium_variant,5yearly,Regi,Kyrgyzstan
