country,variant,freq,year,under60mortalityper1000livebirth
807,estimates,5yearly,1950,413.53745
807,estimates,5yearly,1955,348.93277
807,estimates,5yearly,1960,298.95549
807,estimates,5yearly,1965,253.83407
807,estimates,5yearly,1970,219.05428
807,estimates,5yearly,1975,201.76731
807,estimates,5yearly,1980,195.06836
807,estimates,5yearly,1985,170.92169
807,estimates,5yearly,1990,160.3378
807,estimates,5yearly,1995,146.67474
807,estimates,5yearly,2000,133.66601
807,estimates,5yearly,2005,125.59831
807,estimates,5yearly,2010,112.33777
807,medium_variant,5yearly,2015,104.18918
807,medium_variant,5yearly,2020,96.63393
807,medium_variant,5yearly,2025,89.10516
807,medium_variant,5yearly,2030,82.27385
807,medium_variant,5yearly,2035,75.8043700000001
807,medium_variant,5yearly,2040,69.5471799999999
807,medium_variant,5yearly,2045,63.6954700000001
807,medium_variant,5yearly,2050,58.1111599999999
807,medium_variant,5yearly,2055,53.1310899999999
807,medium_variant,5yearly,2060,48.3367299999999
807,medium_variant,5yearly,2065,44.0186299999999
807,medium_variant,5yearly,2070,40.2518799999999
807,medium_variant,5yearly,2075,36.92601
807,medium_variant,5yearly,2080,34.0772500000001
807,medium_variant,5yearly,2085,31.6030100000001
807,medium_variant,5yearly,2090,29.3410000000001
807,medium_variant,5yearly,2095,27.2303500000001
807,estimates,5yearly,Regi,TFYR Macedonia
807,medium_variant,5yearly,Regi,TFYR Macedonia
