country,variant,freq,year,under60mortalityper1000livebirth
705,estimates,5yearly,1950,289.99087
705,estimates,5yearly,1955,247.10557
705,estimates,5yearly,1960,224.03172
705,estimates,5yearly,1965,224.07219
705,estimates,5yearly,1970,212.40445
705,estimates,5yearly,1975,192.47614
705,estimates,5yearly,1980,190.87708
705,estimates,5yearly,1985,172.12572
705,estimates,5yearly,1990,155.97782
705,estimates,5yearly,1995,136.73024
705,estimates,5yearly,2000,122.77224
705,estimates,5yearly,2005,101.98726
705,estimates,5yearly,2010,81.1145299999999
705,medium_variant,5yearly,2015,72.6249400000001
705,medium_variant,5yearly,2020,64.9475500000001
705,medium_variant,5yearly,2025,58.0602400000001
705,medium_variant,5yearly,2030,52.49374
705,medium_variant,5yearly,2035,47.9557700000001
705,medium_variant,5yearly,2040,43.8821400000001
705,medium_variant,5yearly,2045,40.17924
705,medium_variant,5yearly,2050,36.91975
705,medium_variant,5yearly,2055,33.8789900000001
705,medium_variant,5yearly,2060,31.01441
705,medium_variant,5yearly,2065,28.3497199999999
705,medium_variant,5yearly,2070,25.84519
705,medium_variant,5yearly,2075,23.53072
705,medium_variant,5yearly,2080,21.3733699999999
705,medium_variant,5yearly,2085,19.29932
705,medium_variant,5yearly,2090,17.4259200000001
705,medium_variant,5yearly,2095,15.66207
705,estimates,5yearly,Regi,Slovenia
705,medium_variant,5yearly,Regi,Slovenia
