country,variant,freq,year,under60mortalityper1000livebirth
32,estimates,5yearly,1950,317.64015
32,estimates,5yearly,1955,284.53684
32,estimates,5yearly,1960,265.37292
32,estimates,5yearly,1965,260.40375
32,estimates,5yearly,1970,240.92024
32,estimates,5yearly,1975,221.74525
32,estimates,5yearly,1980,201.95238
32,estimates,5yearly,1985,191.98828
32,estimates,5yearly,1990,177.57905
32,estimates,5yearly,1995,163.36132
32,estimates,5yearly,2000,152.50445
32,estimates,5yearly,2005,142.08089
32,estimates,5yearly,2010,133.45473
32,medium_variant,5yearly,2015,125.39365
32,medium_variant,5yearly,2020,116.58009
32,medium_variant,5yearly,2025,107.86017
32,medium_variant,5yearly,2030,99.1302199999999
32,medium_variant,5yearly,2035,90.7368799999999
32,medium_variant,5yearly,2040,82.60467
32,medium_variant,5yearly,2045,74.93038
32,medium_variant,5yearly,2050,68.1472199999999
32,medium_variant,5yearly,2055,62.2485
32,medium_variant,5yearly,2060,57.05689
32,medium_variant,5yearly,2065,52.44818
32,medium_variant,5yearly,2070,48.35118
32,medium_variant,5yearly,2075,44.5172100000001
32,medium_variant,5yearly,2080,40.89975
32,medium_variant,5yearly,2085,37.57084
32,medium_variant,5yearly,2090,34.5017399999999
32,medium_variant,5yearly,2095,31.61739
32,estimates,5yearly,Regi,Argentina
32,medium_variant,5yearly,Regi,Argentina
