country,variant,freq,year,under60mortalityper1000livebirth
634,estimates,5yearly,1950,401.80698
634,estimates,5yearly,1955,339.05731
634,estimates,5yearly,1960,282.42337
634,estimates,5yearly,1965,228.9421
634,estimates,5yearly,1970,185.34532
634,estimates,5yearly,1975,155.28259
634,estimates,5yearly,1980,131.98792
634,estimates,5yearly,1985,114.77778
634,estimates,5yearly,1990,102.44747
634,estimates,5yearly,1995,92.75963
634,estimates,5yearly,2000,83.7286199999999
634,estimates,5yearly,2005,76.65901
634,estimates,5yearly,2010,74.50786
634,medium_variant,5yearly,2015,68.5525699999999
634,medium_variant,5yearly,2020,63.03727
634,medium_variant,5yearly,2025,57.90962
634,medium_variant,5yearly,2030,53.2625299999999
634,medium_variant,5yearly,2035,49.0686100000001
634,medium_variant,5yearly,2040,45.18239
634,medium_variant,5yearly,2045,41.4833100000001
634,medium_variant,5yearly,2050,38.28564
634,medium_variant,5yearly,2055,35.50429
634,medium_variant,5yearly,2060,33.11538
634,medium_variant,5yearly,2065,31.0250400000001
634,medium_variant,5yearly,2070,29.1014999999999
634,medium_variant,5yearly,2075,27.23781
634,medium_variant,5yearly,2080,25.4340399999999
634,medium_variant,5yearly,2085,23.73656
634,medium_variant,5yearly,2090,22.13098
634,medium_variant,5yearly,2095,20.5930000000001
