country,variant,freq,year,under60mortalityper1000livebirth
48,estimates,5yearly,1950,577.9205
48,estimates,5yearly,1955,492.49021
48,estimates,5yearly,1960,395.25031
48,estimates,5yearly,1965,310.50336
48,estimates,5yearly,1970,246.6293
48,estimates,5yearly,1975,200.52267
48,estimates,5yearly,1980,167.81995
48,estimates,5yearly,1985,146.63476
48,estimates,5yearly,1990,130.46516
48,estimates,5yearly,1995,114.71592
48,estimates,5yearly,2000,99.68709
48,estimates,5yearly,2005,87.7736999999999
48,estimates,5yearly,2010,81.6558000000001
48,medium_variant,5yearly,2015,75.68307
48,medium_variant,5yearly,2020,70.66319
48,medium_variant,5yearly,2025,66.07091
48,medium_variant,5yearly,2030,61.6939900000001
48,medium_variant,5yearly,2035,57.2752499999999
48,medium_variant,5yearly,2040,52.9762300000001
48,medium_variant,5yearly,2045,49.15873
48,medium_variant,5yearly,2050,45.72266
48,medium_variant,5yearly,2055,42.4080100000001
48,medium_variant,5yearly,2060,39.3402700000001
48,medium_variant,5yearly,2065,36.4844999999999
48,medium_variant,5yearly,2070,33.9035099999999
48,medium_variant,5yearly,2075,31.7635199999999
48,medium_variant,5yearly,2080,29.86981
48,medium_variant,5yearly,2085,28.1054799999999
48,medium_variant,5yearly,2090,26.4694
48,medium_variant,5yearly,2095,24.87625
48,estimates,5yearly,Regi,Bahrain
48,medium_variant,5yearly,Regi,Bahrain
