country,variant,freq,year,under60mortalityper1000livebirth
288,estimates,5yearly,1950,598.17214
288,estimates,5yearly,1955,562.41622
288,estimates,5yearly,1960,530.46337
288,estimates,5yearly,1965,505.98701
288,estimates,5yearly,1970,485.78181
288,estimates,5yearly,1975,462.98114
288,estimates,5yearly,1980,441.60336
288,estimates,5yearly,1985,407.98321
288,estimates,5yearly,1990,371.12174
288,estimates,5yearly,1995,390.16811
288,estimates,5yearly,2000,385.74336
288,estimates,5yearly,2005,343.04048
288,estimates,5yearly,2010,320.65836
288,medium_variant,5yearly,2015,296.20871
288,medium_variant,5yearly,2020,273.72117
288,medium_variant,5yearly,2025,253.49033
288,medium_variant,5yearly,2030,236.12955
288,medium_variant,5yearly,2035,221.24169
288,medium_variant,5yearly,2040,207.99176
288,medium_variant,5yearly,2045,196.12459
288,medium_variant,5yearly,2050,185.21741
288,medium_variant,5yearly,2055,175.18328
288,medium_variant,5yearly,2060,165.75376
288,medium_variant,5yearly,2065,157.32741
288,medium_variant,5yearly,2070,150.49815
288,medium_variant,5yearly,2075,143.65018
288,medium_variant,5yearly,2080,136.8095
288,medium_variant,5yearly,2085,130.4411
288,medium_variant,5yearly,2090,123.77036
288,medium_variant,5yearly,2095,117.19063
288,estimates,5yearly,Regi,Ghana
288,medium_variant,5yearly,Regi,Ghana
