country,variant,freq,year,under60mortalityper1000livebirth
40,estimates,5yearly,1950,235.83855
40,estimates,5yearly,1955,215.14122
40,estimates,5yearly,1960,190.10859
40,estimates,5yearly,1965,181.39875
40,estimates,5yearly,1970,175.62159
40,estimates,5yearly,1975,163.78972
40,estimates,5yearly,1980,154.10504
40,estimates,5yearly,1985,133.20055
40,estimates,5yearly,1990,120.91591
40,estimates,5yearly,1995,106.02949
40,estimates,5yearly,2000,94.7734600000001
40,estimates,5yearly,2005,82.76258
40,estimates,5yearly,2010,73.73933
40,medium_variant,5yearly,2015,67.18462
40,medium_variant,5yearly,2020,60.34356
40,medium_variant,5yearly,2025,54.1562699999999
40,medium_variant,5yearly,2030,49.44031
40,medium_variant,5yearly,2035,45.34761
40,medium_variant,5yearly,2040,41.6282099999999
40,medium_variant,5yearly,2045,38.19773
40,medium_variant,5yearly,2050,34.99624
40,medium_variant,5yearly,2055,32.00357
40,medium_variant,5yearly,2060,29.13822
40,medium_variant,5yearly,2065,26.4930800000001
40,medium_variant,5yearly,2070,24.05041
40,medium_variant,5yearly,2075,21.6673900000001
40,medium_variant,5yearly,2080,19.4850599999999
40,medium_variant,5yearly,2085,17.4150199999999
40,medium_variant,5yearly,2090,15.48273
40,medium_variant,5yearly,2095,13.7269899999999
40,estimates,5yearly,Regi,Austria
40,medium_variant,5yearly,Regi,Austria
